SY,District,"Org Code","In-District FTE Average Membership","Out-of-District FTE Average Membership","Total FTE Average Membership"
2010,WESTFIELD,03250000,6093,124.4,6217.4
2010,WESTFORD,03260000,5265.4,52,5317.4
2010,WESTHAMPTON,03270000,141.6,23,164.6
2010,WESTON,03300000,2387.2,21.6,2408.8
2010,WESTPORT,03310000,1835.2,39.8,1875
2010,WESTWOOD,03350000,3108.9,35.9,3144.8
2010,WEYMOUTH,03360000,6813.4,183,6996.4
2010,WHATELY,03370000,132.5,21.1,153.6
2010,"WHITMAN HANSON",07800000,4423.3,77.8,4501.1
2010,WHITTIER,08850000,1176.3,5,1181.3
2010,WILLIAMSBURG,03400000,166.8,42.9,209.7
2010,WILLIAMSTOWN,03410000,427.6,6.9,434.5
2010,WILMINGTON,03420000,3788,66.7,3854.7
2010,WINCHENDON,03430000,1590.5,170.1,1760.6
2010,WINCHESTER,03440000,4220.3,45.2,4265.5
2010,WINTHROP,03460000,1946.4,40.6,1987
2010,WOBURN,03470000,4792.4,71.4,4863.8
2010,WORCESTER,03480000,24100.9,2744.6,26845.5
2010,WRENTHAM,03500000,1236.9,21.9,1258.8
2010,"MASSACHUSETTS TOTAL",00000000,928555.5,57652.4,986207.9
2009,ABINGTON,00010000,2306.2,79.4,2385.6
2009,ACTON,00020000,2566.7,29.6,2596.3
2009,"ACTON BOXBOROUGH",06000000,2950.3,88.4,3038.7
2009,ACUSHNET,00030000,1032.1,331.4,1363.5
2009,"ADAMS CHESHIRE",06030000,1599.5,104.4,1703.9
2009,AGAWAM,00050000,4064.2,153,4217.2
2009,AMESBURY,00070000,2318.4,217,2535.4
2009,AMHERST,00080000,1387.2,64.7,1451.9
2009,"AMHERST PELHAM",06050000,1712,111.5,1823.5
2009,ANDOVER,00090000,6170.3,115.8,6286.1
2009,ARLINGTON,00100000,4723.2,134.9,4858.1
2009,"ASHBURNHAM WESTMINSTER",06100000,2428.8,82.3,2511.1
2009,ASHLAND,00140000,2640.1,84.2,2724.3
2009,"ASSABET VALLEY",08010000,959.8,0,959.8
2009,"ATHOL ROYALSTON",06150000,1701.6,312.3,2013.9
2009,ATTLEBORO,00160000,5859.4,336.7,6196.1
2009,AUBURN,00170000,2344,76.2,2420.2
2009,AVON,00180000,739.6,19,758.6
2009,AYER,00190000,1213.8,137.2,1351
2009,BARNSTABLE,00200000,4353.7,1501.7,5855.4
2009,BEDFORD,00230000,2373.7,112.5,2486.2
2009,BELCHERTOWN,00240000,2647,112.4,2759.4
2009,BELLINGHAM,00250000,2638,131.7,2769.7
2009,BELMONT,00260000,3864.6,76.1,3940.7
2009,BERKLEY,00270000,946.6,249.5,1196.1
2009,"BERKSHIRE HILLS",06180000,1368,131.5,1499.5
2009,BERLIN,00280000,238.1,6,244.1
2009,"BERLIN BOYLSTON",06200000,461.7,67.2,528.9
2009,BEVERLY,00300000,4280.9,270.5,4551.4
2009,BILLERICA,00310000,6173.5,259.9,6433.4
2009,"BLACKSTONE MILLVILLE",06220000,2136.5,79.1,2215.6
2009,"BLACKSTONE VALLEY",08050000,1096.1,1.9,1098
2009,"BLUE HILLS",08060000,826.6,0,826.6
2009,BOSTON,00350000,55483.5,8689.8,64173.3
2009,BOURNE,00360000,2436.7,65.2,2501.9
2009,BOXBOROUGH,00370000,521.9,9.1,531
2009,BOXFORD,00380000,857.4,12.8,870.2
2009,BOYLSTON,00390000,384,40.3,424.3
2009,BRAINTREE,00400000,5420.9,117.5,5538.4
2009,BREWSTER,00410000,507.8,19.4,527.2
2009,"BRIDGEWATER RAYNHAM",06250000,5804.3,134.7,5939
2009,BRIMFIELD,00430000,349.9,4.3,354.2
2009,"BRISTOL COUNTY",09100000,424,0,424
2009,"BRISTOL PLYMOUTH",08100000,1197.4,0,1197.4
2009,BROCKTON,00440000,15276.9,484.8,15761.7
2009,BROOKFIELD,00450000,291,17.9,308.9
2009,BROOKLINE,00460000,6327.2,66.3,6393.5
2009,BURLINGTON,00480000,3669.9,102.2,3772.1
2009,CAMBRIDGE,00490000,5741.4,466.3,6207.7
2009,CANTON,00500000,3094.7,60.2,3154.9
2009,"CAPE COD",08150000,691.7,0,691.7
2009,CARLISLE,00510000,727.5,7,734.5
2009,CARVER,00520000,1890.9,53.1,1944
2009,"CENTRAL BERKSHIRE",06350000,2034.1,194.8,2228.9
2009,CHATHAM,00550000,688.1,52.3,740.4
2009,CHELMSFORD,00560000,5570.6,240.4,5811
2009,CHELSEA,00570000,5522.5,318,5840.5
2009,"CHESTERFIELD GOSHEN",06320000,184.5,25.8,210.3
2009,CHICOPEE,00610000,7721.1,163,7884.1
2009,CLARKSBURG,00630000,197.3,70.3,267.6
2009,CLINTON,00640000,2033.9,208.3,2242.2
2009,COHASSET,00650000,1480.4,26.3,1506.7
2009,CONCORD,00670000,1871.8,53.1,1924.9
2009,"CONCORD CARLISLE",06400000,1233.8,38.6,1272.4
2009,CONWAY,00680000,172.4,12.9,185.3
2009,DANVERS,00710000,3591.6,125.9,3717.5
2009,DARTMOUTH,00720000,4070.1,54.5,4124.6
2009,DEDHAM,00730000,2843.2,93.3,2936.5
2009,DEERFIELD,00740000,488.1,17.6,505.7
2009,"DENNIS YARMOUTH",06450000,3394.3,409.6,3803.9
2009,"DIGHTON REHOBOTH",06500000,3308.5,20.8,3329.3
2009,DOUGLAS,00770000,1771.5,46.7,1818.2
2009,DOVER,00780000,592.7,9.5,602.2
2009,"DOVER SHERBORN",06550000,1100.8,32.5,1133.3
2009,DRACUT,00790000,4184.1,107.6,4291.7
2009,"DUDLEY CHARLTON",06580000,4374.4,79.1,4453.5
2009,DUXBURY,00820000,3351.6,35.2,3386.8
2009,"EAST BRIDGEWATER",00830000,2412.9,75.9,2488.8
2009,"EAST LONGMEADOW",00870000,2846.9,101.8,2948.7
2009,EASTHAM,00850000,220.4,14.7,235.1
2009,EASTHAMPTON,00860000,1655.1,312,1967.1
2009,EASTON,00880000,3952.4,71.8,4024.2
2009,EDGARTOWN,00890000,355.2,68,423.2
2009,ERVING,00910000,177.5,119.8,297.3
2009,"ESSEX AGRICULTURAL",09130000,427.5,0,427.5
2009,EVERETT,00930000,5609.6,524.7,6134.3
2009,FAIRHAVEN,00940000,2018.9,45.5,2064.4
2009,"FALL RIVER",00950000,9914.4,811,10725.4
2009,FALMOUTH,00960000,3780.6,126.7,3907.3
2009,"FARMINGTON RIVER",06620000,149.5,151.2,300.7
2009,FITCHBURG,00970000,5058.3,563.7,5622
2009,FLORIDA,00980000,112.8,21.6,134.4
2009,FOXBOROUGH,00990000,2891.8,166.8,3058.6
2009,FRAMINGHAM,01000000,8063.5,413.9,8477.4
2009,FRANKLIN,01010000,6254.4,464.3,6718.7
2009,"FRANKLIN COUNTY",08180000,502.7,2.5,505.2
2009,FREETOWN,01020000,521.9,76.7,598.6
2009,"FREETOWN LAKEVILLE",06650000,1919.6,35.7,1955.3
2009,FRONTIER,06700000,697.2,79,776.2
2009,GARDNER,01030000,2665.7,189.7,2855.4
2009,GATEWAY,06720000,1223.2,102.3,1325.5
2009,GEORGETOWN,01050000,1693.5,49.7,1743.2
2009,"GILL MONTAGUE",06740000,1094.8,218.3,1313.1
2009,GLOUCESTER,01070000,3396.1,281.6,3677.7
2009,GRAFTON,01100000,2848.6,61.6,2910.2
2009,GRANBY,01110000,1112.5,56.3,1168.8
2009,GRANVILLE,01120000,166,93.6,259.6
2009,"GREATER FALL RIVER",08210000,1364.3,0.7,1365
2009,"GREATER LAWRENCE",08230000,1124,199.4,1323.4
2009,"GREATER LOWELL",08280000,1917.3,68.8,1986.1
2009,"GREATER NEW BEDFORD",08250000,2019.4,0,2019.4
2009,GREENFIELD,01140000,1504.9,465.5,1970.4
2009,"GROTON DUNSTABLE",06730000,2803.1,104.4,2907.5
2009,HADLEY,01170000,684.5,64.8,749.3
2009,HALIFAX,01180000,678.2,26.5,704.7
2009,"HAMILTON WENHAM",06750000,2083.5,31.9,2115.4
2009,"HAMPDEN WILBRAHAM",06800000,3635.2,97.1,3732.3
2009,HAMPSHIRE,06830000,843.4,114.7,958.1
2009,HANCOCK,01210000,33.1,75.2,108.3
2009,HANOVER,01220000,2736.4,45.2,2781.6
2009,HARVARD,01250000,1275.3,45,1320.3
2009,HARWICH,01260000,1316,228.5,1544.5
2009,HATFIELD,01270000,417.3,86.4,503.7
2009,HAVERHILL,01280000,6977.9,1082.6,8060.5
2009,HAWLEMONT,06850000,115.5,14,129.5
2009,HINGHAM,01310000,3959.1,66.6,4025.7
2009,HOLBROOK,01330000,1187.2,74.5,1261.7
2009,HOLLAND,01350000,280.4,2.3,282.7
2009,HOLLISTON,01360000,2921,84.3,3005.3
2009,HOLYOKE,01370000,5875.9,860.2,6736.1
2009,HOPEDALE,01380000,1335.9,73.3,1409.2
2009,HOPKINTON,01390000,3439.8,73.9,3513.7
2009,HUDSON,01410000,2983.8,87.1,3070.9
2009,HULL,01420000,1213.2,104.7,1317.9
2009,IPSWICH,01440000,2115.8,24.9,2140.7
2009,"KING PHILIP",06900000,2065.1,92,2157.1
2009,KINGSTON,01450000,1174.8,42.4,1217.2
2009,LAKEVILLE,01460000,771.7,14.1,785.8
2009,LANESBOROUGH,01480000,284.1,32.4,316.5
2009,LAWRENCE,01490000,12222.1,1201.5,13423.6
2009,LEE,01500000,859.6,74.5,934.1
2009,LEICESTER,01510000,1861.6,121.2,1982.8
2009,LENOX,01520000,814.4,47.2,861.6
2009,LEOMINSTER,01530000,6138.6,400.2,6538.8
2009,LEVERETT,01540000,161.5,6.7,168.2
2009,LEXINGTON,01550000,6261,70.6,6331.6
2009,LINCOLN,01570000,1116.7,7.6,1124.3
2009,"LINCOLN SUDBURY",06950000,1604.3,33.9,1638.2
2009,LITTLETON,01580000,1647.6,135.8,1783.4
2009,LONGMEADOW,01590000,3111,52.6,3163.6
2009,LOWELL,01600000,13444.6,1212.2,14656.8
2009,LUDLOW,01610000,3051.2,89.3,3140.5
2009,LUNENBURG,01620000,1750,83.8,1833.8
2009,LYNN,01630000,13255.6,729.1,13984.7
2009,LYNNFIELD,01640000,2342.5,34.7,2377.2
2009,MALDEN,01650000,6420.2,662.5,7082.7
2009,"MANCHESTER ESSEX",06980000,1383.8,22,1405.8
2009,MANSFIELD,01670000,4915.6,173.4,5089
2009,MARBLEHEAD,01680000,3291.9,98.9,3390.8
2009,MARION,01690000,447.8,4.6,452.4
2009,MARLBOROUGH,01700000,4567.4,345.4,4912.8
2009,MARSHFIELD,01710000,4739.8,89.4,4829.2
2009,"MARTHAS VINEYARD",07000000,707.6,45.7,753.3
2009,MASCONOMET,07050000,2144.4,48,2192.4
2009,MASHPEE,01720000,1785.5,69.4,1854.9
2009,MATTAPOISETT,01730000,519.3,9.6,528.9
2009,MAYNARD,01740000,1247.8,89,1336.8
2009,MEDFIELD,01750000,2993.8,31.8,3025.6
2009,MEDFORD,01760000,4807.9,424,5231.9
2009,MEDWAY,01770000,2739.4,80.1,2819.5
2009,MELROSE,01780000,3672.4,278.3,3950.7
2009,"MENDON UPTON",07100000,2848.2,88.6,2936.8
2009,METHUEN,01810000,7381.9,200,7581.9
2009,MIDDLEBOROUGH,01820000,3499.1,110.3,3609.4
2009,MIDDLETON,01840000,877.1,13.5,890.6
2009,MILFORD,01850000,4098.1,201.2,4299.3
2009,MILLBURY,01860000,1920.8,43.8,1964.6
2009,MILLIS,01870000,1390,64.5,1454.5
2009,MILTON,01890000,3899.8,72.4,3972.2
2009,MINUTEMAN,08300000,646.4,2,648.4
2009,"MOHAWK TRAIL",07170000,1127.5,121.1,1248.6
2009,MONSON,01910000,1466.2,31.6,1497.8
2009,MONTACHUSETT,08320000,1321.4,25.7,1347.1
2009,"MOUNT GREYLOCK",07150000,639.2,26.2,665.4
2009,NAHANT,01960000,247.1,176.2,423.3
2009,NANTUCKET,01970000,1266.9,10.7,1277.6
2009,NARRAGANSETT,07200000,1625.9,118,1743.9
2009,NASHOBA,07250000,3332.3,154.1,3486.4
2009,"NASHOBA VALLEY",08520000,644.2,2.5,646.7
2009,NATICK,01980000,4708.4,175.8,4884.2
2009,NAUSET,06600000,1521.6,162.4,1684
2009,NEEDHAM,01990000,5151.5,73,5224.5
2009,"NEW BEDFORD",02010000,12521.6,566.8,13088.4
2009,"NEW SALEM WENDELL",07280000,141.1,9,150.1
2009,NEWBURYPORT,02040000,2271.3,236.3,2507.6
2009,NEWTON,02070000,11631.5,146.5,11778
2009,NORFOLK,02080000,1068,20.4,1088.4
2009,"NORFOLK COUNTY",09150000,451.6,0,451.6
2009,"NORTH ADAMS",02090000,1558.1,196.4,1754.5
2009,"NORTH ANDOVER",02110000,4631.1,100.5,4731.6
2009,"NORTH ATTLEBOROUGH",02120000,4744.5,137.2,4881.7
2009,"NORTH BROOKFIELD",02150000,664.9,124.3,789.2
2009,"NORTH MIDDLESEX",07350000,4205,191.1,4396.1
2009,"NORTH READING",02170000,2790,50.9,2840.9
2009,"NORTH SHORE",08540000,443.6,3.1,446.7
2009,NORTHAMPTON,02100000,2788.2,268.1,3056.3
2009,"NORTHAMPTON SMITH",04060000,464.2,0,464.2
2009,"NORTHBORO SOUTHBORO",07300000,1386.2,27.9,1414.1
2009,NORTHBOROUGH,02130000,1902.3,46.2,1948.5
2009,NORTHBRIDGE,02140000,2443.5,160.9,2604.4
2009,"NORTHEAST METROPOLITAN",08530000,1214.5,0,1214.5
2009,"NORTHERN BERKSHIRE",08510000,518.3,0,518.3
2009,NORTON,02180000,2868.3,258.7,3127
2009,NORWELL,02190000,2326.5,30.6,2357.1
2009,NORWOOD,02200000,3445.3,83.4,3528.7
2009,"OAK BLUFFS",02210000,419,59.6,478.6
2009,"OLD COLONY",08550000,559.2,0,559.2
2009,"OLD ROCHESTER",07400000,1140,8.9,1148.9
2009,ORANGE,02230000,823.6,23.6,847.2
2009,ORLEANS,02240000,194,1.5,195.5
2009,OXFORD,02260000,2022.1,120.9,2143
2009,PALMER,02270000,1824,81.9,1905.9
2009,PATHFINDER,08600000,619.1,2,621.1
2009,PEABODY,02290000,6234.2,228.8,6463
2009,PELHAM,02300000,117.6,2.6,120.2
2009,PEMBROKE,02310000,3456.5,84.9,3541.4
2009,PENTUCKET,07450000,3272.6,127.1,3399.7
2009,PETERSHAM,02340000,102.5,17.9,120.4
2009,PIONEER,07500000,1101.7,46.8,1148.5
2009,PITTSFIELD,02360000,6200.5,422.8,6623.3
2009,PLAINVILLE,02380000,795.6,18,813.6
2009,PLYMOUTH,02390000,8262.1,441.1,8703.2
2009,PLYMPTON,02400000,228.8,7.5,236.3
2009,PROVINCETOWN,02420000,177,49.9,226.9
2009,QUABBIN,07530000,3104.2,122.9,3227.1
2009,QUABOAG,07780000,1439.2,103.6,1542.8
2009,QUINCY,02430000,8905.7,156.4,9062.1
2009,"RALPH C MAHAR",07550000,761.2,148.6,909.8
2009,RANDOLPH,02440000,2969.9,339.1,3309
2009,READING,02460000,4396.8,82.3,4479.1
2009,REVERE,02480000,6053.3,257.7,6311
2009,RICHMOND,02490000,183,86.2,269.2
2009,ROCHESTER,02500000,609.7,13,622.7
2009,ROCKLAND,02510000,2371.7,103.6,2475.3
2009,ROCKPORT,02520000,1006.8,45.4,1052.2
2009,ROWE,02530000,63.5,19.4,82.9
2009,SALEM,02580000,4435.6,407,4842.6
2009,SANDWICH,02610000,3577,141.8,3718.8
2009,SAUGUS,02620000,2941.3,143.6,3084.9
2009,SAVOY,02630000,52.9,63.1,116
2009,SCITUATE,02640000,3267.4,59.1,3326.5
2009,SEEKONK,02650000,2144.2,40.4,2184.6
2009,SHARON,02660000,3391.7,83.1,3474.8
2009,"SHAWSHEEN VALLEY",08710000,1254.8,7.6,1262.4
2009,SHERBORN,02690000,484.4,9.5,493.9
2009,SHIRLEY,02700000,592.4,372.9,965.3
2009,SHREWSBURY,02710000,5865.9,307.4,6173.3
2009,SHUTESBURY,02720000,161.9,7,168.9
2009,"SILVER LAKE",07600000,1890.4,26.5,1916.9
2009,SOMERSET,02730000,2725.1,43.8,2768.9
2009,SOMERVILLE,02740000,4908.7,456,5364.7
2009,"SOUTH HADLEY",02780000,2200.9,147.2,2348.1
2009,"SOUTH MIDDLESEX",08290000,598.6,0,598.6
2009,"SOUTH SHORE",08730000,579.6,0,579.6
2009,SOUTHAMPTON,02750000,560.8,41.2,602
2009,SOUTHBOROUGH,02760000,1592.4,47.2,1639.6
2009,SOUTHBRIDGE,02770000,2090.5,219.1,2309.6
2009,SOUTHEASTERN,08720000,1295.9,1,1296.9
2009,"SOUTHERN BERKSHIRE",07650000,894.6,157,1051.6
2009,"SOUTHERN WORCESTER",08760000,1085.7,25.5,1111.2
2009,"SOUTHWICK TOLLAND",07660000,1809.6,70.8,1880.4
2009,"SPENCER EAST BROOKFIELD",07670000,2034.5,145.4,2179.9
2009,SPRINGFIELD,02810000,25137.2,3711.4,28848.6
2009,STONEHAM,02840000,2714.1,122.4,2836.5
2009,STOUGHTON,02850000,3902.1,80,3982.1
2009,STURBRIDGE,02870000,883.7,15.4,899.1
2009,SUDBURY,02880000,3240.6,53.8,3294.4
2009,SUNDERLAND,02890000,209.7,24.8,234.5
2009,SUTTON,02900000,1675.9,39.1,1715
2009,SWAMPSCOTT,02910000,2293.3,86.8,2380.1
2009,SWANSEA,02920000,2087.3,37.6,2124.9
2009,TANTASQUA,07700000,1558.2,57.7,1615.9
2009,TAUNTON,02930000,7877.8,241.7,8119.5
2009,TEWKSBURY,02950000,4404.1,82.2,4486.3
2009,TISBURY,02960000,305.8,73.9,379.7
2009,TOPSFIELD,02980000,652.1,9.7,661.8
2009,"TRI COUNTY",08780000,941.9,0,941.9
2009,TRITON,07730000,3159.7,362.6,3522.3
2009,TRURO,03000000,141.8,103.3,245.1
2009,TYNGSBOROUGH,03010000,2061.5,49,2110.5
2009,UPISLAND,07740000,338.6,61.7,400.3
2009,"UPPER CAPE COD",08790000,659.3,0,659.3
2009,UXBRIDGE,03040000,2037.1,239.6,2276.7
2009,WACHUSETT,07750000,7339.7,267.1,7606.8
2009,WAKEFIELD,03050000,3385.1,107,3492.1
2009,WALES,03060000,163.3,5.3,168.6
2009,WALPOLE,03070000,3930.3,71.6,4001.9
2009,WALTHAM,03080000,4725.9,101.4,4827.3
2009,WARE,03090000,1216.6,186.5,1403.1
2009,WAREHAM,03100000,3210,71,3281
2009,WATERTOWN,03140000,2546,141.3,2687.3
2009,WAYLAND,03150000,2777.9,39.5,2817.4
2009,WEBSTER,03160000,1915.8,123.3,2039.1
2009,WELLESLEY,03170000,4873.3,79.5,4952.8
2009,WELLFLEET,03180000,126.9,15.6,142.5
2009,"WEST BOYLSTON",03220000,1065.7,81.6,1147.3
2009,"WEST BRIDGEWATER",03230000,1300.5,21.7,1322.2
2009,"WEST SPRINGFIELD",03320000,3974.8,107.1,4081.9
2009,WESTBOROUGH,03210000,3551.1,54.5,3605.6
2009,WESTFIELD,03250000,6197.4,122.2,6319.6
2009,WESTFORD,03260000,5287.7,50.4,5338.1
2009,WESTHAMPTON,03270000,136.4,26,162.4
2009,WESTON,03300000,2393,20.6,2413.6
2009,WESTPORT,03310000,1855.8,37.6,1893.4
2009,WESTWOOD,03350000,3066.7,35.9,3102.6
2009,WEYMOUTH,03360000,6726.3,181.8,6908.1
2009,WHATELY,03370000,133.6,19.6,153.2
2009,"WHITMAN HANSON",07800000,4427.2,73.1,4500.3
2009,WHITTIER,08850000,1134.8,6,1140.8
2009,WILLIAMSBURG,03400000,175.4,37.4,212.8
2009,WILLIAMSTOWN,03410000,454.7,4.4,459.1
2009,WILMINGTON,03420000,3794.6,64.7,3859.3
2009,WINCHENDON,03430000,1617.9,155.5,1773.4
2009,WINCHESTER,03440000,4124.9,45.2,4170.1
2009,WINTHROP,03460000,1997.1,40.8,2037.9
2009,WOBURN,03470000,4728.9,70.7,4799.6
2009,WORCESTER,03480000,23252.7,2722.5,25975.2
2009,WRENTHAM,03500000,1253.1,26.4,1279.5
2008,ABINGTON,00010000,2368.5,68.7,2437.2
2008,ACTON,00020000,2591.9,31.9,2623.8
2008,"ACTON BOXBOROUGH",06000000,2921,101.7,3022.7
2008,ACUSHNET,00030000,1078.1,370.9,1449
2008,"ADAMS CHESHIRE",06030000,1630.1,109,1739.1
2008,AGAWAM,00050000,4349.4,149,4498.4
2008,AMESBURY,00070000,2358.6,262.4,2621
2008,AMHERST,00080000,1412.3,41,1453.3
2008,"AMHERST PELHAM",06050000,1783.6,108.6,1892.2
2008,ANDOVER,00090000,6178,113.5,6291.5
2008,ARLINGTON,00100000,4628.2,129.5,4757.7
2008,"ASHBURNHAM WESTMINSTER",06100000,2396.8,87.4,2484.2
2008,ASHLAND,00140000,2664.4,87.3,2751.7
2008,"ASSABET VALLEY",08010000,948.6,6.8,955.4
2008,"ATHOL ROYALSTON",06150000,1833.6,308.1,2141.7
2008,ATTLEBORO,00160000,5926.7,308.3,6235
2008,AUBURN,00170000,2352.3,72.2,2424.5
2008,AVON,00180000,757.6,17.9,775.5
2008,AYER,00190000,1247,128.5,1375.5
2008,BARNSTABLE,00200000,4477.6,1556.8,6034.4
2008,BEDFORD,00230000,2338.9,114,2452.9
2008,BELCHERTOWN,00240000,2673.7,115.1,2788.8
2008,BELLINGHAM,00250000,2655.3,130.7,2786
2008,BELMONT,00260000,3770.9,89.2,3860.1
2008,BERKLEY,00270000,972.1,256.7,1228.8
2008,"BERKSHIRE HILLS",06180000,1407.2,112.6,1519.8
2008,BERLIN,00280000,219.5,12,231.5
2008,"BERLIN BOYLSTON",06200000,473.9,50.6,524.5
2008,BEVERLY,00300000,4461.6,257.2,4718.8
2008,BILLERICA,00310000,6238.5,226.8,6465.3
2008,"BLACKSTONE MILLVILLE",06220000,2122.3,76.2,2198.5
2008,"BLACKSTONE VALLEY",08050000,1027.4,2,1029.4
2008,"BLUE HILLS",08060000,830.7,0,830.7
2008,BOSTON,00350000,56320.1,8459,64779.1
2008,BOURNE,00360000,2522.7,46.2,2568.9
2008,BOXBOROUGH,00370000,552.4,12.5,564.9
2008,BOXFORD,00380000,982.3,11.2,993.5
2008,BOYLSTON,00390000,375.6,31.9,407.5
2008,BRAINTREE,00400000,5339.6,107,5446.6
2008,BREWSTER,00410000,527.8,20.6,548.4
2008,"BRIDGEWATER RAYNHAM",06250000,5636.6,129.2,5765.8
2008,BRIMFIELD,00430000,349,5,354
2008,"BRISTOL COUNTY",09100000,419.4,0,419.4
2008,"BRISTOL PLYMOUTH",08100000,1169.5,0,1169.5
2008,BROCKTON,00440000,15234.2,551.2,15785.4
2008,BROOKFIELD,00450000,274.1,21.9,296
2008,BROOKLINE,00460000,6239.1,66.9,6306
2008,BURLINGTON,00480000,3667.6,103.5,3771.1
2008,CAMBRIDGE,00490000,5652.9,476.4,6129.3
2008,CANTON,00500000,3066.1,62.2,3128.3
2008,"CAPE COD",08150000,724.2,0,724.2
2008,CARLISLE,00510000,770.3,10,780.3
2008,CARVER,00520000,1953.7,43.5,1997.2
2008,"CENTRAL BERKSHIRE",06350000,2105.6,190.5,2296.1
2008,CHATHAM,00550000,709.2,47.4,756.6
2008,CHELMSFORD,00560000,5581.8,233.9,5815.7
2008,CHELSEA,00570000,5457.1,311.3,5768.4
2008,"CHESTERFIELD GOSHEN",06320000,177.2,22.1,199.3
2008,CHICOPEE,00610000,7665.1,163.4,7828.5
2008,CLARKSBURG,00630000,206.4,65.9,272.3
2008,CLINTON,00640000,2039.2,207.3,2246.5
2008,COHASSET,00650000,1432.3,32.2,1464.5
2008,CONCORD,00670000,1843.6,62,1905.6
2008,"CONCORD CARLISLE",06400000,1243.8,45,1288.8
2008,CONWAY,00680000,171.9,14.6,186.5
2008,DANVERS,00710000,3562.9,110.2,3673.1
2008,DARTMOUTH,00720000,4225.4,45.5,4270.9
2008,DEDHAM,00730000,2851,94.9,2945.9
2008,DEERFIELD,00740000,488.5,17,505.5
2008,"DENNIS YARMOUTH",06450000,3513.2,331.4,3844.6
2008,"DIGHTON REHOBOTH",06500000,3365.1,40.8,3405.9
2008,DOUGLAS,00770000,1744.6,57.5,1802.1
2008,DOVER,00780000,598.4,19.7,618.1
2008,"DOVER SHERBORN",06550000,1084.3,4.9,1089.2
2008,DRACUT,00790000,4204,110.1,4314.1
2008,"DUDLEY CHARLTON",06580000,4150.4,82.1,4232.5
2008,DUXBURY,00820000,3365.8,31.1,3396.9
2008,"EAST BRIDGEWATER",00830000,2487.7,63,2550.7
2008,"EAST LONGMEADOW",00870000,2858.9,100.1,2959
2008,EASTHAM,00850000,233.8,20.7,254.5
2008,EASTHAMPTON,00860000,1737.7,310.1,2047.8
2008,EASTON,00880000,3901.1,73.8,3974.9
2008,EDGARTOWN,00890000,338.4,62.4,400.8
2008,ERVING,00910000,170.9,113,283.9
2008,"ESSEX AGRICULTURAL",09130000,436.2,0,436.2
2008,EVERETT,00930000,5570.7,476,6046.7
2008,FAIRHAVEN,00940000,2080.4,22.9,2103.3
2008,"FALL RIVER",00950000,9957.6,821.5,10779.1
2008,FALMOUTH,00960000,3880.5,116.8,3997.3
2008,"FARMINGTON RIVER",06620000,143.5,145.9,289.4
2008,FITCHBURG,00970000,5240.5,532.5,5773
2008,FLORIDA,00980000,106.6,22.7,129.3
2008,FOXBOROUGH,00990000,2905.3,179.2,3084.5
2008,FRAMINGHAM,01000000,7991.7,422.2,8413.9
2008,FRANKLIN,01010000,6257.1,438.5,6695.6
2008,"FRANKLIN COUNTY",08180000,513.8,4,517.8
2008,FREETOWN,01020000,537.2,72.3,609.5
2008,"FREETOWN LAKEVILLE",06650000,1944.6,32.3,1976.9
2008,FRONTIER,06700000,712.8,84.4,797.2
2008,GARDNER,01030000,2820.5,165.8,2986.3
2008,GATEWAY,06720000,1271.6,100.7,1372.3
2008,GEORGETOWN,01050000,1693.4,58.8,1752.2
2008,"GILL MONTAGUE",06740000,1112.8,208.7,1321.5
2008,GLOUCESTER,01070000,3479.8,289.5,3769.3
2008,GRAFTON,01100000,2821.2,37.2,2858.4
2008,GRANBY,01110000,1139.4,50.6,1190
2008,GRANVILLE,01120000,182.8,89.7,272.5
2008,"GREATER FALL RIVER",08210000,1402.3,0,1402.3
2008,"GREATER LAWRENCE",08230000,1217.4,184.5,1401.9
2008,"GREATER LOWELL",08280000,1950.5,85.5,2036
2008,"GREATER NEW BEDFORD",08250000,1962.8,0,1962.8
2008,GREENFIELD,01140000,1697,368.7,2065.7
2008,"GROTON DUNSTABLE",06730000,2889.5,88.8,2978.3
2008,HADLEY,01170000,668.1,56.4,724.5
2008,HALIFAX,01180000,707.2,36.3,743.5
2008,"HAMILTON WENHAM",06750000,2080,29.6,2109.6
2008,"HAMPDEN WILBRAHAM",06800000,3679.6,88.4,3768
2008,HAMPSHIRE,06830000,831.9,119.9,951.8
2008,HANCOCK,01210000,40.2,80.1,120.3
2008,HANOVER,01220000,2757.3,45,2802.3
2008,HARVARD,01250000,1305.5,54.4,1359.9
2008,HARWICH,01260000,1353.1,226.2,1579.3
2008,HATFIELD,01270000,415.3,78.4,493.7
2008,HAVERHILL,01280000,7505.6,509.4,8015
2008,HAWLEMONT,06850000,118,13.6,131.6
2008,HINGHAM,01310000,3587.7,74.9,3662.6
2008,HOLBROOK,01330000,1287.1,69.2,1356.3
2008,HOLLAND,01350000,268.6,2.1,270.7
2008,HOLLISTON,01360000,2965.1,78.8,3043.9
2008,HOLYOKE,01370000,6038.4,962.4,7000.8
2008,HOPEDALE,01380000,1321.4,76.5,1397.9
2008,HOPKINTON,01390000,3422.9,58.4,3481.3
2008,HUDSON,01410000,2918,88.4,3006.4
2008,HULL,01420000,1227.9,131.5,1359.4
2008,IPSWICH,01440000,2089.3,36.6,2125.9
2008,"KING PHILIP",06900000,2057.1,106.5,2163.6
2008,KINGSTON,01450000,1164.1,44.4,1208.5
