SY,District,"Org Code","In-District FTE Average Membership","Out-of-District FTE Average Membership","Total FTE Average Membership"
2005,HOLLAND,01350000,255,7.1,262.1
2005,HOLLISTON,01360000,3045.6,70.6,3116.2
2005,HOLYOKE,01370000,6923.9,366.5,7290.4
2005,HOPEDALE,01380000,1279.6,103.4,1383
2005,HOPKINTON,01390000,3393.1,41.9,3435
2005,HUDSON,01410000,2713.4,57.7,2771.1
2005,HULL,01420000,1295.4,187.2,1482.6
2005,IPSWICH,01440000,2066.2,42.2,2108.4
2005,"KING PHILIP",06900000,1960.3,115.1,2075.4
2005,KINGSTON,01450000,1185.5,61.1,1246.6
2005,LAKEVILLE,01460000,789.3,21.4,810.7
2005,LANESBOROUGH,01480000,296.9,25.7,322.6
2005,LAWRENCE,01490000,12149.8,1223.5,13373.3
2005,LEE,01500000,877,74.8,951.8
2005,LEICESTER,01510000,1902.6,87.8,1990.4
2005,LENOX,01520000,847.6,37.1,884.7
2005,LEOMINSTER,01530000,6045.4,395.6,6441
2005,LEVERETT,01540000,140.3,0.1,140.4
2005,LEXINGTON,01550000,6202,74.7,6276.7
2005,LINCOLN,01570000,1248.4,4.2,1252.6
2005,"LINCOLN SUDBURY",06950000,1461.3,31.6,1492.9
2005,LITTLETON,01580000,1573.9,117,1690.9
2005,LONGMEADOW,01590000,3367.1,52,3419.1
2005,LOWELL,01600000,14380.4,885.4,15265.8
2005,LUDLOW,01610000,3098.5,103.1,3201.6
2005,LUNENBURG,01620000,1842,97.6,1939.6
2005,LYNN,01630000,13967.7,401.4,14369.1
2005,LYNNFIELD,01640000,2090.7,30.3,2121
2005,MALDEN,01650000,6304.3,587.4,6891.7
2005,"MANCHESTER ESSEX",06980000,1286.1,55,1341.1
2005,MANSFIELD,01670000,4811.4,181,4992.4
2005,MARBLEHEAD,01680000,3074,197.6,3271.6
2005,MARION,01690000,451.3,6.4,457.7
2005,MARLBOROUGH,01700000,4809.5,196.8,5006.3
2005,MARSHFIELD,01710000,4653.6,129.8,4783.4
2005,"MARTHAS VINEYARD",07000000,802.4,40.9,843.3
2005,MASCONOMET,07050000,2082.6,30.6,2113.2
2005,MASHPEE,01720000,2063.5,49.5,2113
2005,MATTAPOISETT,01730000,513,10.1,523.1
2005,MAYNARD,01740000,1377.7,41.7,1419.4
2005,MEDFIELD,01750000,3079.8,31.4,3111.2
2005,MEDFORD,01760000,4867.5,364,5231.5
2005,MEDWAY,01770000,2821.1,82.4,2903.5
2005,MELROSE,01780000,3615.4,210.5,3825.9
2005,"MENDON UPTON",07100000,2710.7,83.1,2793.8
2005,METHUEN,01810000,7327.5,169.1,7496.6
2005,MIDDLEBOROUGH,01820000,3577,74.8,3651.8
2005,MIDDLETON,01840000,843.1,10.5,853.6
2005,MILFORD,01850000,4162.8,219.5,4382.3
2005,MILLBURY,01860000,1947.8,52.3,2000.1
2005,MILLIS,01870000,1329.8,57.6,1387.4
2005,MILTON,01890000,3593.9,92.3,3686.2
2005,MINUTEMAN,08300000,713,1.7,714.7
2005,"MOHAWK TRAIL",07170000,1407.1,117.5,1524.6
2005,MONSON,01910000,1563.5,19.5,1583
2005,MONTACHUSETT,08320000,1199.5,28.9,1228.4
2005,"MOUNT GREYLOCK",07150000,756.9,23.2,780.1
2005,NAHANT,01960000,221.5,193.9,415.4
2005,NANTUCKET,01970000,1250.1,6.4,1256.5
2005,NARRAGANSETT,07200000,1697.9,96.6,1794.5
2005,NASHOBA,07250000,3128.3,129,3257.3
2005,"NASHOBA VALLEY",08520000,532.8,6.4,539.2
2005,NATICK,01980000,4542.1,137.2,4679.3
2005,NAUSET,06600000,1771.7,196.6,1968.3
2005,NEEDHAM,01990000,4891.7,47.1,4938.8
2005,"NEW BEDFORD",02010000,13923.7,161.9,14085.6
2005,"NEW SALEM WENDELL",07280000,147.2,14.7,161.9
2005,NEWBURYPORT,02040000,2377.5,229.1,2606.6
2005,NEWTON,02070000,11378.2,138.4,11516.6
2005,NORFOLK,02080000,1146.2,38.1,1184.3
2005,"NORFOLK COUNTY",09150000,430.6,0,430.6
2005,"NORTH ADAMS",02090000,1913.4,152.6,2066
2005,"NORTH ANDOVER",02110000,4481.1,70.4,4551.5
2005,"NORTH ATTLEBOROUGH",02120000,4710.9,177.6,4888.5
2005,"NORTH BROOKFIELD",02150000,778.9,127.4,906.3
2005,"NORTH MIDDLESEX",07350000,4661.1,198.2,4859.3
2005,"NORTH READING",02170000,2711.5,43.6,2755.1
2005,"NORTH SHORE",08540000,454.5,9.2,463.7
2005,NORTHAMPTON,02100000,2972.1,235.5,3207.6
2005,"NORTHAMPTON SMITH",04060000,431.4,0,431.4
2005,"NORTHBORO SOUTHBORO",07300000,1254.3,17,1271.3
2005,NORTHBOROUGH,02130000,1983,27,2010
2005,NORTHBRIDGE,02140000,2581.3,118.5,2699.8
2005,"NORTHEAST METROPOLITAN",08530000,1191,1.4,1192.4
2005,"NORTHERN BERKSHIRE",08510000,479.9,1,480.9
2005,NORTON,02180000,3207.7,170.5,3378.2
2005,NORWELL,02190000,2141.7,30.3,2172
2005,NORWOOD,02200000,3624.2,92,3716.2
2005,"OAK BLUFFS",02210000,436.8,55.4,492.2
2005,"OLD COLONY",08550000,541.4,0,541.4
2005,"OLD ROCHESTER",07400000,1200.3,15.5,1215.8
2005,ORANGE,02230000,790,18.6,808.6
2005,ORLEANS,02240000,229.1,4.1,233.2
2005,OXFORD,02260000,2186.9,102.4,2289.3
2005,PALMER,02270000,2014.8,80.8,2095.6
2005,PATHFINDER,08600000,638.1,1,639.1
2005,PEABODY,02290000,6644.3,170.5,6814.8
2005,PELHAM,02300000,113.3,4,117.3
2005,PEMBROKE,02310000,3189.3,140.8,3330.1
2005,PENTUCKET,07450000,3468.5,89.8,3558.3
2005,PETERSHAM,02340000,121.9,10,131.9
2005,PIONEER,07500000,1093.4,67.4,1160.8
2005,PITTSFIELD,02360000,6508.8,260,6768.8
2005,PLAINVILLE,02380000,812.1,31,843.1
2005,PLYMOUTH,02390000,8514.8,337.4,8852.2
2005,PLYMPTON,02400000,237.3,10.6,247.9
2005,PROVINCETOWN,02420000,255.5,27.9,283.4
2005,QUABBIN,07530000,3273.8,129,3402.8
2005,QUABOAG,07780000,1489.7,205.5,1695.2
2005,QUINCY,02430000,8759.7,142.4,8902.1
2005,"RALPH C MAHAR",07550000,689.3,156,845.3
2005,RANDOLPH,02440000,3632.7,142,3774.7
2005,READING,02460000,4299.1,73.1,4372.2
2005,REVERE,02480000,5601.8,199.2,5801
2005,RICHMOND,02490000,195.8,73.3,269.1
2005,ROCHESTER,02500000,561.5,5.9,567.4
2005,ROCKLAND,02510000,2649.4,67.3,2716.7
2005,ROCKPORT,02520000,1042,70.4,1112.4
2005,ROWE,02530000,60.6,25,85.6
2005,SALEM,02580000,4708.7,337.3,5046
2005,SANDWICH,02610000,4054.7,97.3,4152
2005,SAUGUS,02620000,3251,91.3,3342.3
2005,SAVOY,02630000,69.8,54.3,124.1
2005,SCITUATE,02640000,3251.6,64.3,3315.9
2005,SEEKONK,02650000,2311.1,43.9,2355
2005,SHARON,02660000,3547.4,90.4,3637.8
2005,"SHAWSHEEN VALLEY",08710000,1190.2,7.7,1197.9
2005,SHERBORN,02690000,487.6,10.3,497.9
2005,SHIRLEY,02700000,699.1,352.9,1052
2005,SHREWSBURY,02710000,5695.3,158.9,5854.2
2005,SHUTESBURY,02720000,159.1,5,164.1
2005,"SILVER LAKE",07600000,1830,22,1852
2005,SOMERSET,02730000,2844.6,39.9,2884.5
2005,SOMERVILLE,02740000,5383.8,414.6,5798.4
2005,"SOUTH HADLEY",02780000,2327,119.8,2446.8
2005,"SOUTH MIDDLESEX",08290000,706.5,0,706.5
2005,"SOUTH SHORE",08730000,557.7,0,557.7
2005,SOUTHAMPTON,02750000,520.2,38.6,558.8
2005,SOUTHBOROUGH,02760000,1623.5,28.6,1652.1
2005,SOUTHBRIDGE,02770000,2432.5,127.6,2560.1
2005,SOUTHEASTERN,08720000,1283.5,0,1283.5
2005,"SOUTHERN BERKSHIRE",07650000,980.1,117.8,1097.9
2005,"SOUTHERN WORCESTER",08760000,999.1,4.1,1003.2
2005,"SOUTHWICK TOLLAND",07660000,1894.8,85,1979.8
2005,"SPENCER EAST BROOKFIELD",07670000,2208.9,112.6,2321.5
2005,SPRINGFIELD,02810000,25709.9,2562.7,28272.6
2005,STONEHAM,02840000,3001.9,85.3,3087.2
2005,STOUGHTON,02850000,3981.9,78,4059.9
2005,STURBRIDGE,02870000,841.6,23.6,865.2
2005,SUDBURY,02880000,3236.8,36.1,3272.9
2005,SUNDERLAND,02890000,242.6,11.6,254.2
2005,SUTTON,02900000,1690.9,38.1,1729
2005,SWAMPSCOTT,02910000,2421.5,45.5,2467
2005,SWANSEA,02920000,2110.8,34.5,2145.3
2005,TANTASQUA,07700000,1777.8,64,1841.8
2005,TAUNTON,02930000,8371.6,160.6,8532.2
2005,TEWKSBURY,02950000,4850.9,86.9,4937.8
2005,TISBURY,02960000,311.3,56.1,367.4
2005,TOPSFIELD,02980000,743.2,9.3,752.5
2005,"TRI COUNTY",08780000,847.5,0,847.5
2005,TRITON,07730000,3486.5,295.9,3782.4
2005,TRURO,03000000,119.6,147.5,267.1
2005,TYNGSBOROUGH,03010000,2219.5,47.6,2267.1
2005,UPISLAND,07740000,378,66,444
2005,"UPPER CAPE COD",08790000,631.6,0,631.6
2005,UXBRIDGE,03040000,2131.1,277.1,2408.2
2005,WACHUSETT,07750000,7014.8,227.6,7242.4
2005,WAKEFIELD,03050000,3509.2,73.4,3582.6
2005,WALES,03060000,185.6,9.3,194.9
2005,WALPOLE,03070000,3788.7,78.5,3867.2
2005,WALTHAM,03080000,4687.1,151.3,4838.4
2005,WARE,03090000,1211.9,180.1,1392
2005,WAREHAM,03100000,3404.4,54.8,3459.2
2005,WATERTOWN,03140000,2396,132.4,2528.4
2005,WAYLAND,03150000,2959.3,27.3,2986.6
2005,WEBSTER,03160000,1812.6,130.9,1943.5
2005,WELLESLEY,03170000,4384.5,61.1,4445.6
2005,WELLFLEET,03180000,150.2,7.4,157.6
2005,"WEST BOYLSTON",03220000,1140.8,48.1,1188.9
2005,"WEST BRIDGEWATER",03230000,1127.7,20.5,1148.2
2005,"WEST SPRINGFIELD",03320000,3966,85.7,4051.7
2005,WESTBOROUGH,03210000,3512.9,48.6,3561.5
2005,WESTFIELD,03250000,6574.8,121.5,6696.3
2005,WESTFORD,03260000,5126.1,32.3,5158.4
2005,WESTHAMPTON,03270000,155.7,19.9,175.6
2005,WESTON,03300000,2349.3,22.4,2371.7
2005,WESTPORT,03310000,1853,34.5,1887.5
2005,WESTWOOD,03350000,2861.5,44,2905.5
2005,WEYMOUTH,03360000,6749.1,225.9,6975
2005,WHATELY,03370000,124.1,15.2,139.3
2005,"WHITMAN HANSON",07800000,4503.9,54.5,4558.4
2005,WHITTIER,08850000,1190.6,12.6,1203.2
2005,WILLIAMSBURG,03400000,209.2,32.3,241.5
2005,WILLIAMSTOWN,03410000,501.3,3.3,504.6
2005,WILMINGTON,03420000,3851.5,57,3908.5
2005,WINCHENDON,03430000,1744.5,149.2,1893.7
2005,WINCHESTER,03440000,3697.6,54,3751.6
2005,WINTHROP,03460000,2086.3,34.5,2120.8
2005,WOBURN,03470000,4629.1,59.3,4688.4
2005,WORCESTER,03480000,24380.4,2175.5,26555.9
2005,WRENTHAM,03500000,1257,34,1291
2005,"MASSACHUSETTS TOTAL",00000000,951341,49133,1000473
