,,,,"Actual NSS Above Foundation",,"Actual NSS Above Required Net School Spending",
SY,"Org Name","Org Code","Actual Net School Spending","Foundation Budget","Percent Above","Required NSS Budget","Percent Above"
2010,Brookfield,00450000,3044713,2262219,0.35,2305929,0.32
2010,Brookline,00460000,92016815,55448798,0.66,60526653,0.52
2010,Buckland,00470000,16069,12307,0.31,6213,1.59
2010,Burlington,00480000,47140897,33076726,0.43,35503920,0.33
2010,Cambridge,00490000,143554320,65306359,1.2,84516842,0.7
2010,Canton,00500000,34843505,26782117,0.3,26718016,0.3
2010,"Cape Cod Regional Vocational Technical",08150000,11436566,10128082,0.13,11411496,0
2010,Carlisle,00510000,9354553,5621330,0.66,6099150,0.53
2010,Carver,00520000,19782037,17214969,0.15,17715790,0.12
2010,"Central Berkshire",06350000,22423043,18841798,0.19,18787693,0.19
2010,Charlemont,00530000,128365,183603,-0.3,218726,-0.41
2010,Charlton,00540000,20677,12307,0.68,4735,3.37
2010,Chatham,00550000,10112280,4899882,1.06,6138580,0.65
2010,Chelmsford,00560000,50195905,47744450,0.05,46549944,0.08
2010,Chelsea,00570000,60521825,62117726,-0.03,59987597,0.01
2010,Cheshire,00580000,464985,453353,0.03,489937,-0.05
2010,Chester,00590000,200631,183603,0.09,208076,-0.04
2010,Chesterfield,00600000,204195,183603,0.11,217799,-0.06
2010,Chesterfield-Goshen,06320000,1776778,1450753,0.23,1490315,0.19
2010,Chicopee,00610000,74101423,76114569,-0.03,73246487,0.01
2010,Clarksburg,00630000,2521179,2376571,0.06,2216995,0.14
2010,Clinton,00640000,19638072,19828375,-0.01,19762663,-0.01
2010,Cohasset,00650000,16719682,11947087,0.4,12205660,0.37
2010,Concord,00670000,28749539,15022516,0.91,16342599,0.76
2010,Concord-Carlisle,06400000,19804018,12736973,0.56,13914510,0.42
2010,Conway,00680000,1811676,1145043,0.58,1533985,0.18
2010,Cummington,00690000,207088,208217,-0.01,216296,-0.04
2010,Dalton,00700000,247649,294363,-0.16,347753,-0.29
2010,Danvers,00710000,39587113,31202047,0.27,31685093,0.25
2010,Dartmouth,00720000,35355578,34865610,0.01,35472778,0
2010,Dedham,00730000,36732660,25074340,0.47,27710931,0.33
2010,Deerfield,00740000,4404975,3364244,0.31,3674503,0.2
2010,Dennis,00750000,176300,0,0,0," %"
2010,Dennis-Yarmouth,06450000,42389030,34720684,0.22,36127322,0.17
2010,Dighton,00760000,2775,0,0,0," %"
2010,Dighton-Rehoboth,06500000,30382659,28579094,0.06,28815089,0.05
2010,Douglas,00770000,13098925,13862038,-0.06,13061821,0
2010,Dover,00780000,8240953,4840709,0.7,5051897,0.63
2010,Dover-Sherborn,06550000,16153485,9990853,0.62,10443050,0.55
2010,Dracut,00790000,34612962,36242186,-0.05,34592480,0
2010,Dudley-Charlton,06580000,36327178,36777726,-0.01,35890958,0.01
2010,Dunstable,00810000,0,12307,-1,8124,-1
2010,Duxbury,00820000,30741723,28050328,0.1,27669734,0.11
2010,"East Bridgewater",00830000,21210189,19857785,0.07,19883340,0.07
2010,"East Brookfield",00840000,44483,86146,-0.48,119376,-0.63
2010,"East Longmeadow",00870000,28361137,24224414,0.17,23350895,0.22
2010,Eastham,00850000,3738981,2013734,0.86,2449839,0.53
2010,Easthampton,00860000,18455750,17116010,0.08,17904770,0.03
2010,Easton,00880000,35558140,32240256,0.1,32127866,0.11
2010,Edgartown,00890000,7610810,3245618,1.35,3463032,1.2
2010,Egremont,00900000,1824,0,0,0," %"
2010,Erving,00910000,3631357,2466756,0.47,2439904,0.49
2010,"Essex Agricultural Technical",09130000,8672930,6281169,0.38,8489031,0.02
2010,Everett,00930000,63000468,62892764,0,59172752,0.07
2010,Fairhaven,00940000,18171922,17423767,0.04,17303154,0.05
2010,"Fall River",00950000,110416574,113237307,-0.03,110818442,0
2010,Falmouth,00960000,47137542,32976357,0.43,36164521,0.3
2010,"Farmington River",06620000,3164125,2272477,0.39,2500836,0.27
2010,Fitchburg,00970000,54292108,55319140,-0.02,54367166,0
2010,Florida,00980000,1239897,938110,0.32,889229,0.39
2010,Foxborough,00990000,31188778,26373441,0.18,25847625,0.21
2010,Framingham,01000000,107626691,78471848,0.37,75962814,0.42
2010,Franklin,01010000,58834382,56699650,0.04,56480127,0.04
2010,"Franklin County Regional Vocational Technical",08180000,7906357,6937473,0.14,6965237,0.14
2010,Freetown,01020000,6464938,4714528,0.37,4714841,0.37
2010,Freetown-Lakeville,06650000,18086399,17047223,0.06,18270218,-0.01
2010,Frontier,06700000,8966017,6166669,0.45,7405673,0.21
2010,Gardner,01030000,25174670,25171808,0,25079113,0
2010,Gateway,06720000,13259787,11448116,0.16,11738269,0.13
2010,Georgetown,01050000,12466404,13336300,-0.07,12310080,0.01
2010,Gill-Montague,06740000,14917207,10705697,0.39,11510605,0.3
2010,Gloucester,01070000,39611019,34553578,0.15,35038795,0.13
2010,Goshen,01080000,181293,158990,0.14,182622,-0.01
2010,Gosnold,01090000,143225,38314,2.74,55249,1.59
2010,Grafton,01100000,23817682,23677505,0.01,22652523,0.05
2010,Granby,01110000,9376588,9050222,0.04,8981300,0.04
2010,Granville,01120000,3167856,2240177,0.41,2568332,0.23
2010,"Greater Fall River Regional Vocational Technical",08210000,20101657,20071537,0,20695579,-0.03
2010,"Greater Lawrence Regional Vocational Technical",08230000,23490059,21086064,0.11,23940660,-0.02
2010,"Greater Lowell Regional Vocational Technical",08280000,29634792,29630458,0,29078061,0.02
2010,"Greater New Bedford Regional Vocational Technical",08250000,30515898,30517951,0,29511044,0.03
2010,Greenfield,01140000,21853676,18757501,0.17,18454995,0.18
2010,Groton,01150000,16500,0,0,0," %"
2010,Groton-Dunstable,06730000,27971858,23587738,0.19,26921679,0.04
2010,Hadley,01170000,6020845,5406526,0.11,5770084,0.04
2010,Halifax,01180000,6420568,5830873,0.1,5626987,0.14
2010,Hamilton-Wenham,06750000,25558345,16539445,0.55,17195065,0.49
2010,Hampden-Wilbraham,06800000,33854972,30835123,0.1,30618098,0.11
2010,Hampshire,06830000,9465059,7552394,0.25,7300500,0.3
2010,Hancock,01210000,1170614,853326,0.37,980328,0.19
2010,Hanover,01220000,24736924,22213295,0.11,21793924,0.14
2010,Hanson,01230000,137621,36920,2.73,23865,4.77
2010,Harvard,01250000,13223423,10374345,0.28,10311033,0.28
2010,Harwich,01260000,20031848,12611947,0.59,13317345,0.5
2010,Hatfield,01270000,4399992,3508714,0.25,3825742,0.15
2010,Haverhill,01280000,70848281,71235841,-0.01,70185523,0.01
2010,Hawlemont,06850000,1511851,1015178,0.49,1093561,0.38
2010,Hawley,01290000,0,49226,-1,40613,-1
2010,Hingham,01310000,37932754,32711414,0.16,31745926,0.2
2010,Hinsdale,01320000,124149,123066,0.01,181251,-0.32
2010,Holbrook,01330000,12711959,11124135,0.14,11485561,0.11
2010,Holland,01350000,2296296,1972861,0.16,1904226,0.21
2010,Holliston,01360000,29641974,23686855,0.25,23513435,0.26
2010,Holyoke,01370000,74491373,76657780,-0.03,74720812,0
2010,Hopedale,01380000,10970007,9728111,0.13,10845050,0.01
2010,Hopkinton,01390000,36189841,29889258,0.21,29781624,0.22
2010,Hubbardston,01400000,260060,12307,20.13,12723,19.44
2010,Hudson,01410000,31353577,25532072,0.23,24412744,0.28
2010,Hull,01420000,14414433,11794688,0.22,13597143,0.06
2010,Huntington,01430000,351343,380509,-0.08,388863,-0.1
2010,Ipswich,01440000,19194668,16957085,0.13,16753273,0.15
2010,"King Philip",06900000,20585518,19266153,0.07,19842591,0.04
2010,Kingston,01450000,10348951,10163781,0.02,9976624,0.04
2010,Lakeville,01460000,6417945,5602858,0.14,5642294,0.14
2010,Lanesborough,01480000,3215383,2211538,0.45,2353264,0.37
2010,Lawrence,01490000,143451465,146793573,-0.02,144273313,-0.01
2010,Lee,01500000,9419003,6993248,0.35,7236480,0.3
2010,Leicester,01510000,17416221,16403919,0.06,16816591,0.04
2010,Lenox,01520000,10239905,5746214,0.78,6759100,0.52
2010,Leominster,01530000,60933763,63052402,-0.03,60854321,0
2010,Leverett,01540000,2034925,1038637,0.96,1157089,0.76
2010,Lexington,01550000,89087553,55137317,0.62,57166685,0.56
2010,Lincoln,01570000,11277363,5820339,0.94,5966753,0.89
2010,Lincoln-Sudbury,06950000,22114052,16180112,0.37,15996347,0.38
2010,Littleton,01580000,17429763,14231659,0.23,13487573,0.29
2010,Longmeadow,01590000,33427096,25548586,0.31,25719862,0.3
2010,Lowell,01600000,153079509,154968735,-0.01,151273687,0.01
2010,Ludlow,01610000,29840985,27121644,0.1,26033015,0.15
2010,Lunenburg,01620000,15471660,13799998,0.12,13550875,0.14
2010,Lynn,01630000,152184631,155276011,-0.02,151691711,0
2010,Lynnfield,01640000,22464260,19408008,0.16,20024762,0.12
2010,Malden,01650000,70894850,70256110,0.01,68753838,0.03
2010,"Manchester Essex",06980000,16847593,10893474,0.55,11183397,0.51
2010,Mansfield,01670000,41652161,43173221,-0.04,41317380,0.01
2010,Marblehead,01680000,35793210,27241690,0.31,27279060,0.31
2010,Marion,01690000,5148172,3266374,0.58,3489219,0.48
2010,Marlborough,01700000,56129816,46013474,0.22,44352286,0.27
2010,Marshfield,01710000,43017939,40253568,0.07,40472707,0.06
2010,"Marthas Vineyard",07000000,14349757,8027782,0.79,10422958,0.38
2010,Masconomet,07050000,22575756,19727906,0.14,21012821,0.07
2010,Mashpee,01720000,23100361,16283467,0.42,18630498,0.24
2010,Mattapoisett,01730000,6432505,3955928,0.63,4047554,0.59
2010,Maynard,01740000,15508381,12185553,0.27,11722486,0.32
2010,Medfield,01750000,28506052,24887882,0.14,25845816,0.1
2010,Medford,01760000,57301920,50459876,0.14,53072663,0.08
2010,Medway,01770000,25120709,23324796,0.08,21914107,0.15
2010,Melrose,01780000,32239848,32562555,-0.01,32245209,0
2010,Mendon,01790000,0,49955,-1,49845,-1
2010,Mendon-Upton,07100000,24501200,22672457,0.08,22443015,0.09
2010,Methuen,01810000,64509506,70754596,-0.09,66364728,-0.03
2010,Middleborough,01820000,33762697,32049947,0.05,31450470,0.07
2010,Middlefield,01830000,40095,36920,0.09,38418,0.04
2010,Middleton,01840000,8442823,6442873,0.31,6667592,0.27
2010,Milford,01850000,41671833,38573247,0.08,36654885,0.14
2010,Millbury,01860000,20104387,17069156,0.18,16949531,0.19
2010,Millis,01870000,12477121,11653274,0.07,10934734,0.14
2010,Millville,01880000,143551,49226,1.92,57457,1.5
2010,Milton,01890000,37843055,33226180,0.14,32102733,0.18
2010,"Minuteman Regional Vocational Technical",08300000,11362724,6448437,0.76,7638711,0.49
2010,"Mohawk Trail",07170000,14870605,10590789,0.4,11957221,0.24
2010,Monroe,01900000,140206,128296,0.09,163458,-0.14
2010,Monson,01910000,12929196,12822835,0.01,12708188,0.02
2010,"Montachusett Regional Vocational Technical",08320000,18801682,19239467,-0.02,18541638,0.01
2010,Montague,01920000,0,12307,-1,12341,-1
2010,Montgomery,01940000,48475,61533,-0.21,58671,-0.17
2010,"Mount Greylock",07150000,8280615,5038821,0.64,5917969,0.4
2010,"Mount Washington",01950000,157363,129580,0.21,150639,0.05
2010,Nahant,01960000,3447476,3140215,0.1,3235270,0.07
2010,Nantucket,01970000,23170108,10683424,1.17,12944014,0.79
2010,Narragansett,07200000,16091318,14047952,0.14,14659422,0.1
2010,Nashoba,07250000,37103689,28088853,0.32,28606356,0.3
2010,"Nashoba Valley Regional Vocational Technical",08520000,7516703,7866988,-0.05,7443215,0.01
2010,Natick,01980000,51888491,42629277,0.22,40896264,0.27
2010,Nauset,06600000,20736459,12824764,0.62,15991377,0.3
2010,Needham,01990000,61987289,43829318,0.41,42825897,0.45
2010,"New Ashford",02000000,465169,311595,0.49,341204,0.36
2010,"New Bedford",02010000,124234153,131101527,-0.05,127129915,-0.02
2010,"New Salem-Wendell",07280000,1583737,1124016,0.41,1226618,0.29
2010,Newburyport,02040000,26602947,19278084,0.38,21071900,0.26
2010,Newton,02070000,169296556,106034165,0.6,108530065,0.56
2010,Norfolk,02080000,10603400,8090406,0.31,9273790,0.14
2010,"Norfolk County Agricultural",09150000,4157536,3601675,0.15,3558302,0.17
2010,"North Adams",02090000,19242718,15683926,0.23,18601164,0.03
2010,"North Andover",02110000,44311533,38689088,0.14,37660013,0.18
2010,"North Attleborough",02120000,42277993,39803853,0.06,41333402,0.02
2010,"North Brookfield",02150000,7192827,6520066,0.1,6987464,0.03
2010,"North Middlesex",07350000,39007566,36456714,0.07,36669054,0.06
2010,"North Reading",02170000,26048521,23612464,0.1,22836522,0.14
2010,"North Shore Regional Vocational Technical",08540000,8621663,6597338,0.31,6920560,0.25
2010,Northampton,02100000,28495912,25514472,0.12,26454565,0.08
2010,"Northampton-Smith Vocational Agricultural",04060000,2310507,2146694,0.08,2674957,-0.14
2010,Northboro-Southboro,07300000,15171660,13338720,0.14,13326275,0.14
2010,Northborough,02130000,20666022,14512146,0.42,14294834,0.45
2010,Northbridge,02140000,23789278,22343514,0.07,22044155,0.08
2010,"Northeast Metropolitan Regional Vocational Technical",08530000,17920844,18195495,-0.02,17518114,0.02
2010,"Northern Berkshire Regional Vocational Technical",08510000,6298383,6405552,-0.02,6279245,0
2010,Northfield,02160000,15000,0,0,0," %"
2010,Norton,02180000,29000942,25652703,0.13,26766314,0.08
2010,Norwell,02190000,22034089,19354659,0.14,18899919,0.17
2010,Norwood,02200000,38831446,32601764,0.19,33137325,0.17
2010,"Oak Bluffs",02210000,7480255,3641145,1.05,3690281,1.03
2010,Oakham,02220000,294457,183603,0.6,144951,1.03
2010,"Old Colony Regional Vocational Technical",08550000,7231691,7042234,0.03,7020575,0.03
2010,"Old Rochester",07400000,13623736,10028264,0.36,10107375,0.35
2010,Orange,02230000,6951810,6699540,0.04,7191980,-0.03
2010,Orleans,02240000,4183534,1586853,1.64,1894612,1.21
2010,Oxford,02260000,18648234,17832935,0.05,17442521,0.07
2010,Palmer,02270000,17737178,17367768,0.02,17256836,0.03
2010,"Pathfinder Regional Vocational Technical",08600000,9637804,7922637,0.22,8013673,0.2
2010,Peabody,02290000,64620956,59750176,0.08,59828526,0.08
2010,Pelham,02300000,1350692,670880,1.01,725169,0.86
2010,Pembroke,02310000,29115641,29986707,-0.03,28670610,0.02
2010,Pentucket,07450000,30054605,26043318,0.15,27585242,0.09
2010,Pepperell,02320000,0,0,0,8699,-1
2010,Peru,02330000,82340,98453,-0.16,125502,-0.34
2010,Petersham,02340000,1057647,727845,0.45,829683,0.28
2010,Phillipston,02350000,15400,0,0,0," %"
2010,"Pioneer Valley",07500000,11971585,8250102,0.45,8618030,0.39
2010,Pittsfield,02360000,65170156,63207565,0.03,60893405,0.07
2010,Plainfield,02370000,141632,98453,0.44,108630,0.3
2010,Plainville,02380000,7974888,6513212,0.22,6485960,0.23
2010,Plymouth,02390000,90869249,79497522,0.14,77586880,0.17
2010,Plympton,02400000,2423074,1908834,0.27,1944326,0.25
2010,Princeton,02410000,0,12307,-1,10005,-1
2010,Provincetown,02420000,4854934,1338934,2.63,1864231,1.6
2010,Quabbin,07530000,27662240,24370491,0.14,26022671,0.06
2010,Quaboag,07780000,13564386,12703714,0.07,12745109,0.06
2010,Quincy,02430000,108104452,92909519,0.16,88588516,0.22
2010,"Ralph C Mahar",07550000,10082453,8102224,0.24,8252944,0.22
2010,Randolph,02440000,40723714,31481793,0.29,32089747,0.27
2010,Reading,02460000,40637674,36474849,0.11,35530717,0.14
2010,Rehoboth,02470000,25872,0,0,0," %"
2010,Revere,02480000,58604885,64653955,-0.09,61597953,-0.05
2010,Richmond,02490000,3121542,1714724,0.82,2128858,0.47
2010,Rochester,02500000,5614909,4601637,0.22,4401172,0.28
2010,Rockland,02510000,24963365,22004828,0.13,21615743,0.16
2010,Rockport,02520000,11445139,8104261,0.41,8757319,0.31
2010,Rowe,02530000,1444760,441524,2.27,573272,1.52
2010,Russell,02560000,202821,232830,-0.13,261655,-0.23
2010,Rutland,02570000,0,0,0,9993,-1
2010,Salem,02580000,53062065,47512497,0.12,44487693,0.19
2010,Sandwich,02610000,36347652,30244193,0.2,30933677,0.18
2010,Saugus,02620000,31351679,26465118,0.19,26720799,0.17
2010,Savoy,02630000,1026086,868256,0.18,857816,0.2
2010,Scituate,02640000,30866214,26573232,0.16,27027458,0.14
2010,Seekonk,02650000,21784426,18026023,0.21,18818826,0.16
2010,Sharon,02660000,40494166,28860669,0.4,28853860,0.4
2010,"Shawsheen Valley Regional Vocational Technical",08710000,20870647,18045396,0.16,17616010,0.19
2010,Sheffield,02670000,15984,36920,-0.57,45416,-0.65
2010,Shelburne,02680000,17555,0,0,0," %"
2010,Sherborn,02690000,6524659,4018165,0.62,4096896,0.59
2010,Shirley,02700000,8701954,7655205,0.14,8149278,0.07
2010,Shrewsbury,02710000,53150125,50640025,0.05,49574312,0.07
2010,Shutesbury,02720000,2032189,1224192,0.66,1332215,0.53
2010,"Silver Lake",07600000,18367526,17042793,0.08,16903223,0.09
2010,Somerset,02730000,28158763,21570952,0.31,21563215,0.31
2010,Somerville,02740000,71887810,57459406,0.25,67589330,0.06
2010,"South Hadley",02780000,21910563,19536753,0.12,19076695,0.15
2010,"South Middlesex Regional Vocational Technical",08290000,13650475,9614405,0.42,9890281,0.38
2010,"South Shore Regional Vocational Technical",08730000,8661839,8068943,0.07,7986276,0.09
2010,Southampton,02750000,5157326,4552926,0.13,4934182,0.05
2010,Southborough,02760000,18572208,12791304,0.45,13357114,0.39
2010,Southbridge,02770000,24482616,22728460,0.08,22801214,0.07
2010,"Southeastern Regional Vocational Technical",08720000,18535167,19547467,-0.05,18598984,0
2010,"Southern Berkshire",07650000,11761405,7701585,0.53,8857313,0.33
2010,"Southern Worcester County Regional Vocational Technical",08760000,15131762,15581392,-0.03,15276901,-0.01
2010,Southwick-Tolland-Granville,07660000,15541119,15526560,0,15094295,0.03
2010,Spencer,02800000,492435,0,0,0," %"
2010,"Spencer-E Brookfield",07670000,21349203,19758449,0.08,19892629,0.07
2010,Springfield,02810000,284058244,305615195,-0.07,294939545,-0.04
2010,Stoneham,02840000,26071434,23370069,0.12,23316099,0.12
2010,Stoughton,02850000,38183579,35727786,0.07,35309234,0.08
2010,Sturbridge,02870000,8188556,6820126,0.2,6477345,0.26
2010,Sudbury,02880000,31984116,25394888,0.26,25231404,0.27
2010,Sunderland,02890000,2266664,1651252,0.37,1998390,0.13
2010,Sutton,02900000,14886059,13738054,0.08,13734300,0.08
2010,Swampscott,02910000,25347789,18487893,0.37,18426750,0.38
2010,Swansea,02920000,18803891,17381654,0.08,17040481,0.1
2010,Tantasqua,07700000,17442013,16633736,0.05,17305162,0.01
2010,Taunton,02930000,70834737,74169525,-0.05,72442862,-0.02
2010,Tewksbury,02950000,39625464,36766196,0.08,36631427,0.08
2010,Tisbury,02960000,6610238,2952273,1.24,3392813,0.95
2010,Topsfield,02980000,6726880,5003494,0.34,5211318,0.29
2010,Townsend,02990000,7467,0,0,8530,-0.13
2010,"Tri County Regional Vocational Technical",08780000,13026350,12923675,0.01,12982680,0
2010,Triton,07730000,30933819,27881100,0.11,29334835,0.06
2010,Truro,03000000,4004382,1755899,1.28,2229484,0.8
2010,Tyngsborough,03010000,17937149,16627737,0.08,16694332,0.07
2010,Tyringham,03020000,186034,221493,-0.16,297246,-0.37
2010,Up-Island,07740000,8067603,2963440,1.72,3884308,1.08
2010,"Upper Cape Cod Regional Vocational Technical",08790000,10440932,9359958,0.12,10263207,0.02
2010,Upton,03030000,0,25382,-1,35247,-1
2010,Uxbridge,03040000,22376455,17477190,0.28,19050107,0.18
2010,Wachusett,07750000,62857641,59911476,0.05,58857730,0.07
2010,Wakefield,03050000,33807325,30299105,0.12,30004700,0.13
2010,Wales,03060000,1717513,1237789,0.39,1247081,0.38
2010,Walpole,03070000,40112056,33992626,0.18,33839468,0.19
2010,Waltham,03080000,81749759,49403221,0.66,58227858,0.4
2010,Ware,03090000,12892735,12947331,0,12964208,-0.01
2010,Wareham,03100000,30635289,30323434,0.01,29651135,0.03
2010,Warren,03110000,0,24613,-1,77400,-1
2010,Warwick,03120000,7000,0,0,0," %"
2010,Washington,03130000,24412,24613,-0.01,27790,-0.12
2010,Watertown,03140000,36623269,24506187,0.49,27426605,0.34
2010,Wayland,03150000,38534565,23487596,0.64,25109625,0.54
2010,Webster,03160000,18411398,19369599,-0.05,18338598,0
2010,Wellesley,03170000,62736336,43474466,0.44,42254293,0.49
2010,Wellfleet,03180000,2650674,1114135,1.38,1327495,1
2010,Wendell,03190000,3880,0,0,0," %"
2010,"West Boylston",03220000,10754762,8721966,0.23,9105720,0.18
2010,"West Bridgewater",03230000,10634982,9332740,0.14,9154999,0.16
2010,"West Brookfield",03240000,238150,245136,-0.03,315656,-0.25
2010,"West Springfield",03320000,39375283,38205385,0.03,36634683,0.08
2010,Westborough,03210000,43841962,29970817,0.46,29871690,0.47
2010,Westfield,03250000,60040762,58064881,0.03,57045599,0.05
2010,Westford,03260000,48153909,44563082,0.08,43125435,0.12
2010,Westhampton,03270000,1744391,1296949,0.35,1241602,0.41
2010,Weston,03300000,37239170,20595642,0.81,22008691,0.69
2010,Westport,03310000,16487672,15990009,0.03,16181973,0.02
2010,Westwood,03350000,37234029,26986270,0.38,26473240,0.41
2010,Weymouth,03360000,60231838,62237991,-0.03,61877126,-0.03
2010,Whately,03370000,1786716,831399,1.15,822793,1.17
2010,Whitman,03380000,465768,110759,3.21,157111,1.97
2010,Whitman-Hanson,07800000,37557227,36937607,0.02,36331145,0.03
2010,"Whittier Regional Vocational Technical",08850000,15994184,14137619,0.13,13168905,0.22
2010,Williamsburg,03400000,2114204,1529284,0.38,1522448,0.39
2010,Williamstown,03410000,5126707,3169487,0.62,3860249,0.33
2010,Wilmington,03420000,39319913,33354631,0.18,32841742,0.2
2010,Winchendon,03430000,15361820,16219065,-0.05,15121079,0.02
2010,Winchester,03440000,43432848,33869183,0.28,33047473,0.31
2010,Windsor,03450000,57231,49226,0.16,79406,-0.28
2010,Winthrop,03460000,18964314,17547574,0.08,17590347,0.08
2010,Woburn,03470000,59835647,43397769,0.38,44335412,0.35
2010,Worcester,03480000,258717177,274595072,-0.06,258694745,0
2010,Worthington,03490000,90395,73839,0.22,130069,-0.31
2010,Wrentham,03500000,9998426,9476432,0.06,9485610,0.05
2010,Yarmouth,03510000,135391,24613,4.5,22403,5.04
2010,"MASSACHUSETTS TOTAL",00000000,10398293771,9088557473,0.14,9132909041,0.14
2009,Abington,00010000,21952667,19020902,0.15,18890537,0.16
2009,Acton,00020000,23558255,19355313,0.22,18805499,0.25
2009,Acton-Boxborough,06000000,31356510,25793437,0.22,25072764,0.25
2009,Acushnet,00030000,11560110,11395407,0.01,11240140,0.03
2009,Adams,00040000,0,11943,-1,11943,-1
2009,Adams-Cheshire,06030000,14930921,14355783,0.04,13403490,0.11
2009,Agawam,00050000,43683499,37698377,0.16,35964581,0.22
2009,Amesbury,00070000,24467143,20756560,0.18,21661158,0.13
2009,Amherst,00080000,20408292,12240957,0.67,11783902,0.73
2009,Amherst-Pelham,06050000,23912821,16270720,0.47,17776830,0.35
2009,Andover,00090000,68297612,50839208,0.34,51646121,0.32
2009,Arlington,00100000,47421632,38070505,0.25,37415406,0.27
2009,Ashburnham-Westminster,06100000,21483536,19657064,0.09,18718006,0.15
2009,Ashfield,00130000,195068,154299,0.26,197931,-0.01
2009,Ashland,00140000,26075365,21548051,0.21,21064928,0.24
2009,"Assabet Valley Regional Vocational Technical",08010000,10883621,9921868,0.1,10003285,0.09
2009,Athol-Royalston,06150000,18597287,19014821,-0.02,17090954,0.09
2009,Attleboro,00160000,55716363,56616897,-0.02,55797566,0
2009,Auburn,00170000,24773755,19659678,0.26,19165289,0.29
2009,Avon,00180000,6945572,4880186,0.42,5421926,0.28
2009,Ayer,00190000,12313391,9764442,0.26,10153132,0.21
2009,Barnstable,00200000,61495507,49407513,0.25,52377514,0.17
2009,Barre,00210000,221023,23887,8.25,24871,7.89
2009,Becket,00220000,104195,95548,0.09,151866,-0.31
2009,Bedford,00230000,33422028,21540316,0.55,22936114,0.46
2009,Belchertown,00240000,23253321,22678131,0.03,21293738,0.09
2009,Bellingham,00250000,24891406,21635192,0.15,20947361,0.19
2009,Belmont,00260000,37461087,31086767,0.21,30602610,0.22
2009,Berkley,00270000,9683718,8827171,0.1,8540724,0.13
2009,"Berkshire Hills",06180000,18389487,9799535,0.88,12194710,0.51
2009,Berlin,00280000,2999650,1559345,0.92,1862130,0.61
2009,Berlin-Boylston,06200000,5327165,3734852,0.43,4096802,0.3
2009,Bernardston,00290000,30920,0,0,0," %"
2009,Beverly,00300000,45480536,39386155,0.16,40534855,0.12
2009,Billerica,00310000,64317886,51035402,0.26,49198607,0.31
2009,Blackstone,00320000,0,214017,-1,221193,-1
2009,"Blackstone Valley Regional Vocational Technical",08050000,15024008,14423992,0.04,13768877,0.09
2009,Blackstone-Millville,06220000,18738127,17163606,0.09,16862973,0.11
2009,Blandford,00330000,97040,59717,0.63,79981,0.21
2009,"Blue Hills Regional Vocational Technical",08060000,13595335,12148540,0.12,12651442,0.08
2009,Bolton,00340000,0,12415,-1,15875,-1
2009,Boston,00350000,770411215,674654547,0.14,683473887,0.13
2009,Bourne,00360000,23519958,20945577,0.12,20741349,0.13
2009,Boxborough,00370000,5533566,4158144,0.33,4370818,0.27
2009,Boxford,00380000,9201026,6868241,0.34,6946401,0.33
2009,Boylston,00390000,3844976,2748598,0.4,2792131,0.38
2009,Braintree,00400000,49038613,44050195,0.11,43049316,0.14
2009,Brewster,00410000,7248242,4197810,0.73,4645733,0.56
2009,Bridgewater,00420000,0,95548,-1,135671,-1
2009,Bridgewater-Raynham,06250000,50953490,47098996,0.08,45191223,0.13
2009,Brimfield,00430000,3287001,2380996,0.38,2318151,0.42
2009,"Bristol County Agricultural",09100000,5966629,5282006,0.13,4958300,0.2
2009,"Bristol-Plymouth Regional Vocational Technical",08100000,15087647,15904781,-0.05,15065891,0
2009,Brockton,00440000,150456265,162730674,-0.08,149174052,0.01
2009,Brookfield,00450000,2882184,2003095,0.44,2049418,0.41
2009,Brookline,00460000,87260380,52046875,0.68,60268078,0.45
2009,Burlington,00480000,45300750,32206348,0.41,34384211,0.32
2009,Cambridge,00490000,140640518,62523714,1.25,84620282,0.66
2009,Canton,00500000,33089995,26022802,0.27,26134508,0.27
2009,"Cape Cod Regional Vocational Technical",08150000,10665982,10056493,0.06,10937870,-0.03
2009,Carlisle,00510000,9313043,5703346,0.63,6049620,0.54
2009,Carver,00520000,19209055,16571482,0.16,15855930,0.21
2009,"Central Berkshire",06350000,20320338,18638347,0.09,17699197,0.15
2009,Charlemont,00530000,0,202073,-1,229616,-1
2009,Charlton,00540000,19692,0,0,0," %"
2009,Chatham,00550000,9245762,4990262,0.85,6119943,0.51
2009,Chelmsford,00560000,49217730,46153358,0.07,45570992,0.08
2009,Chelsea,00570000,56541490,61064522,-0.07,56445496,0
2009,Cheshire,00580000,429069,499695,-0.14,517925,-0.17
2009,Chester,00590000,200066,178186,0.12,211209,-0.05
2009,Chesterfield,00600000,189595,202073,-0.06,232460,-0.18
2009,Chesterfield-Goshen,06320000,1851385,1377086,0.34,1391283,0.33
2009,Chicopee,00610000,70972805,74549552,-0.05,69493143,0.02
2009,Clarksburg,00630000,2365741,2288928,0.03,2114180,0.12
2009,Clinton,00640000,19455211,19345443,0.01,18166266,0.07
2009,Cohasset,00650000,15502106,11287342,0.37,11726479,0.32
2009,Concord,00670000,27539551,14398287,0.91,16114788,0.71
2009,Concord-Carlisle,06400000,18628605,12261008,0.52,13603918,0.37
2009,Conway,00680000,1745713,1153948,0.51,1276796,0.37
2009,Cummington,00690000,19547,166243,-0.88,198512,-0.9
2009,Dalton,00700000,238035,297621,-0.2,354552,-0.33
