adminyear,grade,org_code,DistrictName,SchoolName,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2009,04,00610090,Chicopee,"Gen John J Stefanik",ELA,75,5.93,5.91,0.64,0.91,0.75,0.77,0.85,0.75,0.92,0.71,1.99,0.68,0.55,0.92,0.92,0.92,0.53,0.69,2.09,0.88,0.64,0.79,0.68,0.92,0.51,0.91,0.79,0.64,2.09,0.79,0.57,0.8,0.73,0.77,0.87,0.81,0.92,2.05,0.83,0.93,0.68,0.6,,,,,
2009,04,00610090,Chicopee,"Gen John J Stefanik",MATH,75,,,0.35,0.75,0.79,2.32,0.55,2.36,0.91,0.8,0.89,0.75,0.32,0.28,0.83,0.77,0.69,0.89,0.79,0.88,0.76,0.56,0.72,0.43,0.85,0.28,0.8,0.63,0.32,2.95,0.72,0.68,0.47,0.97,2.91,0.41,0.65,2.37,0.6,0.49,0.41,,,,,,
2009,05,00610090,Chicopee,"Gen John J Stefanik",ELA,64,,,0.97,0.84,0.67,0.78,0.83,0.88,0.7,0.97,2.23,0.7,0.59,0.75,0.73,0.88,0.78,0.69,1.88,0.84,0.47,0.94,0.81,0.84,0.59,0.83,0.7,0.83,1.86,0.83,0.77,0.75,0.58,0.78,0.86,0.64,0.94,1.84,0.73,0.89,0.8,0.52,,,,,
2009,05,00610090,Chicopee,"Gen John J Stefanik",MATH,63,,,0.67,0.75,0.75,0.62,0.7,0.51,0.56,0.68,0.46,0.46,2.63,0.75,2.13,0.7,0.24,0.65,0.65,0.87,0.25,0.94,0.17,0.86,3.03,0.37,1.6,0.95,1.51,0.79,0.63,0.54,0.67,0.97,0.46,0.44,0.38,0.78,0.19,0.76,0.81,,,,,,
2009,05,00610090,Chicopee,"Gen John J Stefanik",SCI,63,,,0.67,0.44,0.4,0.75,0.86,0.81,0.57,0.62,0.41,0.71,0.32,0.71,0.49,0.67,0.84,0.56,0.51,0.92,1.14,0.6,0.68,0.67,0.63,0.49,0.62,0.89,0.4,0.59,0.87,1.29,1.11,0.76,0.48,0.24,0.81,0.68,0.56,0.49,2.52,,,,,,
2009,06,00610305,Chicopee,"Bellamy Middle",ELA,277,,,0.81,0.9,0.79,0.66,0.88,0.9,0.72,0.79,2.14,0.76,0.78,0.83,0.58,0.84,0.87,0.75,0.69,2.21,0.89,0.71,0.65,0.57,0.9,0.71,0.66,0.61,1.94,0.76,0.83,0.64,0.7,0.6,0.79,0.67,0.82,2.06,0.65,0.61,0.64,0.85,,,,,
2009,06,00610305,Chicopee,"Bellamy Middle",MATH,277,,,0.84,0.87,0.83,0.82,0.66,0.8,2.14,0.58,2.12,0.69,0.66,0.71,0.76,0.58,0.6,0.4,0.5,0.82,0.7,0.66,0.53,0.64,2.22,0.87,0.76,0.71,0.62,0.49,2.14,0.78,0.27,1.87,0.45,0.62,0.49,0.48,0.6,0.6,0.74,,,,,,
2009,07,00610305,Chicopee,"Bellamy Middle",ELA,265,6.02,5.99,0.74,0.72,0.63,0.94,0.71,0.74,0.83,2.35,0.73,0.56,0.74,0.72,0.78,0.47,0.6,0.6,2.08,0.76,0.82,0.76,0.74,0.83,0.56,0.62,0.84,0.61,1.88,0.66,0.87,0.69,0.66,0.71,0.78,0.52,0.75,1.86,0.89,0.77,0.88,0.88,,,,,
2009,07,00610305,Chicopee,"Bellamy Middle",MATH,264,,,0.85,0.67,0.63,0.41,0.51,0.58,0.54,0.66,0.5,0.67,0.63,0.39,0.75,1.28,0.45,0.64,1.61,0.58,0.82,0.58,0.65,2.31,0.5,0.84,0.46,0.62,0.67,0.8,1.7,0.91,0.57,2.34,0.77,0.51,0.67,0.63,0.51,0.57,0.76,,,,,,
2009,08,00610305,Chicopee,"Bellamy Middle",ELA,306,,,0.75,0.74,0.77,0.67,0.43,0.75,0.77,2.42,0.72,0.59,0.64,0.8,0.9,0.86,0.71,0.81,2.13,0.7,0.47,0.71,0.7,0.6,0.69,0.57,0.47,2.18,0.87,0.75,0.59,0.8,0.79,0.82,0.61,0.75,1.88,0.65,0.84,0.86,0.8,0.88,,,,,
2009,08,00610305,Chicopee,"Bellamy Middle",MATH,306,,,0.69,0.55,0.72,0.71,0.77,0.58,0.7,0.38,0.73,0.69,1.43,0.83,0.82,1.29,0.57,0.66,0.57,0.92,0.62,0.58,0.27,1.67,0.36,0.49,0.75,0.42,0.62,0.8,0.71,0.58,0.54,2.09,0.8,0.84,0.51,0.47,0.5,0.63,1.76,,,,,,
2009,08,00610305,Chicopee,"Bellamy Middle",SCI,306,,,0.7,0.79,0.59,0.49,0.61,0.38,0.52,0.36,1.19,0.68,0.55,0.3,0.53,0.42,0.61,0.28,0.49,0.58,1.25,0.87,0.73,0.65,0.42,0.53,0.65,0.34,0.53,0.39,1.98,0.89,0.55,0.55,0.58,0.55,0.25,0.74,0.38,1.29,1.13,,,,,,
2009,06,00610310,Chicopee,"Fairview Middle",ELA,212,,,0.85,0.98,0.9,0.68,0.92,0.92,0.76,0.82,2.23,0.74,0.76,0.84,0.55,0.85,0.91,0.8,0.76,1.94,0.92,0.71,0.71,0.7,0.9,0.72,0.75,0.7,2.19,0.85,0.87,0.72,0.77,0.65,0.88,0.73,0.9,2.2,0.66,0.63,0.69,0.89,,,,,
2009,06,00610310,Chicopee,"Fairview Middle",MATH,212,,,0.88,0.92,0.87,0.82,0.7,0.81,2.4,0.65,2.26,0.79,0.76,0.87,0.9,0.65,0.67,0.57,0.54,0.91,0.8,0.69,0.67,0.75,2.34,0.91,0.75,0.78,0.58,0.56,2.05,0.86,0.45,2.03,0.55,0.68,0.53,0.69,0.5,0.67,0.76,,,,,,
2009,07,00610310,Chicopee,"Fairview Middle",ELA,204,6.5,6.3,0.74,0.74,0.64,0.93,0.71,0.66,0.79,2.4,0.73,0.63,0.74,0.79,0.8,0.47,0.58,0.62,1.82,0.74,0.84,0.75,0.77,0.91,0.55,0.6,0.84,0.71,2.04,0.68,0.87,0.75,0.73,0.79,0.88,0.55,0.76,2.02,0.88,0.85,0.92,0.9,,,,,
2009,07,00610310,Chicopee,"Fairview Middle",MATH,204,,,0.84,0.73,0.69,0.49,0.63,0.73,0.75,0.75,0.61,0.73,0.78,0.5,0.75,2.13,0.57,0.79,1.97,0.73,0.85,0.75,0.73,2.51,0.53,0.87,0.68,0.7,0.76,0.84,1.8,0.92,0.64,2.65,0.86,0.5,0.76,0.77,0.61,0.7,0.81,,,,,,
2009,08,00610310,Chicopee,"Fairview Middle",ELA,241,,,0.81,0.83,0.85,0.72,0.52,0.8,0.89,2.18,0.74,0.64,0.67,0.83,0.88,0.84,0.8,0.9,1.88,0.75,0.53,0.72,0.76,0.67,0.72,0.61,0.58,2.02,0.87,0.74,0.65,0.85,0.82,0.85,0.66,0.84,1.8,0.77,0.91,0.95,0.86,0.92,,,,,
2009,08,00610310,Chicopee,"Fairview Middle",MATH,241,,,0.74,0.59,0.66,0.78,0.81,0.64,0.73,0.48,0.77,0.71,1.63,0.89,0.88,1.28,0.68,0.71,0.54,0.96,0.69,0.59,0.47,1.93,0.37,0.57,0.65,0.47,0.73,0.81,0.75,0.59,0.59,1.97,0.77,0.86,0.48,0.53,0.54,0.71,1.73,,,,,,
2009,08,00610310,Chicopee,"Fairview Middle",SCI,241,,,0.71,0.8,0.71,0.5,0.69,0.4,0.68,0.41,1.32,0.66,0.73,0.31,0.63,0.49,0.71,0.33,0.56,0.66,1.54,0.93,0.83,0.73,0.34,0.63,0.72,0.31,0.48,0.32,2.49,0.89,0.64,0.5,0.57,0.7,0.26,0.74,0.6,1.89,1.02,,,,,,
2009,10,00610505,Chicopee,"Chicopee High",ELA,267,6.97,6.82,0.84,0.88,0.85,0.6,0.81,0.82,0.67,2.4,0.61,0.81,0.66,0.88,0.77,0.84,0.48,0.76,0.77,2.23,0.81,0.71,0.71,0.86,0.82,0.64,0.7,0.74,2,0.48,0.69,0.89,0.86,0.66,0.79,0.69,2.7,0.7,0.6,0.66,0.77,0.71,,,,,
2009,10,00610505,Chicopee,"Chicopee High",MATH,273,,,0.74,0.61,0.39,0.58,0.52,0.57,0.75,0.45,0.74,0.37,0.45,0.38,0.62,0.63,0.7,0.55,2.37,0.63,0.53,2.08,1.23,0.72,0.63,0.36,0.39,0.42,0.53,0.52,0.39,0.54,1.96,0.4,0.64,0.47,0.44,0.44,0.45,0.34,0.36,0.48,1.63,2.29,,,
2009,HS,00610505,Chicopee,"Chicopee High",BIO,60,,,0.4,0.57,0.45,0.22,0.12,0.38,0.27,0.22,0.58,0.43,0.4,0.65,0.55,0.28,0.4,0.25,0.4,0.2,0.22,0.35,0.4,0.32,0.83,0.18,0.33,0.38,0.65,0.28,0.67,0.28,0.48,1.18,0.28,0.38,0.32,0.33,0.4,0.33,0.4,0.33,0.3,0.17,0.48,0.15,0.13
2009,HS,00610505,Chicopee,"Chicopee High",PHY,303,,,0.58,0.74,0.52,0.63,0.69,0.66,0.38,0.43,0.52,0.62,0.66,1.5,0.65,0.57,0.55,0.44,0.36,0.7,0.64,0.78,0.31,0.73,1.54,0.48,0.72,0.51,0.48,0.82,0.81,0.46,0.72,1.42,0.44,0.85,0.53,0.41,0.66,0.6,0.54,0.47,0.77,0.5,0.29,1.47,1.99
2009,10,00610510,Chicopee,"Chicopee Comprehensive HS",ELA,312,6.79,6.8,0.88,0.9,0.83,0.58,0.82,0.84,0.68,2.09,0.58,0.88,0.8,0.89,0.74,0.87,0.54,0.84,0.8,1.89,0.77,0.78,0.74,0.88,0.81,0.68,0.7,0.75,1.6,0.51,0.71,0.91,0.91,0.71,0.84,0.77,2.39,0.66,0.56,0.68,0.71,0.7,,,,,
2009,10,00610510,Chicopee,"Chicopee Comprehensive HS",MATH,303,,,0.72,0.68,0.49,0.49,0.53,0.5,0.78,0.49,0.65,0.36,0.46,0.38,0.58,0.58,0.69,0.56,2.27,0.64,0.48,2.1,1.04,0.79,0.54,0.39,0.3,0.32,0.54,0.31,0.39,0.56,1.92,0.36,0.64,0.36,0.38,0.3,0.41,0.35,0.28,0.34,1.59,1.83,,,
2009,HS,00610510,Chicopee,"Chicopee Comprehensive HS",BIO,29,,,0.38,0.45,0.41,0.1,0.03,0.52,0.24,0.24,0.52,0.62,0.48,1.07,0.86,0.28,0.41,0.34,0.38,0.28,0.24,0.45,0.24,0.34,1.1,0.45,0.14,0.31,0.62,0.45,0.69,0.34,0.24,1.28,0.31,0.34,0.38,0.38,0.62,0.55,0.52,0.41,0.28,0.14,0.59,0.14,0.17
2009,HS,00610510,Chicopee,"Chicopee Comprehensive HS",PHY,378,,,0.63,0.75,0.41,0.54,0.57,0.74,0.39,0.37,0.51,0.55,0.45,1.46,0.61,0.57,0.54,0.27,0.42,0.49,0.44,0.67,0.26,0.67,1.1,0.47,0.65,0.48,0.48,0.73,0.74,0.41,0.65,1.19,0.49,0.84,0.56,0.37,0.6,0.53,0.45,0.4,0.8,0.49,0.25,1.29,1.92
2009,03,00630010,Clarksburg,"Clarksburg Elementary",ELA,20,,,0.85,1,0.9,0.95,0.8,0.95,0.9,0.9,1.55,0.85,1,0.85,0.75,0.7,1,0.7,0.65,0.7,0.95,0.85,0.95,0.9,0.85,0.5,0.9,0.8,0.9,0.8,0.75,0.8,0.5,0.55,0.7,1.1,0.9,0.5,0.9,0.65,0.85,0.6,0.75,0.65,,,
2009,03,00630010,Clarksburg,"Clarksburg Elementary",MATH,20,,,0.95,1,0.8,0.8,0.95,1,0.9,0.9,0.85,0.65,0.95,1.6,0.75,1.75,0.7,0.9,0.9,0.95,0.7,1.55,0.8,0.75,1,1,1.7,0.85,0.85,0.7,0.95,0.85,0.75,0.95,0.9,0.9,1.9,,,,,,,,,,
2009,04,00630010,Clarksburg,"Clarksburg Elementary",ELA,24,5.04,5.17,0.79,0.92,0.79,0.79,0.88,0.83,0.96,0.79,1.71,0.58,0.67,0.96,0.79,1,0.54,0.75,1.5,0.79,0.63,0.67,0.75,0.83,0.71,0.75,0.71,0.88,1.58,0.88,0.58,0.79,0.75,0.71,0.79,0.67,0.83,1.67,0.75,0.88,0.71,0.67,,,,,
2009,04,00630010,Clarksburg,"Clarksburg Elementary",MATH,24,,,0.08,0.88,0.79,2.75,0.58,2.96,0.92,0.75,0.96,0.25,0.33,0.75,1,0.67,0.67,0.75,0.63,0.96,0.88,0.92,0.67,0.67,0.88,0.46,0.58,0.5,0.5,2.79,0.83,0.58,0.88,1,3.33,0.25,0.79,3.25,0.58,0.88,0.54,,,,,,
2009,05,00630010,Clarksburg,"Clarksburg Elementary",ELA,23,,,0.91,0.96,0.83,0.87,0.52,0.87,0.74,0.96,1.87,0.83,0.52,0.87,0.74,0.96,1,0.65,1.7,0.83,0.74,0.96,0.91,0.87,0.74,0.78,0.74,0.83,1.87,0.87,0.87,0.83,0.7,0.83,0.91,0.74,0.96,1.83,0.91,0.78,0.78,0.91,,,,,
2009,05,00630010,Clarksburg,"Clarksburg Elementary",MATH,23,,,0.65,0.87,0.65,0.65,0.83,0.7,0.87,0.74,0.35,0.26,2.83,0.78,2.26,0.78,0.39,0.61,0.61,0.87,0.91,0.96,0.48,0.65,3.39,0.7,2.17,0.91,2.52,0.87,0.61,0.74,0.48,0.87,0.61,0.74,0.7,0.91,0.3,0.91,0.96,,,,,,
2009,05,00630010,Clarksburg,"Clarksburg Elementary",SCI,23,,,0.83,0.52,0.48,0.78,0.74,0.83,0.48,0.83,0.7,0.87,0.39,0.83,0.83,1,0.91,0.87,0.52,1.09,1.61,0.65,0.83,0.96,0.65,0.57,0.87,0.91,0.78,0.65,0.91,1.65,1.7,0.96,0.83,0.52,0.87,0.74,0.74,0.83,3.52,,,,,,
2009,06,00630010,Clarksburg,"Clarksburg Elementary",ELA,21,,,0.81,0.9,0.86,0.62,0.9,0.95,0.67,0.9,2.29,0.81,1,0.86,0.43,0.81,0.95,0.86,0.76,2,0.9,0.86,0.81,0.76,0.76,0.76,0.71,0.52,1.81,0.9,0.95,0.81,0.71,0.71,0.9,0.81,0.86,2.19,0.76,0.67,0.76,0.9,,,,,
2009,06,00630010,Clarksburg,"Clarksburg Elementary",MATH,21,,,0.81,0.86,0.76,0.86,0.86,0.71,2.86,0.38,3.19,0.1,0.57,0.81,0.95,0.76,0.71,0.57,0.67,0.76,0.81,0.9,0.71,0.86,2.38,0.9,0.95,0.71,0.62,0.81,2.33,0.57,0.71,2.29,0.43,0.57,0.62,0.62,0.62,0.76,0.9,,,,,,
2009,07,00630010,Clarksburg,"Clarksburg Elementary",ELA,19,6.11,5.95,0.84,0.89,0.53,1,0.79,0.68,0.84,2.11,0.74,0.58,0.89,0.95,0.84,0.58,0.79,0.79,1.95,0.79,1,0.79,0.74,0.84,0.63,0.47,0.89,0.84,1.79,0.74,0.95,0.84,0.74,0.84,0.89,0.58,0.89,1.58,0.95,0.89,0.95,0.95,,,,,
2009,07,00630010,Clarksburg,"Clarksburg Elementary",MATH,19,,,0.89,0.84,0.84,0.58,0.68,0.84,0.68,0.89,0.79,0.68,0.84,0.37,0.84,2.05,0.63,0.84,2.89,0.74,1,0.79,0.74,2.74,0.63,0.89,0.58,0.58,0.84,0.74,2,0.95,0.84,3.05,0.89,0.53,0.58,0.63,0.68,0.68,0.79,,,,,,
2009,08,00630010,Clarksburg,"Clarksburg Elementary",ELA,36,,,0.86,0.78,0.89,0.81,0.67,0.72,0.89,2,0.78,0.69,0.58,0.67,0.89,0.89,0.75,0.86,2.22,0.61,0.61,0.69,0.83,0.67,0.89,0.58,0.53,1.94,0.86,0.61,0.75,0.83,0.78,0.75,0.53,0.78,1.56,0.89,0.89,0.97,0.81,0.89,,,,,
2009,08,00630010,Clarksburg,"Clarksburg Elementary",MATH,37,,,0.92,0.59,0.68,0.76,0.92,0.54,0.43,0.32,0.78,0.81,2.03,0.73,0.92,1.41,0.76,0.68,0.62,0.92,0.41,0.59,0.46,2.16,0.22,0.38,0.73,0.49,0.81,0.95,0.73,0.62,0.65,2.78,0.76,0.84,0.57,0.32,0.68,0.76,2.57,,,,,,
2009,08,00630010,Clarksburg,"Clarksburg Elementary",SCI,37,,,0.76,0.7,0.84,0.43,0.76,0.32,0.41,0.3,1.92,0.57,0.86,0.46,0.54,0.73,0.84,0.19,0.57,0.65,2.05,0.97,0.92,0.81,0.49,0.59,0.84,0.27,0.59,0.51,2.62,0.92,0.76,0.32,0.62,0.68,0.27,0.68,0.57,1.41,1.59,,,,,,
2009,03,00640050,Clinton,"Clinton Elementary",ELA,148,,,0.76,0.92,0.89,0.72,0.8,0.87,0.79,0.89,1.34,0.64,0.88,0.76,0.7,0.82,0.92,0.56,0.71,0.7,0.86,0.76,0.92,0.88,0.92,0.49,0.86,0.83,0.84,0.75,0.68,0.79,0.61,0.6,0.68,1,0.67,0.59,0.78,0.55,0.58,0.64,0.72,0.63,,,
2009,03,00640050,Clinton,"Clinton Elementary",MATH,148,,,0.93,0.91,0.83,0.72,0.93,0.68,0.66,0.83,0.81,0.61,0.89,1.23,0.66,0.83,0.62,0.86,0.86,0.49,0.86,1.45,0.81,0.91,0.73,0.83,1.34,0.84,0.59,0.6,0.79,0.49,0.72,0.79,0.79,0.73,1.53,,,,,,,,,,
2009,04,00640050,Clinton,"Clinton Elementary",ELA,147,6.01,5.88,0.8,0.9,0.7,0.74,0.88,0.77,0.9,0.84,1.76,0.75,0.65,0.89,0.86,0.93,0.69,0.69,1.74,0.8,0.69,0.79,0.77,0.88,0.56,0.84,0.82,0.66,1.71,0.71,0.65,0.82,0.56,0.75,0.78,0.69,0.85,1.74,0.82,0.9,0.58,0.64,,,,,
2009,04,00640050,Clinton,"Clinton Elementary",MATH,147,,,0.27,0.69,0.76,2.88,0.67,2.63,0.93,0.76,0.95,0.5,0.35,0.52,0.89,0.77,0.75,0.79,0.75,0.84,0.82,0.65,0.67,0.68,0.83,0.39,0.8,0.73,0.35,2.65,0.8,0.7,0.62,0.92,3.06,0.44,0.66,2.69,0.65,0.59,0.63,,,,,,
2009,05,00640305,Clinton,"Clinton Middle School",ELA,136,,,0.99,0.88,0.85,0.88,0.82,0.83,0.79,0.9,2.35,0.81,0.64,0.73,0.69,0.85,0.84,0.71,1.87,0.88,0.72,0.93,0.85,0.84,0.66,0.77,0.77,0.74,1.93,0.88,0.82,0.79,0.51,0.79,0.8,0.79,0.87,2.15,0.74,0.82,0.84,0.63,,,,,
2009,05,00640305,Clinton,"Clinton Middle School",MATH,136,,,0.79,0.76,0.81,0.74,0.89,0.86,0.84,0.71,0.71,0.54,3.06,0.8,2.92,0.79,0.37,0.63,0.75,0.94,0.92,0.91,0.46,0.82,3.49,0.68,2.35,0.92,2.22,0.89,0.71,0.64,0.63,0.92,0.78,0.94,0.61,0.83,0.34,0.85,0.75,,,,,,
2009,05,00640305,Clinton,"Clinton Middle School",SCI,136,,,0.76,0.54,0.57,0.65,0.75,0.7,0.82,0.76,0.54,0.9,0.46,0.83,0.74,0.9,0.85,0.59,0.35,1.66,1.51,0.79,0.74,0.8,0.66,0.53,0.61,0.79,0.57,0.65,0.85,1.71,1.54,0.87,0.76,0.43,0.86,0.67,0.75,0.74,2.98,,,,,,
2009,06,00640305,Clinton,"Clinton Middle School",ELA,133,,,0.86,0.98,0.86,0.67,0.89,0.92,0.74,0.77,1.71,0.86,0.77,0.8,0.65,0.88,0.94,0.88,0.8,1.79,0.88,0.71,0.71,0.69,0.88,0.71,0.68,0.65,1.71,0.8,0.9,0.76,0.77,0.72,0.93,0.7,0.9,1.89,0.57,0.59,0.61,0.89,,,,,
2009,06,00640305,Clinton,"Clinton Middle School",MATH,132,,,0.9,0.84,0.88,0.88,0.7,0.68,2.46,0.67,2.14,0.75,0.71,0.78,0.9,0.64,0.67,0.48,0.57,0.92,0.83,0.77,0.65,0.78,2.48,0.91,0.85,0.75,0.74,0.61,2.36,0.85,0.37,2.33,0.52,0.55,0.61,0.36,0.57,0.61,0.77,,,,,,
2009,07,00640305,Clinton,"Clinton Middle School",ELA,127,6.53,6.46,0.81,0.84,0.65,0.97,0.79,0.88,0.87,2.57,0.72,0.69,0.81,0.89,0.84,0.56,0.69,0.74,2.51,0.87,0.95,0.87,0.8,0.91,0.78,0.67,0.82,0.8,2.25,0.71,0.89,0.82,0.8,0.8,0.91,0.67,0.76,2.36,0.91,0.89,0.97,0.98,,,,,
2009,07,00640305,Clinton,"Clinton Middle School",MATH,128,,,0.92,0.87,0.53,0.59,0.71,0.8,0.86,0.85,0.55,0.86,0.69,0.53,0.82,1.63,0.64,0.83,1.73,0.88,0.9,0.76,0.75,2.85,0.53,0.94,0.81,0.78,0.77,0.87,2.12,0.94,0.79,2.86,0.89,0.59,0.79,0.8,0.61,0.77,0.81,,,,,,
2009,08,00640305,Clinton,"Clinton Middle School",ELA,149,,,0.86,0.72,0.82,0.74,0.54,0.78,0.84,2.33,0.79,0.7,0.7,0.92,0.89,0.89,0.76,0.89,2.22,0.56,0.67,0.79,0.78,0.74,0.81,0.61,0.69,2.23,0.91,0.68,0.69,0.89,0.91,0.87,0.67,0.86,2.11,0.74,0.93,0.93,0.89,0.93,,,,,
2009,08,00640305,Clinton,"Clinton Middle School",MATH,148,,,0.64,0.47,0.78,0.8,0.9,0.67,0.84,0.66,0.79,0.82,1.66,0.95,0.92,1.72,0.76,0.8,0.6,0.95,0.79,0.62,0.48,2.16,0.35,0.71,0.64,0.55,0.78,0.89,0.74,0.62,0.61,1.99,0.87,0.95,0.68,0.7,0.61,0.61,1.59,,,,,,
2009,08,00640305,Clinton,"Clinton Middle School",SCI,148,,,0.72,0.81,0.82,0.75,0.69,0.44,0.75,0.49,1.66,0.76,0.8,0.49,0.6,0.64,0.86,0.39,0.76,0.74,2.02,0.94,0.87,0.78,0.68,0.62,0.8,0.34,0.57,0.53,2.62,0.93,0.66,0.57,0.75,0.76,0.31,0.88,0.49,2.09,1.61,,,,,,
2009,10,00640505,Clinton,"Clinton Senior High",ELA,125,7.06,6.94,0.91,0.95,0.86,0.74,0.82,0.89,0.78,2.39,0.56,0.9,0.77,0.94,0.75,0.91,0.65,0.9,0.9,2.3,0.86,0.86,0.77,0.93,0.9,0.68,0.78,0.74,2.22,0.6,0.76,0.91,0.9,0.75,0.82,0.77,2.78,0.65,0.65,0.68,0.86,0.71,,,,,
2009,10,00640505,Clinton,"Clinton Senior High",MATH,124,,,0.81,0.73,0.55,0.58,0.52,0.57,0.78,0.56,0.82,0.48,0.55,0.61,0.7,0.73,0.83,0.68,2.97,0.72,0.73,2.38,2.2,0.77,0.76,0.44,0.56,0.43,0.58,0.47,0.63,0.6,2.33,0.43,0.72,0.56,0.66,0.67,0.44,0.45,0.4,0.66,2.06,2.61,,,
2009,HS,00640505,Clinton,"Clinton Senior High",BIO,22,,,0.59,0.73,0.41,0.36,0.27,0.73,0.18,0.32,0.5,0.14,0.59,1.36,0.68,0.45,0.73,0.41,0.73,0.36,0.27,0.59,0.45,0.41,1.41,0.45,0.14,0.59,0.73,0.45,0.86,0.45,0.09,1.86,0.32,0.68,0.45,0.45,0.59,0.64,0.82,0.27,0.64,0.18,0.82,0.55,0.73
2009,HS,00640505,Clinton,"Clinton Senior High",TEC,106,,,0.93,0.43,0.68,0.71,0.92,0.61,0.74,0.54,0.46,0.84,1.58,0.74,0.58,0.73,0.62,0.87,0.55,0.77,0.61,0.49,0.57,0.73,1.54,0.83,0.8,0.57,0.5,0.44,0.68,0.14,0.73,0.51,3.08,0.8,0.72,0.46,0.94,0.54,0.9,0.58,0.62,0.61,0.86,2.42,1.8
2009,03,00650005,Cohasset,"Deer Hill",ELA,109,,,0.85,0.96,0.94,0.91,0.88,0.91,0.87,0.91,1.72,0.75,0.88,0.88,0.84,0.88,0.91,0.7,0.83,0.91,0.86,0.87,0.95,0.91,0.94,0.72,0.94,0.91,0.85,0.88,0.89,0.93,0.63,0.84,0.91,1.56,0.82,0.63,0.92,0.67,0.81,0.76,0.86,0.9,,,
2009,03,00650005,Cohasset,"Deer Hill",MATH,108,,,0.95,0.9,0.96,0.92,0.92,0.87,0.85,0.94,0.89,0.66,0.96,1.51,0.78,1.42,0.81,0.89,0.95,0.77,0.91,1.47,0.92,0.94,0.86,0.89,1.5,0.66,0.82,0.86,0.9,0.77,0.75,0.86,0.9,0.93,1.68,,,,,,,,,,
2009,04,00650005,Cohasset,"Deer Hill",ELA,126,6.57,6.4,0.84,0.92,0.75,0.89,0.92,0.92,0.96,0.93,1.97,0.84,0.75,0.95,0.9,0.98,0.83,0.87,1.79,0.93,0.75,0.83,0.82,0.94,0.6,0.91,0.87,0.81,2.03,0.9,0.89,0.93,0.87,0.85,0.9,0.76,0.94,2.16,0.92,0.96,0.85,0.79,,,,,
2009,04,00650005,Cohasset,"Deer Hill",MATH,127,,,0.46,0.88,0.8,3.13,0.88,3.07,0.96,0.64,0.92,0.58,0.94,0.65,0.93,0.91,0.8,0.97,0.81,0.93,0.81,0.81,0.87,0.85,0.8,0.57,0.89,0.83,0.63,2.94,0.9,0.65,0.81,0.97,3.17,0.72,0.68,2.98,0.82,0.72,0.87,,,,,,
2009,05,00650005,Cohasset,"Deer Hill",ELA,119,,,0.96,0.92,0.91,0.85,0.92,0.9,0.86,0.95,2.45,0.87,0.74,0.86,0.75,0.97,0.95,0.79,2.4,0.97,0.93,0.97,0.93,0.9,0.82,0.88,0.94,0.87,2.24,0.97,0.94,0.86,0.8,0.87,0.92,0.8,0.97,2.45,0.83,0.9,0.87,0.76,,,,,
2009,05,00650005,Cohasset,"Deer Hill",MATH,119,,,0.94,0.85,0.9,0.86,0.76,0.83,0.82,0.89,0.6,0.57,3.57,0.98,3.7,0.77,0.66,0.85,0.83,0.99,0.92,0.99,0.75,0.82,3.75,0.76,3.32,0.97,2.5,0.96,0.85,0.83,0.88,1,0.83,0.91,0.91,0.95,0.67,0.82,0.88,,,,,,
2009,05,00650005,Cohasset,"Deer Hill",SCI,119,,,0.92,0.82,0.79,0.82,0.84,0.97,0.78,0.87,0.74,0.97,0.56,0.96,0.93,0.97,0.97,0.89,0.6,2.36,2.18,0.97,0.92,0.87,0.94,0.68,0.88,0.94,0.84,0.73,0.9,2.59,2.17,0.93,0.88,0.46,0.97,0.85,0.87,0.83,3.4,,,,,,
2009,06,00650505,Cohasset,"Cohasset Middle/High School",ELA,102,,,0.92,0.96,0.91,0.86,0.95,0.89,0.82,0.93,2.17,0.86,0.81,0.84,0.7,0.97,0.95,0.86,0.83,2.25,0.94,0.67,0.86,0.7,0.88,0.83,0.78,0.86,2.38,0.9,0.95,0.86,0.95,0.76,0.97,0.78,0.96,2.33,0.85,0.75,0.77,0.91,,,,,
2009,06,00650505,Cohasset,"Cohasset Middle/High School",MATH,102,,,0.95,0.94,0.95,0.93,0.85,0.9,2.99,0.75,3.22,0.67,0.87,0.98,0.97,0.75,0.87,0.8,0.83,0.96,0.88,0.81,0.89,0.92,3.38,0.96,0.9,0.82,0.88,0.85,2.62,0.87,0.65,2.7,0.7,0.73,0.65,0.7,0.81,0.86,0.94,,,,,,
2009,07,00650505,Cohasset,"Cohasset Middle/High School",ELA,105,8.12,7.29,0.95,0.8,0.73,0.96,0.87,0.91,0.87,2.91,0.85,0.81,0.86,0.86,0.87,0.63,0.76,0.84,2.65,0.87,0.95,0.83,0.82,0.95,0.6,0.88,0.93,0.92,2.8,0.87,0.96,0.88,0.89,0.9,0.96,0.9,0.83,2.85,0.96,0.95,0.98,0.95,,,,,
