adminyear,grade,org_code,DistrictName,SchoolName,subject,tested,wptopdev,wpcompconv,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2013,04,06620020,"Farmington River Reg","Farmington River Elementary",MTH,21,,,1,0.81,1,0.67,0.81,0.81,1.9,0.71,0.71,0.86,0.81,0.86,0.9,0.81,0.71,0.81,0.33,0.67,0.52,0.71,0.95,0.62,0.81,0.95,0.71,0.67,0.86,0.81,0.9,2.1,0.95,0.86,0.62,0.38,0.76,0.71,1.86,0.95,0.9,0.52,0.71,0.71,,,
2013,05,06620020,"Farmington River Reg","Farmington River Elementary",ELA,19,,,0.68,0.95,0.74,0.79,0.79,0.74,1.95,0.95,0.79,0.58,0.74,0.63,0.89,0.84,0.68,0.95,0.74,2.58,1,0.63,0.58,0.47,0.74,2.16,0.84,0.63,0.89,0.74,0.32,0.74,0.84,0.89,0.79,0.74,2.37,0.68,0.37,0.84,0.84,0.84,,,,,
2013,05,06620020,"Farmington River Reg","Farmington River Elementary",MTH,18,,,0.89,0.78,0.78,0.78,2.5,0.67,0.78,0.5,0.39,0.61,0.89,0.89,0.83,0.89,0.72,0.89,0.83,0.67,1.83,0.44,0.44,1,0.78,0.61,0.78,0.89,0.72,0.94,0.89,0.89,0.61,2.11,0.5,0.89,0.72,0.67,0.94,0.83,0.89,0.78,0.67,2.78,,,
2013,05,06620020,"Farmington River Reg","Farmington River Elementary",SCI,19,,,0.53,0.21,0.63,0.37,0.89,0.58,0.63,0.79,0.95,1.37,0.53,0.84,0.84,0.84,0.21,0.68,0.74,0.47,0.74,0.79,1.89,0.89,0.95,0.58,0.74,0.95,0.68,0.32,0.79,1.89,0.89,1,0.42,1,0.95,0.74,0.84,0.95,0.89,0.68,0.74,1.11,,,
2013,06,06620020,"Farmington River Reg","Farmington River Elementary",ELA,15,,,0.93,0.8,0.93,1,0.8,2.4,0.93,0.8,1,0.67,0.73,0.93,2.27,0.87,0.93,0.87,0.67,0.87,0.8,0.93,0.8,0.93,0.67,2.87,1,0.67,0.87,0.47,0.73,0.87,0.8,0.8,0.6,0.8,1.47,0.93,0.8,0.73,0.8,0.47,,,,,
2013,06,06620020,"Farmington River Reg","Farmington River Elementary",MTH,15,,,0.53,0.67,0.93,0.93,0.47,0.6,0.93,0.8,0.13,0.8,3.07,0.6,0.4,0.4,0.93,0.93,0.2,3.6,0.93,0.67,0.47,0.93,0.73,0.8,0.6,2.73,0.93,0.93,0.6,0.93,0.93,0.8,0.8,0.8,0.53,0.53,0.6,0.47,0.67,0.8,1,1.73,,,
2013,03,06650001,Freetown-Lakeville,"Freetown Elementary School",ELA,85,,,0.88,0.88,0.78,0.95,0.72,0.8,0.78,0.87,0.91,0.88,2.08,0.82,0.95,0.99,0.87,0.91,0.89,1.27,0.67,0.91,0.73,0.71,0.88,1.48,0.75,1,1,0.71,0.92,0.94,0.66,0.99,0.91,0.84,1.16,1.32,0.76,0.85,0.55,0.64,0.75,,,,
2013,03,06650001,Freetown-Lakeville,"Freetown Elementary School",MTH,85,,,0.87,0.81,0.69,0.59,0.79,0.86,0.94,1.49,0.71,0.89,0.62,0.68,0.09,0.88,0.2,0.28,0.89,1.67,0.71,0.74,0.8,0.89,0.84,0.92,0.64,1.54,0.59,0.69,0.96,0.86,0.73,0.92,1.16,0.74,0.68,0.61,,,,,,,,,
2013,03,06650002,Freetown-Lakeville,"Assawompset Elementary School",ELA,115,,,0.85,0.89,0.83,0.94,0.72,0.93,0.78,0.9,0.9,0.93,1.99,0.76,0.96,0.95,0.89,0.87,0.85,1.3,0.76,0.97,0.82,0.76,0.94,1.58,0.8,0.97,0.95,0.8,0.9,0.94,0.68,0.97,0.95,0.9,1.39,1.22,0.73,0.83,0.64,0.72,0.84,,,,
2013,03,06650002,Freetown-Lakeville,"Assawompset Elementary School",MTH,115,,,0.96,0.87,0.63,0.7,0.78,0.84,0.9,1.5,0.85,0.93,0.83,0.7,0.41,0.93,0.36,0.37,0.89,1.78,0.83,0.72,0.84,0.95,0.92,0.8,0.78,1.69,0.7,0.7,0.96,0.88,0.83,0.85,1.2,0.74,0.86,0.57,,,,,,,,,
2013,04,06650015,Freetown-Lakeville,"George R Austin Intermediate School",ELA,240,6.28,6.11,0.72,0.88,0.94,0.74,0.84,0.85,2.02,0.85,0.8,0.79,0.76,0.73,1.59,0.8,0.68,0.93,0.92,0.82,0.84,0.94,0.9,0.78,0.8,0.88,0.77,0.88,0.87,0.76,1.6,0.81,0.82,0.79,0.76,0.8,0.88,0.8,0.55,0.95,0.92,1.41,,,,,
2013,04,06650015,Freetown-Lakeville,"George R Austin Intermediate School",MTH,240,,,0.86,0.76,0.98,0.68,0.8,0.86,1.8,0.79,0.73,0.8,0.65,0.8,0.93,0.8,0.8,0.93,0.76,0.65,0.48,0.76,1.3,0.86,0.62,0.91,0.8,0.57,0.69,0.94,0.96,1.89,0.96,0.76,0.74,0.38,0.7,0.85,1.99,0.8,0.91,0.6,0.79,0.73,,,
2013,05,06650015,Freetown-Lakeville,"George R Austin Intermediate School",ELA,241,,,0.71,0.89,0.84,0.57,0.87,0.83,1.94,0.92,0.78,0.56,0.68,0.61,0.81,0.96,0.83,0.9,0.87,2.61,0.98,0.64,0.73,0.67,0.94,2.45,0.9,0.64,0.89,0.87,0.6,0.81,0.93,0.88,0.8,0.81,2.26,0.73,0.68,0.94,0.86,0.9,,,,,
2013,05,06650015,Freetown-Lakeville,"George R Austin Intermediate School",MTH,240,,,0.97,0.89,0.86,0.71,2.75,0.91,0.93,0.71,0.61,0.91,0.95,0.91,0.9,0.87,0.77,0.88,0.79,0.8,2.48,0.7,0.63,0.97,0.88,0.81,0.88,0.97,0.76,0.97,0.91,0.91,0.58,2.78,0.72,0.92,0.83,0.93,0.96,0.84,0.72,0.74,0.78,2.86,,,
2013,05,06650015,Freetown-Lakeville,"George R Austin Intermediate School",SCI,242,,,0.76,0.59,0.7,0.79,0.92,0.9,0.92,0.76,0.93,2.37,0.48,0.85,0.89,0.91,0.55,0.78,0.74,0.61,0.79,0.76,2.36,0.98,0.96,0.63,0.63,0.77,0.81,0.61,0.81,2.16,0.96,0.95,0.65,0.83,0.93,0.78,0.93,0.87,0.78,0.87,0.79,2.75,,,
2013,06,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",ELA,255,,,0.96,0.71,0.97,0.91,0.83,2.87,0.77,0.6,0.95,0.78,0.78,0.79,2.6,0.84,0.85,0.85,0.79,0.94,0.84,0.93,0.68,0.88,0.79,2.61,0.89,0.44,0.82,0.5,0.65,0.92,0.69,0.62,0.68,0.81,2.27,0.84,0.73,0.71,0.91,0.65,,,,,
2013,06,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",MTH,254,,,0.52,0.81,0.79,0.88,0.86,0.65,0.91,0.74,0.49,0.75,3.02,0.43,0.5,0.59,0.89,0.96,0.53,3.44,0.95,0.61,0.63,0.91,0.85,0.9,0.81,3.21,0.84,0.98,0.87,0.95,0.93,0.9,0.74,0.84,0.57,0.68,0.37,0.68,0.69,0.82,0.68,2.54,,,
2013,07,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",ELA,265,6.55,6.48,0.69,0.7,0.88,0.81,0.82,0.72,0.97,2.79,0.95,0.89,0.77,0.76,0.76,2.42,0.92,0.89,0.77,0.71,0.89,0.8,0.91,0.73,2.32,0.86,0.85,0.72,0.85,0.93,0.8,0.86,0.69,0.86,0.87,2.48,0.78,0.81,0.71,0.82,0.93,0.7,,,,,
2013,07,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",MTH,266,,,0.85,0.76,0.71,0.73,0.54,0.9,3.1,0.8,0.33,0.65,0.87,0.56,0.67,0.68,0.59,0.39,0.48,0.74,0.89,0.71,1.91,0.84,0.8,0.64,0.29,0.47,0.89,0.65,0.71,0.61,2.36,0.88,0.84,0.9,0.91,0.35,0.7,0.67,0.92,2.54,0.91,0.74,,,
2013,08,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",ELA,253,,,0.84,0.81,0.89,0.65,0.95,0.73,0.89,2.6,0.78,0.76,0.76,0.91,0.92,0.95,0.68,0.86,0.64,0.77,2.62,0.82,0.81,0.84,0.84,2.67,0.82,0.94,0.98,0.87,0.93,0.81,0.89,0.9,0.69,0.83,2.81,0.94,0.71,0.72,0.67,0.7,,,,,
2013,08,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",MTH,252,,,0.95,0.84,0.86,0.35,0.88,0.89,0.68,0.69,0.73,0.73,1.97,0.92,0.92,0.93,0.94,0.6,0.91,0.43,0.78,3.02,0.72,0.88,0.73,0.94,0.34,0.93,0.77,2.42,0.85,0.71,0.65,0.9,0.83,0.66,0.9,0.95,0.65,0.64,0.92,0.8,0.56,2.9,,,
2013,08,06650305,Freetown-Lakeville,"Freetown-Lakeville Middle School",SCI,252,,,0.89,0.85,0.84,0.81,0.75,0.65,0.58,0.89,2.49,2.31,0.81,0.84,0.81,0.67,0.75,0.94,0.95,0.58,0.53,0.51,0.67,0.88,0.87,0.9,0.37,0.64,0.93,0.46,0.64,0.91,0.75,0.85,0.98,0.46,0.94,0.93,0.8,0.6,0.64,0.65,2.05,2.37,,,
2013,10,06650505,Freetown-Lakeville,"Apponequet Regional High",ELA,202,7.72,7.49,0.94,0.98,1,0.82,0.97,0.88,0.95,0.94,2.82,0.86,0.81,0.9,0.88,0.89,0.87,0.81,0.79,2.76,0.87,0.93,0.93,0.9,0.85,0.85,0.91,0.83,2.92,0.91,0.88,0.89,0.91,0.82,0.89,0.92,3.13,0.92,0.83,0.89,0.97,0.88,,,,,
2013,10,06650505,Freetown-Lakeville,"Apponequet Regional High",MTH,201,,,0.86,0.72,0.77,0.74,0.66,0.62,0.92,0.87,0.71,0.77,0.59,0.53,0.71,0.7,0.82,0.56,3.11,0.86,0.73,2.37,2.49,0.94,0.81,0.61,0.49,0.77,0.52,0.9,0.48,0.81,3.36,0.77,0.77,0.94,0.33,0.81,0.53,0.93,0.83,0.58,3.17,2.32,,,
2013,HS,06650505,Freetown-Lakeville,"Apponequet Regional High",BIO,212,,,0.8,0.74,0.96,0.83,0.92,0.66,0.78,0.66,0.58,0.54,0.67,2.29,0.73,0.85,0.77,0.49,0.65,0.82,0.82,0.47,0.76,0.83,1.4,0.61,0.73,0.7,0.58,0.95,0.68,0.67,0.83,2.08,0.61,0.81,0.92,0.68,0.78,0.56,0.76,0.61,0.76,0.67,0.92,2.29,2.69
2013,07,06700505,Frontier,"Frontier Regional",ELA,104,6.3,6.31,0.7,0.78,0.93,0.83,0.91,0.58,0.93,2.48,0.93,0.91,0.72,0.74,0.77,2.05,0.94,0.9,0.8,0.75,0.88,0.69,0.87,0.69,1.91,0.79,0.85,0.75,0.87,0.93,0.86,0.89,0.65,0.88,0.9,2.4,0.86,0.87,0.63,0.75,0.9,0.63,,,,,
2013,07,06700505,Frontier,"Frontier Regional",MTH,104,,,0.86,0.79,0.53,0.82,0.46,0.96,3.09,0.66,0.67,0.64,0.89,0.53,0.66,0.67,0.56,0.5,0.34,0.78,0.85,0.64,2,0.72,0.85,0.51,0.46,0.42,0.9,0.38,0.88,0.47,2.21,0.98,0.82,0.91,0.93,0.25,0.63,0.54,0.89,2.4,0.94,0.7,,,
2013,08,06700505,Frontier,"Frontier Regional",ELA,101,,,0.83,0.78,0.86,0.59,0.85,0.67,0.89,2.3,0.82,0.71,0.74,0.87,0.91,0.94,0.5,0.82,0.67,0.8,2.23,0.81,0.8,0.82,0.79,2.3,0.68,0.91,0.97,0.86,0.95,0.78,0.86,0.89,0.65,0.86,2.56,0.93,0.73,0.42,0.65,0.72,,,,,
2013,08,06700505,Frontier,"Frontier Regional",MTH,101,,,0.74,0.67,0.62,0.43,0.84,0.66,0.64,0.43,0.49,0.44,1.63,0.92,0.73,0.82,0.78,0.5,0.63,0.48,0.77,2.6,0.44,0.56,0.5,0.74,0.36,0.8,0.71,2.1,0.78,0.63,0.45,0.68,0.74,0.6,0.89,0.93,0.52,0.35,0.86,0.65,0.23,1.56,,,
2013,08,06700505,Frontier,"Frontier Regional",SCI,102,,,0.8,0.53,0.9,0.53,0.6,0.68,0.5,0.84,1.74,1.97,0.7,0.76,0.68,0.28,0.54,0.85,0.94,0.49,0.44,0.42,0.66,0.85,0.89,0.82,0.58,0.62,0.89,0.68,0.38,0.91,0.46,0.78,0.96,0.25,0.87,0.87,0.59,0.21,0.6,0.36,1.8,1.9,,,
2013,10,06700505,Frontier,"Frontier Regional",ELA,93,7.31,7.14,0.94,0.98,0.99,0.84,0.96,0.91,0.85,0.94,2.59,0.75,0.86,0.87,0.9,0.92,0.87,0.69,0.72,2.58,0.8,0.95,0.94,0.88,0.91,0.87,0.91,0.86,2.61,0.94,0.94,0.87,0.85,0.77,0.88,0.91,2.78,0.87,0.76,0.86,0.98,0.86,,,,,
2013,10,06700505,Frontier,"Frontier Regional",MTH,95,,,0.82,0.6,0.73,0.65,0.86,0.62,0.87,0.75,0.66,0.75,0.73,0.63,0.66,0.78,0.81,0.44,2.82,0.82,0.67,2.09,2.58,0.94,0.83,0.65,0.46,0.74,0.55,0.81,0.64,0.82,3.12,0.8,0.66,0.93,0.26,0.84,0.49,0.87,0.8,0.63,3.05,2.33,,,
2013,HS,06700505,Frontier,"Frontier Regional",BIO,101,,,0.87,0.84,0.97,0.79,0.94,0.89,0.89,0.73,0.63,0.6,0.69,2.29,0.88,0.82,0.9,0.65,0.66,0.81,0.89,0.58,0.85,0.92,1.4,0.69,0.84,0.68,0.57,0.98,0.8,0.78,0.85,2.11,0.65,0.85,0.94,0.83,0.92,0.7,0.85,0.77,0.85,0.66,0.98,2.4,2.99
2013,HS,06700505,Frontier,"Frontier Regional",TEC,11,,,0.55,0.73,0.36,0.55,0.55,0.64,0.55,0.73,0.91,0.64,2.45,0.91,1,0.55,0.55,0.27,0.64,0.82,0.55,0.73,0.45,0.27,0.73,0.82,0.82,0.73,0.36,0.82,0.27,0.55,0.73,0.55,0.64,0.45,0.27,0.55,0.73,0.91,0.27,0.82,0.64,0.55,0.64,1.09,0.82
2013,03,06720059,Gateway,"Chester Elementary",ELA,19,,,1,0.89,0.79,0.95,0.47,0.79,0.68,0.89,0.89,0.89,1.74,0.84,0.95,0.95,0.95,0.79,0.79,1.11,0.68,0.95,0.79,0.63,0.95,1.42,0.68,1,0.95,0.68,1,1,0.79,1,0.95,0.89,1.11,1.16,0.79,0.53,0.68,0.53,0.89,,,,
2013,03,06720059,Gateway,"Chester Elementary",MTH,19,,,1,1,0.89,0.63,0.89,1,0.89,1.37,0.89,0.89,0.89,0.89,0.11,1,0.32,0.47,0.84,1.79,0.74,0.63,0.74,1,1,0.89,0.95,1.68,0.79,0.79,1,0.74,0.79,0.84,1.58,0.79,0.74,0.42,,,,,,,,,
2013,04,06720059,Gateway,"Chester Elementary",ELA,26,5.85,5.54,0.58,0.73,0.96,0.69,0.73,0.69,1.5,0.62,0.58,0.73,0.58,0.73,1.15,0.81,0.73,0.96,0.77,0.77,0.81,0.77,0.77,0.65,0.69,0.77,0.62,0.69,0.69,0.81,1.12,0.65,0.58,0.73,0.62,0.92,0.85,0.73,0.54,0.88,0.88,1.15,,,,,
2013,04,06720059,Gateway,"Chester Elementary",MTH,26,,,0.92,0.92,0.92,0.69,0.92,0.88,2,0.88,0.62,0.88,0.58,0.69,0.88,0.81,0.73,0.85,0.65,0.88,0.46,0.58,1.5,0.85,0.62,0.96,0.69,0.77,0.58,0.85,0.92,1.54,0.77,0.88,0.69,0.54,0.81,0.85,1.81,0.81,0.88,0.73,0.58,0.73,,,
2013,03,06720143,Gateway,"Littleville Elementary School",ELA,48,,,0.9,0.75,0.79,0.9,0.54,0.69,0.63,0.83,0.73,0.81,1.46,0.73,0.88,0.94,0.79,0.75,0.79,1.08,0.63,0.9,0.79,0.63,0.94,1.35,0.71,0.92,0.88,0.71,0.88,0.92,0.73,0.9,0.83,0.77,1.29,1.13,0.65,0.79,0.56,0.46,0.77,,,,
2013,03,06720143,Gateway,"Littleville Elementary School",MTH,47,,,0.91,0.66,0.62,0.4,0.68,0.79,0.83,1.4,0.77,0.89,0.66,0.77,0.17,0.98,0.23,0.19,0.81,1.51,0.72,0.66,0.83,0.96,0.87,0.68,0.45,1.49,0.66,0.72,0.89,0.74,0.43,0.74,1.47,0.66,0.66,0.4,,,,,,,,,
2013,04,06720143,Gateway,"Littleville Elementary School",ELA,52,6.17,5.85,0.69,0.83,0.81,0.85,0.81,0.88,1.85,0.73,0.63,0.81,0.65,0.83,1.5,0.79,0.71,0.83,0.81,0.67,0.79,0.9,0.9,0.69,0.69,0.81,0.79,0.75,0.73,0.63,1.52,0.67,0.75,0.77,0.69,0.81,0.85,0.85,0.56,0.87,0.83,1.19,,,,,
2013,04,06720143,Gateway,"Littleville Elementary School",MTH,52,,,0.88,0.71,0.94,0.62,0.87,0.96,1.67,0.83,0.54,0.85,0.67,0.77,1,0.73,0.69,0.85,0.56,0.52,0.5,0.56,1.35,0.92,0.6,0.9,0.52,0.65,0.69,0.85,0.98,1.75,0.96,0.87,0.71,0.38,0.81,0.85,1.87,0.81,0.92,0.69,0.71,0.63,,,
2013,07,06720405,Gateway,"Gateway Regional Junior High School",ELA,66,5.52,5.56,0.62,0.82,0.91,0.73,0.83,0.53,0.88,2.21,0.83,0.73,0.58,0.76,0.71,1.55,0.92,0.92,0.82,0.59,0.85,0.7,0.77,0.45,1.52,0.76,0.74,0.68,0.79,0.86,0.67,0.76,0.56,0.73,0.76,1.86,0.62,0.64,0.65,0.7,0.79,0.58,,,,,
2013,07,06720405,Gateway,"Gateway Regional Junior High School",MTH,67,,,0.85,0.79,0.63,0.63,0.39,0.84,2.61,0.66,0.69,0.64,0.79,0.54,0.72,0.73,0.57,0.31,0.33,0.66,0.78,0.57,1.37,0.69,0.72,0.48,0.46,0.33,0.9,0.46,0.88,0.55,1.76,0.88,0.79,0.84,0.91,0.42,0.61,0.66,0.82,2.24,0.82,0.72,,,
2013,08,06720405,Gateway,"Gateway Regional Junior High School",ELA,77,,,0.75,0.83,0.84,0.56,0.86,0.58,0.9,2.22,0.74,0.73,0.75,0.87,0.88,0.96,0.66,0.82,0.61,0.77,2.1,0.82,0.74,0.82,0.82,2.06,0.78,0.9,0.99,0.84,0.9,0.73,0.91,0.91,0.7,0.91,2.56,0.96,0.7,0.66,0.65,0.71,,,,,
2013,08,06720405,Gateway,"Gateway Regional Junior High School",MTH,78,,,0.82,0.56,0.77,0.42,0.46,0.83,0.76,0.28,0.54,0.65,1.56,0.87,0.73,0.94,0.79,0.56,0.71,0.4,0.72,2.63,0.58,0.56,0.53,0.82,0.27,0.82,0.63,1.04,0.76,0.68,0.5,0.88,0.72,0.67,0.9,0.94,0.6,0.38,0.9,0.9,0.28,1.46,,,
2013,08,06720405,Gateway,"Gateway Regional Junior High School",SCI,78,,,0.92,0.74,0.87,0.59,0.63,0.58,0.47,0.83,2.36,2.24,0.77,0.82,0.81,0.32,0.69,0.79,0.94,0.41,0.44,0.6,0.72,0.82,0.9,0.86,0.49,0.46,0.95,0.4,0.51,0.82,0.69,0.79,0.94,0.27,0.91,0.86,0.69,0.46,0.38,0.49,1.6,1.86,,,
2013,05,06720410,Gateway,"Gateway Regional Middle School",ELA,87,,,0.61,0.77,0.67,0.54,0.84,0.68,1.26,0.78,0.72,0.49,0.62,0.61,0.75,0.83,0.78,0.89,0.8,2.06,0.82,0.67,0.53,0.66,0.83,2.08,0.91,0.64,0.85,0.8,0.33,0.66,0.89,0.83,0.71,0.78,1.84,0.47,0.59,0.86,0.69,0.76,,,,,
2013,05,06720410,Gateway,"Gateway Regional Middle School",MTH,87,,,0.84,0.63,0.66,0.47,1.6,0.76,0.78,0.54,0.46,0.69,0.77,0.86,0.8,0.74,0.68,0.83,0.54,0.69,1.29,0.49,0.4,0.93,0.61,0.68,0.78,0.93,0.45,0.89,0.7,0.82,0.53,1.63,0.36,0.8,0.69,0.63,0.89,0.75,0.38,0.45,0.44,1.93,,,
2013,05,06720410,Gateway,"Gateway Regional Middle School",SCI,87,,,0.62,0.23,0.62,0.67,0.87,0.6,0.72,0.59,0.86,1.63,0.44,0.68,0.77,0.79,0.52,0.71,0.69,0.49,0.53,0.64,1.85,0.84,0.91,0.63,0.63,0.7,0.82,0.38,0.68,1.32,0.89,0.85,0.53,0.77,0.92,0.63,0.93,0.75,0.91,0.89,0.77,1.77,,,
2013,06,06720410,Gateway,"Gateway Regional Middle School",ELA,74,,,0.97,0.72,0.95,0.92,0.86,2.45,0.82,0.66,0.96,0.77,0.82,0.74,2.01,0.76,0.8,0.78,0.82,0.97,0.85,0.91,0.7,0.85,0.78,2.04,0.91,0.51,0.86,0.51,0.59,0.89,0.58,0.55,0.73,0.86,1.84,0.78,0.59,0.68,0.92,0.68,,,,,
2013,06,06720410,Gateway,"Gateway Regional Middle School",MTH,73,,,0.42,0.63,0.75,0.86,0.64,0.68,0.92,0.74,0.38,0.63,1.92,0.33,0.51,0.71,0.9,0.9,0.44,2.9,0.86,0.52,0.66,0.85,0.7,0.93,0.68,2.64,0.92,0.93,0.71,0.92,0.92,0.89,0.63,0.74,0.63,0.55,0.27,0.45,0.71,0.74,0.47,1.56,,,
2013,10,06720505,Gateway,"Gateway Regional High",ELA,73,7.55,7.4,0.95,0.97,0.97,0.78,0.96,0.9,0.92,0.9,2.55,0.82,0.75,0.86,0.79,0.82,0.82,0.68,0.78,2.63,0.85,0.93,0.89,0.82,0.81,0.86,0.77,0.85,2.74,0.9,0.85,0.78,0.81,0.78,0.92,0.9,2.99,0.86,0.75,0.86,0.99,0.81,,,,,
2013,10,06720505,Gateway,"Gateway Regional High",MTH,72,,,0.89,0.71,0.71,0.64,0.76,0.78,0.9,0.81,0.72,0.89,0.64,0.68,0.74,0.71,0.75,0.56,3.33,0.79,0.61,2.28,2.65,0.9,0.82,0.71,0.54,0.79,0.63,0.83,0.65,0.79,3.33,0.76,0.81,0.89,0.28,0.75,0.49,0.78,0.83,0.58,3.01,2.32,,,
2013,HS,06720505,Gateway,"Gateway Regional High",BIO,20,,,0.95,1,1,1,1,0.75,0.8,0.8,0.7,0.55,0.8,2.5,0.95,0.95,0.9,0.7,1,0.9,0.85,0.55,1,1,1.7,0.7,0.8,0.7,0.75,0.95,0.95,0.6,1,2.45,0.9,0.95,1,0.8,1,0.7,0.7,0.8,0.95,0.8,1,3.1,3.25
2013,HS,06720505,Gateway,"Gateway Regional High",TEC,36,,,0.61,0.83,0.64,0.69,0.31,0.53,0.44,0.92,0.78,0.81,2.81,0.78,0.94,0.72,0.53,0.47,0.83,0.86,0.86,0.75,0.89,0.69,1.58,0.78,0.97,0.86,0.53,0.81,0.5,0.83,0.92,0.81,0.97,0.81,0.53,0.75,0.86,0.89,0.89,0.89,0.97,0.81,0.97,1.75,1.36
2013,03,06730005,Groton-Dunstable,"Swallow/Union School",ELA,77,,,0.91,0.99,0.83,0.95,0.75,0.87,0.86,0.94,0.91,0.86,1.94,0.83,0.95,0.97,0.97,0.87,0.83,1.31,0.84,0.99,0.82,0.83,0.99,1.64,0.88,0.97,0.95,0.79,0.94,0.96,0.74,0.95,0.83,0.92,1.36,1.55,0.88,0.83,0.69,0.73,0.95,,,,
2013,03,06730005,Groton-Dunstable,"Swallow/Union School",MTH,77,,,0.96,0.91,0.73,0.87,0.79,0.9,0.86,1.75,0.86,0.96,0.66,0.78,0.3,0.9,0.23,0.43,0.97,1.66,0.91,0.84,0.81,0.95,0.87,0.91,0.94,1.39,0.71,0.94,0.96,0.79,0.77,0.94,1.65,0.75,0.87,0.64,,,,,,,,,
2013,04,06730005,Groton-Dunstable,"Swallow/Union School",ELA,64,7.03,6.59,0.86,0.89,0.91,0.86,0.95,0.98,2.38,0.88,0.92,0.83,0.81,0.8,2.31,0.84,0.8,0.95,0.92,0.86,0.94,0.97,0.91,0.73,0.92,0.92,0.8,0.88,0.97,0.8,2.3,0.81,0.84,0.89,0.73,0.72,0.92,0.84,0.73,1,0.95,2.13,,,,,
2013,04,06730005,Groton-Dunstable,"Swallow/Union School",MTH,64,,,0.97,0.97,0.98,0.78,0.97,0.95,2.17,0.84,0.72,0.95,0.77,0.84,1,0.75,0.78,0.97,0.66,0.89,0.66,0.72,2.72,0.89,0.78,0.94,0.8,0.81,0.75,0.89,0.98,2.95,0.97,0.91,0.81,0.67,0.88,0.91,2.61,0.92,0.95,0.77,0.88,0.81,,,
2013,03,06730010,Groton-Dunstable,"Florence Roche School",ELA,109,,,0.88,0.94,0.84,0.96,0.76,0.94,0.83,0.94,0.93,0.84,1.58,0.87,0.95,0.99,0.92,0.89,0.68,1.08,0.84,0.95,0.85,0.85,0.93,1.57,0.89,0.96,0.95,0.88,0.98,0.95,0.77,0.91,0.82,0.94,1.29,1.24,0.75,0.84,0.7,0.68,0.96,,,,
2013,03,06730010,Groton-Dunstable,"Florence Roche School",MTH,109,,,0.96,0.83,0.65,0.75,0.73,0.86,0.83,1.47,0.92,0.89,0.66,0.74,0.13,0.91,0.33,0.36,0.98,1.49,0.9,0.71,0.81,0.94,0.82,0.81,0.84,1.1,0.57,0.81,0.89,0.81,0.76,0.9,1.34,0.81,0.84,0.58,,,,,,,,,
2013,04,06730010,Groton-Dunstable,"Florence Roche School",ELA,128,7.32,6.8,0.85,0.91,0.95,0.86,0.9,0.95,2.2,0.9,0.85,0.91,0.8,0.8,2.11,0.77,0.76,0.91,0.9,0.88,0.92,0.97,0.95,0.86,0.88,0.92,0.84,0.84,0.9,0.83,2.26,0.81,0.91,0.92,0.88,0.79,0.94,0.85,0.77,0.89,0.9,2.1,,,,,
2013,04,06730010,Groton-Dunstable,"Florence Roche School",MTH,128,,,0.95,0.84,0.99,0.8,0.91,0.9,2.33,0.92,0.75,0.91,0.85,0.81,1,0.85,0.77,0.91,0.48,0.8,0.65,0.77,2.41,0.92,0.91,0.97,0.84,0.74,0.73,0.94,0.96,2.71,0.97,0.88,0.8,0.68,0.84,0.86,2.38,0.93,0.98,0.77,0.86,0.91,,,
2013,05,06730305,Groton-Dunstable,"Groton Dunstable Regional Middle",ELA,201,,,0.81,0.92,0.84,0.63,0.91,0.91,1.93,0.94,0.85,0.65,0.74,0.66,0.78,0.96,0.84,0.89,0.89,2.63,0.97,0.77,0.7,0.73,0.91,2.31,0.93,0.72,0.93,0.86,0.65,0.82,0.92,0.91,0.8,0.85,2.36,0.7,0.69,0.94,0.89,0.89,,,,,
2013,05,06730305,Groton-Dunstable,"Groton Dunstable Regional Middle",MTH,202,,,0.98,0.77,0.91,0.69,2.51,0.76,0.95,0.71,0.48,0.7,0.92,0.93,0.72,0.88,0.72,0.87,0.85,0.86,2.58,0.65,0.69,0.74,0.85,0.85,0.86,1,0.74,0.95,0.82,0.94,0.68,2.76,0.69,0.96,0.8,0.88,0.71,0.84,0.65,0.77,0.82,2.78,,,
2013,05,06730305,Groton-Dunstable,"Groton Dunstable Regional Middle",SCI,202,,,0.91,0.8,0.8,0.88,0.96,0.76,0.93,0.68,0.98,2.47,0.57,0.88,0.88,0.92,0.61,0.89,0.73,0.66,0.76,0.77,2.51,0.97,0.96,0.74,0.81,0.87,0.85,0.62,0.82,1.81,0.97,0.97,0.76,0.91,0.96,0.82,0.99,0.85,0.95,0.95,0.87,3.24,,,
