adminyear,grade,org_code,DistrictName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2009,06,02070000,Newton,Black,42,42,,,,,,42,42,,,,,,,,,,,,,100,100,
2009,06,02070000,Newton,Asian,130,124,1,,,5,,131,124,1,,,6,,,,,,,,,100,100,
2009,06,02070000,Newton,Hispanic/Latino,40,39,1,,,,,40,39,1,,,,,,,,,,,,100,100,
2009,06,02070000,Newton,White,587,576,11,,,,,587,575,12,,,,,,,,,,,,100,100,
2009,06,02070000,Newton,Multi-race,41,41,,,,,,41,41,,,,,,,,,,,,,100,100,
2009,06,02070000,Newton,"LEP/Formerly LEP",64,58,1,,,5,,65,58,1,,,6,,,,,,,,,100,100,
2009,06,02070000,Newton,"Special Ed",168,155,13,,,,,168,154,14,,,,,,,,,,,,100,100,
2009,07,02070000,Newton,"All Students",851,818,13,8,3,9,,853,819,16,4,3,11,,,,,,,,,99,99,
2009,07,02070000,Newton,"Low Income",91,85,3,1,1,1,,92,86,4,,1,1,,,,,,,,,98,99,
2009,07,02070000,Newton,Black,44,42,2,,,,,44,43,1,,,,,,,,,,,,100,100,
2009,07,02070000,Newton,Asian,105,94,3,1,,7,,108,95,3,1,,9,,,,,,,,,99,99,
2009,07,02070000,Newton,Hispanic/Latino,49,46,2,,,1,,49,45,3,,,1,,,,,,,,,100,100,
2009,07,02070000,Newton,White,606,590,6,6,3,1,,607,591,9,3,3,1,,,,,,,,,99,99,
2009,07,02070000,Newton,Multi-race,42,41,,1,,,,42,42,,,,,,,,,,,,,98,100,
2009,07,02070000,Newton,"LEP/Formerly LEP",55,45,,1,,9,,58,45,2,,,11,,,,,,,,,98,100,
2009,07,02070000,Newton,"Special Ed",183,165,13,2,3,,,183,163,16,2,2,,,,,,,,,,97,98,
2009,08,02070000,Newton,"All Students",814,797,7,3,5,2,,815,793,13,2,5,2,,815,802,4,4,3,2,,99,99,99
2009,08,02070000,Newton,"Low Income",72,69,1,,1,1,,72,69,2,,,1,,72,70,,1,,1,,99,100,99
2009,08,02070000,Newton,Black,43,42,1,,,,,43,41,1,,1,,,43,43,,,,,,100,98,100
2009,08,02070000,Newton,Asian,125,124,1,,,,,125,123,2,,,,,125,124,1,,,,,100,100,100
2009,08,02070000,Newton,Hispanic/Latino,39,39,,,,,,39,39,,,,,,39,39,,,,,,100,100,100
2009,08,02070000,Newton,White,555,541,4,3,5,2,,556,539,9,2,4,2,,556,544,3,4,3,2,,99,99,99
2009,08,02070000,Newton,Multi-race,51,50,1,,,,,51,50,1,,,,,51,51,,,,,,100,100,100
2009,08,02070000,Newton,"LEP/Formerly LEP",52,50,,,,2,,52,50,,,,2,,52,50,,,,2,,100,100,100
2009,08,02070000,Newton,"Special Ed",180,170,7,2,1,,,180,164,13,1,2,,,180,173,4,2,1,,,98,98,98
2009,10,02070000,Newton,"All Students",908,879,4,2,4,9,,909,875,3,10,3,9,,905,819,5,7,1,7,66,99,99,99
2009,10,02070000,Newton,"Low Income",95,87,,1,1,4,,95,86,,3,,4,,95,78,1,,1,2,13,98,97,99
2009,10,02070000,Newton,Black,53,50,,,,1,,53,49,,1,,1,,52,42,,,,1,9,100,98,100
2009,10,02070000,Newton,Asian,115,111,,,,4,,115,111,,,,4,,114,101,,,,2,11,100,100,100
2009,10,02070000,Newton,Hispanic/Latino,48,46,,1,,,,49,47,,1,,,,49,35,,,,,14,98,98,100
2009,10,02070000,Newton,White,656,637,4,1,3,4,,656,633,3,7,3,4,,655,606,5,7,1,4,32,99,98,99
2009,10,02070000,Newton,Multi-race,36,35,,,1,,,36,35,,1,,,,35,35,,,,,,97,97,100
2009,10,02070000,Newton,"LEP/Formerly LEP",41,32,,,,9,,42,33,,,,9,,42,28,,1,,7,6,100,100,98
2009,10,02070000,Newton,"Special Ed",219,202,4,2,1,,,219,201,3,5,1,,,221,187,5,6,1,,22,99,97,97
2009,03,02080000,Norfolk,"All Students",148,147,1,,,,,147,146,1,,,,,,,,,,,,100,100,
2009,03,02080000,Norfolk,White,139,138,1,,,,,138,137,1,,,,,,,,,,,,100,100,
2009,03,02080000,Norfolk,"Special Ed",39,38,1,,,,,39,38,1,,,,,,,,,,,,100,100,
2009,04,02080000,Norfolk,"All Students",133,131,2,,,,,133,131,2,,,,,,,,,,,,100,100,
2009,04,02080000,Norfolk,White,129,127,2,,,,,129,127,2,,,,,,,,,,,,100,100,
2009,04,02080000,Norfolk,"Special Ed",23,21,2,,,,,23,21,2,,,,,,,,,,,,100,100,
2009,05,02080000,Norfolk,"All Students",165,163,2,,,,,165,163,2,,,,,165,163,2,,,,,100,100,100
2009,05,02080000,Norfolk,White,159,157,2,,,,,159,157,2,,,,,159,157,2,,,,,100,100,100
2009,05,02080000,Norfolk,"Special Ed",19,17,2,,,,,19,17,2,,,,,19,17,2,,,,,100,100,100
2009,06,02080000,Norfolk,"All Students",122,121,,,1,,,122,122,,,,,,,,,,,,,99,100,
2009,06,02080000,Norfolk,White,112,111,,,1,,,112,112,,,,,,,,,,,,,99,100,
2009,06,02080000,Norfolk,"Special Ed",13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2009,03,02090000,"North Adams","All Students",115,98,13,4,,,,115,99,12,4,,,,,,,,,,,97,97,
2009,03,02090000,"North Adams","Low Income",64,53,9,2,,,,64,54,8,2,,,,,,,,,,,97,97,
2009,03,02090000,"North Adams",White,99,86,10,3,,,,99,87,9,3,,,,,,,,,,,97,97,
2009,03,02090000,"North Adams","Special Ed",31,15,13,3,,,,31,16,12,3,,,,,,,,,,,90,90,
2009,04,02090000,"North Adams","All Students",121,110,9,1,1,,,120,109,9,1,1,,,,,,,,,,98,98,
2009,04,02090000,"North Adams","Low Income",72,61,9,1,1,,,72,61,9,1,1,,,,,,,,,,97,97,
2009,04,02090000,"North Adams",White,107,98,7,1,1,,,106,97,7,1,1,,,,,,,,,,98,98,
2009,04,02090000,"North Adams","Special Ed",24,14,9,,1,,,24,15,9,,,,,,,,,,,,96,100,
2009,05,02090000,"North Adams","All Students",126,113,11,2,,,,126,113,10,3,,,,126,113,10,3,,,,98,98,98
2009,05,02090000,"North Adams","Low Income",66,57,7,2,,,,66,56,7,3,,,,66,56,7,3,,,,97,95,95
2009,05,02090000,"North Adams",White,109,98,9,2,,,,109,98,8,3,,,,109,98,8,3,,,,98,97,97
2009,05,02090000,"North Adams","Special Ed",32,21,11,,,,,32,22,10,,,,,32,22,10,,,,,100,100,100
2009,06,02090000,"North Adams","All Students",110,99,8,3,,,,110,98,10,2,,,,,,,,,,,97,98,
2009,06,02090000,"North Adams","Low Income",71,62,6,3,,,,71,62,7,2,,,,,,,,,,,96,97,
2009,06,02090000,"North Adams",White,92,82,7,3,,,,92,81,9,2,,,,,,,,,,,97,98,
2009,06,02090000,"North Adams","Special Ed",23,14,8,1,,,,23,12,10,1,,,,,,,,,,,96,96,
2009,07,02090000,"North Adams","All Students",111,100,5,5,1,,,112,103,6,2,1,,,,,,,,,,95,97,
2009,07,02090000,"North Adams","Low Income",64,55,5,3,1,,,65,57,6,1,1,,,,,,,,,,94,97,
2009,07,02090000,"North Adams",Hispanic/Latino,12,11,,1,,,,12,11,,1,,,,,,,,,,,92,92,
2009,07,02090000,"North Adams",White,90,80,5,4,1,,,90,82,6,1,1,,,,,,,,,,94,98,
2009,07,02090000,"North Adams","Special Ed",28,21,5,2,,,,28,21,6,1,,,,,,,,,,,93,96,
2009,08,02090000,"North Adams","All Students",116,112,4,,,,,117,103,6,8,,,,117,107,3,7,,,,100,93,94
2009,08,02090000,"North Adams","Low Income",72,69,3,,,,,72,60,5,7,,,,72,65,2,5,,,,100,90,93
2009,08,02090000,"North Adams",Hispanic/Latino,10,10,,,,,,10,7,1,2,,,,10,8,,2,,,,100,80,80
2009,08,02090000,"North Adams",White,91,88,3,,,,,91,82,4,5,,,,91,83,3,5,,,,100,95,95
2009,08,02090000,"North Adams","Special Ed",29,25,4,,,,,29,17,6,6,,,,29,21,3,5,,,,100,79,83
2009,10,02090000,"North Adams","All Students",111,107,3,,1,,,111,104,3,1,3,,,111,87,3,3,3,,15,99,96,95
2009,10,02090000,"North Adams","Low Income",55,51,3,,1,,,55,49,3,1,2,,,55,39,3,2,3,,8,98,95,91
2009,10,02090000,"North Adams",White,101,97,3,,1,,,101,94,3,1,3,,,101,80,3,3,2,,13,99,96,95
2009,10,02090000,"North Adams","Special Ed",28,24,3,,1,,,28,22,3,1,2,,,28,15,3,2,1,,7,96,89,89
2009,03,02100000,Northampton,"All Students",208,202,5,1,,,,207,201,5,,1,,,,,,,,,,100,100,
2009,03,02100000,Northampton,"Low Income",64,59,4,1,,,,64,59,4,,1,,,,,,,,,,98,98,
2009,03,02100000,Northampton,Asian,12,11,1,,,,,12,11,1,,,,,,,,,,,,100,100,
2009,03,02100000,Northampton,Hispanic/Latino,27,25,1,1,,,,26,24,1,,1,,,,,,,,,,96,96,
2009,03,02100000,Northampton,White,149,149,,,,,,149,149,,,,,,,,,,,,,100,100,
2009,03,02100000,Northampton,Multi-race,13,11,2,,,,,13,11,2,,,,,,,,,,,,100,100,
2009,03,02100000,Northampton,"Special Ed",48,42,5,1,,,,48,43,5,,,,,,,,,,,,98,100,
2009,04,02100000,Northampton,"All Students",228,220,6,1,,1,,228,220,6,1,,1,,,,,,,,,100,100,
2009,04,02100000,Northampton,"Low Income",76,71,4,,,1,,76,71,4,,,1,,,,,,,,,100,100,
2009,04,02100000,Northampton,Black,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,04,02100000,Northampton,Hispanic/Latino,38,36,2,,,,,38,36,2,,,,,,,,,,,,100,100,
2009,04,02100000,Northampton,White,161,156,4,1,,,,161,156,4,1,,,,,,,,,,,99,99,
2009,04,02100000,Northampton,Multi-race,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2009,04,02100000,Northampton,"LEP/Formerly LEP",13,12,,,,1,,13,12,,,,1,,,,,,,,,100,100,
2009,04,02100000,Northampton,"Special Ed",66,60,6,,,,,66,60,6,,,,,,,,,,,,100,100,
2009,05,02100000,Northampton,"All Students",209,196,8,2,2,1,,209,199,8,1,,1,,210,199,8,2,,1,,98,100,99
2009,05,02100000,Northampton,"Low Income",77,70,4,2,1,,,77,72,4,1,,,,78,73,4,1,,,,96,99,99
2009,05,02100000,Northampton,Hispanic/Latino,35,32,2,,,1,,34,31,2,,,1,,35,32,2,,,1,,100,100,100
2009,05,02100000,Northampton,White,156,148,6,,2,,,156,150,6,,,,,156,149,6,1,,,,99,100,99
2009,05,02100000,Northampton,"Special Ed",75,65,8,1,1,,,74,65,8,1,,,,75,65,8,2,,,,97,99,97
2009,06,02100000,Northampton,"All Students",202,201,1,,,,,203,202,1,,,,,,,,,,,,100,100,
2009,06,02100000,Northampton,"Low Income",64,64,,,,,,64,64,,,,,,,,,,,,,100,100,
2009,06,02100000,Northampton,Asian,9,,,,,,,10,10,,,,,,,,,,,,,,100,
2009,06,02100000,Northampton,Hispanic/Latino,25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2009,06,02100000,Northampton,White,155,154,1,,,,,155,154,1,,,,,,,,,,,,100,100,
2009,06,02100000,Northampton,"Special Ed",43,42,1,,,,,43,42,1,,,,,,,,,,,,100,100,
2009,07,02100000,Northampton,"All Students",208,196,8,3,1,,,209,200,9,,,,,,,,,,,,98,100,
2009,07,02100000,Northampton,"Low Income",61,54,4,2,1,,,61,57,4,,,,,,,,,,,,95,100,
2009,07,02100000,Northampton,Hispanic/Latino,28,26,1,1,,,,28,27,1,,,,,,,,,,,,96,100,
2009,07,02100000,Northampton,White,159,152,6,1,,,,160,153,7,,,,,,,,,,,,99,100,
2009,07,02100000,Northampton,"Special Ed",55,46,8,1,,,,55,46,9,,,,,,,,,,,,98,100,
2009,08,02100000,Northampton,"All Students",236,232,3,,,1,,237,230,4,1,1,1,,237,231,3,1,1,1,,100,99,99
2009,08,02100000,Northampton,"Low Income",75,72,3,,,,,75,71,4,,,,,75,72,3,,,,,100,100,100
2009,08,02100000,Northampton,Asian,11,10,,,,1,,12,11,,,,1,,12,11,,,,1,,100,100,100
2009,08,02100000,Northampton,Hispanic/Latino,28,26,2,,,,,28,26,2,,,,,28,26,2,,,,,100,100,100
2009,08,02100000,Northampton,White,183,182,1,,,,,183,179,2,1,1,,,183,180,1,1,1,,,100,99,99
2009,08,02100000,Northampton,"Special Ed",56,53,3,,,,,57,52,4,1,,,,57,53,3,1,,,,100,98,98
2009,10,02100000,Northampton,"All Students",272,246,3,6,,2,,271,251,3,4,,2,,273,215,3,2,,2,51,98,98,99
2009,10,02100000,Northampton,"Low Income",57,42,1,3,,,,56,45,1,1,,,,57,37,1,1,,,18,93,98,98
2009,10,02100000,Northampton,Asian,11,8,,,,2,,11,8,,,,2,,12,7,,,,2,3,100,100,100
2009,10,02100000,Northampton,Hispanic/Latino,41,31,1,3,,,,40,31,1,2,,,,42,26,1,1,,,14,91,94,98
2009,10,02100000,Northampton,White,200,188,2,3,,,,200,193,2,1,,,,199,169,2,1,,,27,98,99,99
2009,10,02100000,Northampton,Multi-race,11,11,,,,,,11,11,,,,,,11,7,,,,,4,100,100,100
2009,10,02100000,Northampton,"Special Ed",49,36,3,5,,,,48,39,3,3,,,,49,24,3,2,,,20,89,93,96
2009,03,02110000,"North Andover","All Students",374,368,3,3,,,,374,368,3,3,,,,,,,,,,,99,99,
2009,03,02110000,"North Andover","Low Income",35,35,,,,,,35,35,,,,,,,,,,,,,100,100,
2009,03,02110000,"North Andover",Asian,27,27,,,,,,27,27,,,,,,,,,,,,,100,100,
2009,03,02110000,"North Andover",Hispanic/Latino,23,22,,1,,,,23,22,,1,,,,,,,,,,,96,96,
2009,03,02110000,"North Andover",White,310,305,3,2,,,,310,305,3,2,,,,,,,,,,,99,99,
2009,03,02110000,"North Andover","LEP/Formerly LEP",18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2009,03,02110000,"North Andover","Special Ed",56,51,3,2,,,,56,51,3,2,,,,,,,,,,,96,96,
2009,04,02110000,"North Andover","All Students",359,352,6,,1,,,359,353,6,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover","Low Income",40,40,,,,,,40,40,,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover",Asian,25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover",Hispanic/Latino,26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover",White,290,284,5,,1,,,290,285,5,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover",Multi-race,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover","LEP/Formerly LEP",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2009,04,02110000,"North Andover","Special Ed",52,45,6,,1,,,52,46,6,,,,,,,,,,,,98,100,
2009,05,02110000,"North Andover","All Students",354,345,7,1,1,,,354,343,10,,1,,,354,346,7,,1,,,99,100,100
2009,05,02110000,"North Andover","Low Income",35,35,,,,,,35,31,3,,1,,,35,34,,,1,,,100,97,97
2009,05,02110000,"North Andover",Asian,24,24,,,,,,24,24,,,,,,24,24,,,,,,100,100,100
2009,05,02110000,"North Andover",Hispanic/Latino,19,19,,,,,,19,17,2,,,,,19,19,,,,,,100,100,100
2009,05,02110000,"North Andover",White,305,296,7,1,1,,,305,296,8,,1,,,305,297,7,,1,,,99,100,100
2009,05,02110000,"North Andover","Special Ed",65,58,7,,,,,65,55,10,,,,,65,58,7,,,,,100,100,100
2009,06,02110000,"North Andover","All Students",379,367,4,5,1,2,,379,364,6,5,2,2,,,,,,,,,98,98,
2009,06,02110000,"North Andover","Low Income",53,50,1,,,2,,53,49,1,,1,2,,,,,,,,,100,98,
2009,06,02110000,"North Andover",Asian,20,19,1,,,,,20,19,1,,,,,,,,,,,,100,100,
2009,06,02110000,"North Andover",Hispanic/Latino,18,17,,1,,,,18,17,,1,,,,,,,,,,,94,94,
2009,06,02110000,"North Andover",White,327,319,3,4,1,,,327,316,5,4,2,,,,,,,,,,98,98,
2009,06,02110000,"North Andover","Special Ed",60,51,4,5,,,,60,48,6,5,1,,,,,,,,,,92,90,
2009,07,02110000,"North Andover","All Students",353,349,2,,1,1,,353,349,2,,1,1,,,,,,,,,100,100,
2009,07,02110000,"North Andover","Low Income",36,34,,,1,1,,36,34,,,1,1,,,,,,,,,97,97,
2009,07,02110000,"North Andover",Asian,22,20,1,,,1,,22,20,1,,,1,,,,,,,,,100,100,
2009,07,02110000,"North Andover",Hispanic/Latino,19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2009,07,02110000,"North Andover",White,306,304,1,,1,,,306,304,1,,1,,,,,,,,,,100,100,
2009,07,02110000,"North Andover","Special Ed",47,44,2,,1,,,47,44,2,,1,,,,,,,,,,98,98,
2009,08,02110000,"North Andover","All Students",355,349,3,1,2,,,354,348,3,1,2,,,354,348,3,1,2,,,99,99,99
2009,08,02110000,"North Andover","Low Income",32,32,,,,,,31,31,,,,,,31,31,,,,,,100,100,100
2009,08,02110000,"North Andover",Asian,18,18,,,,,,18,18,,,,,,18,18,,,,,,100,100,100
2009,08,02110000,"North Andover",Hispanic/Latino,16,16,,,,,,15,15,,,,,,15,15,,,,,,100,100,100
2009,08,02110000,"North Andover",White,318,312,3,1,2,,,318,312,3,1,2,,,318,312,3,1,2,,,99,99,99
2009,08,02110000,"North Andover","Special Ed",52,48,3,1,,,,51,47,3,1,,,,51,47,3,1,,,,98,98,98
2009,10,02110000,"North Andover","All Students",326,314,2,5,1,,,325,312,2,3,1,,,325,276,2,14,1,,32,98,99,95
2009,10,02110000,"North Andover","Low Income",22,22,,,,,,22,21,,,,,,22,16,,2,,,4,100,100,91
2009,10,02110000,"North Andover",Asian,23,23,,,,,,23,23,,,,,,23,19,,1,,,3,100,100,96
2009,10,02110000,"North Andover",Hispanic/Latino,14,12,,1,,,,14,12,,,,,,14,11,,1,,,2,92,100,93
2009,10,02110000,"North Andover",White,275,266,2,3,1,,,274,265,2,2,1,,,274,237,2,10,1,,24,99,99,96
2009,10,02110000,"North Andover","Special Ed",38,34,2,,,,,38,34,2,,,,,38,27,2,5,,,4,100,100,87
2009,03,02120000,"North Attleborough","All Students",404,391,11,1,1,,,405,393,8,,4,,,,,,,,,,100,99,
2009,03,02120000,"North Attleborough","Low Income",46,41,4,,1,,,46,43,2,,1,,,,,,,,,,98,98,
2009,03,02120000,"North Attleborough",Asian,15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2009,03,02120000,"North Attleborough",Hispanic/Latino,14,12,1,,1,,,15,13,1,,1,,,,,,,,,,93,93,
2009,03,02120000,"North Attleborough",White,360,349,10,1,,,,360,350,7,,3,,,,,,,,,,100,99,
2009,03,02120000,"North Attleborough","LEP/Formerly LEP",10,9,1,,,,,10,9,1,,,,,,,,,,,,100,100,
2009,03,02120000,"North Attleborough","Special Ed",56,44,11,,1,,,56,45,8,,3,,,,,,,,,,98,95,
2009,04,02120000,"North Attleborough","All Students",369,356,11,2,,,,369,357,11,1,,,,,,,,,,,99,100,
2009,04,02120000,"North Attleborough","Low Income",56,53,3,,,,,56,53,3,,,,,,,,,,,,100,100,
2009,04,02120000,"North Attleborough",Asian,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,04,02120000,"North Attleborough",White,332,320,10,2,,,,332,321,10,1,,,,,,,,,,,99,100,
2009,04,02120000,"North Attleborough","Special Ed",72,59,11,2,,,,72,60,11,1,,,,,,,,,,,97,99,
2009,05,02120000,"North Attleborough","All Students",380,366,13,,1,,,380,372,8,,,,,380,374,6,,,,,100,100,100
2009,05,02120000,"North Attleborough","Low Income",51,46,5,,,,,51,48,3,,,,,51,48,3,,,,,100,100,100
2009,05,02120000,"North Attleborough",Asian,13,13,,,,,,13,13,,,,,,13,13,,,,,,100,100,100
2009,05,02120000,"North Attleborough",White,348,337,10,,1,,,348,342,6,,,,,348,344,4,,,,,100,100,100
2009,05,02120000,"North Attleborough","Special Ed",79,66,13,,,,,79,71,8,,,,,79,73,6,,,,,100,100,100
2009,06,02120000,"North Attleborough","All Students",413,395,17,,1,,,414,395,18,,1,,,,,,,,,,100,100,
2009,06,02120000,"North Attleborough","Low Income",43,40,3,,,,,44,40,4,,,,,,,,,,,,100,100,
2009,06,02120000,"North Attleborough",Black,9,,,,,,,10,9,1,,,,,,,,,,,,,100,
2009,06,02120000,"North Attleborough",Asian,15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2009,06,02120000,"North Attleborough",White,374,356,17,,1,,,374,356,17,,1,,,,,,,,,,100,100,
2009,06,02120000,"North Attleborough","LEP/Formerly LEP",9,,,,,,,10,10,,,,,,,,,,,,,,100,
2009,06,02120000,"North Attleborough","Special Ed",86,69,17,,,,,86,68,18,,,,,,,,,,,,100,100,
2009,07,02120000,"North Attleborough","All Students",397,382,15,,,,,397,381,15,,,1,,,,,,,,,100,100,
2009,07,02120000,"North Attleborough","Low Income",53,50,3,,,,,54,50,3,,,1,,,,,,,,,100,100,
2009,07,02120000,"North Attleborough",Asian,13,12,1,,,,,13,12,1,,,,,,,,,,,,100,100,
2009,07,02120000,"North Attleborough",Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2009,07,02120000,"North Attleborough",White,360,346,14,,,,,359,345,14,,,,,,,,,,,,100,100,
2009,07,02120000,"North Attleborough","Special Ed",84,69,15,,,,,84,69,15,,,,,,,,,,,,100,100,
2009,08,02120000,"North Attleborough","All Students",397,383,12,2,,,,397,384,11,2,,,,397,383,11,3,,,,99,99,99
2009,08,02120000,"North Attleborough","Low Income",45,42,3,,,,,45,42,3,,,,,45,42,3,,,,,100,100,100
2009,08,02120000,"North Attleborough",Asian,12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2009,08,02120000,"North Attleborough",White,368,355,11,2,,,,368,356,10,2,,,,368,355,10,3,,,,99,99,99
2009,08,02120000,"North Attleborough","Special Ed",68,54,12,2,,,,68,55,11,2,,,,68,54,11,3,,,,97,97,96
2009,10,02120000,"North Attleborough","All Students",307,295,4,1,,,,306,296,4,,,,,309,279,4,4,,,22,100,100,99
2009,10,02120000,"North Attleborough","Low Income",33,28,1,,,,,33,29,1,,,,,34,24,1,4,,,5,100,100,88
2009,10,02120000,"North Attleborough",Asian,10,10,,,,,,10,10,,,,,,10,9,,,,,1,100,100,100
2009,10,02120000,"North Attleborough",White,281,271,4,1,,,,280,271,4,,,,,283,258,4,4,,,17,100,100,99
2009,10,02120000,"North Attleborough","Special Ed",40,35,4,,,,,40,35,4,,,,,42,33,4,2,,,3,100,100,95
2009,03,02130000,Northborough,"All Students",195,189,6,,,,,195,190,5,,,,,,,,,,,,100,100,
2009,03,02130000,Northborough,"Low Income",11,10,1,,,,,11,11,,,,,,,,,,,,,100,100,
2009,03,02130000,Northborough,Asian,20,18,2,,,,,21,19,2,,,,,,,,,,,,100,100,
2009,03,02130000,Northborough,White,155,151,4,,,,,155,152,3,,,,,,,,,,,,100,100,
2009,03,02130000,Northborough,Multi-race,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2009,03,02130000,Northborough,"LEP/Formerly LEP",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2009,03,02130000,Northborough,"Special Ed",30,24,6,,,,,30,25,5,,,,,,,,,,,,100,100,
2009,04,02130000,Northborough,"All Students",230,224,2,,4,,,230,225,2,,3,,,,,,,,,,98,99,
2009,04,02130000,Northborough,"Low Income",17,15,,,2,,,17,15,,,2,,,,,,,,,,88,88,
2009,04,02130000,Northborough,Asian,25,24,,,1,,,25,25,,,,,,,,,,,,,96,100,
2009,04,02130000,Northborough,White,192,188,2,,2,,,192,188,2,,2,,,,,,,,,,99,99,
2009,04,02130000,Northborough,"Special Ed",26,23,2,,1,,,26,23,2,,1,,,,,,,,,,96,96,
2009,05,02130000,Northborough,"All Students",233,227,4,1,,1,,233,228,4,,,1,,233,228,3,1,,1,,100,100,100
2009,05,02130000,Northborough,Asian,17,16,1,,,,,18,17,1,,,,,18,17,1,,,,,100,100,100
2009,05,02130000,Northborough,White,201,198,2,1,,,,201,199,2,,,,,201,198,2,1,,,,100,100,100
2009,05,02130000,Northborough,"LEP/Formerly LEP",11,9,1,,,1,,11,9,1,,,1,,11,10,,,,1,,100,100,100
2009,05,02130000,Northborough,"Special Ed",35,31,4,,,,,35,31,4,,,,,35,32,3,,,,,100,100,100
2009,06,02130000,Northborough,"All Students",193,190,1,1,1,,,193,192,1,,,,,,,,,,,,99,100,
2009,06,02130000,Northborough,"Low Income",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2009,06,02130000,Northborough,White,176,174,1,,1,,,177,176,1,,,,,,,,,,,,99,100,
2009,06,02130000,Northborough,"Special Ed",30,28,1,1,,,,30,29,1,,,,,,,,,,,,97,100,
2009,07,02130000,Northborough,"All Students",224,223,1,,,,,224,223,1,,,,,,,,,,,,100,100,
2009,07,02130000,Northborough,"Low Income",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2009,07,02130000,Northborough,Asian,16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2009,07,02130000,Northborough,White,197,196,1,,,,,197,196,1,,,,,,,,,,,,100,100,
2009,07,02130000,Northborough,"Special Ed",26,25,1,,,,,26,25,1,,,,,,,,,,,,100,100,
2009,08,02130000,Northborough,"All Students",203,201,1,,1,,,203,200,1,,2,,,203,200,1,,2,,,100,99,99
2009,08,02130000,Northborough,"Low Income",11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2009,08,02130000,Northborough,Asian,15,15,,,,,,15,15,,,,,,15,15,,,,,,100,100,100
2009,08,02130000,Northborough,White,177,175,1,,1,,,177,174,1,,2,,,177,174,1,,2,,,99,99,99
2009,08,02130000,Northborough,"Special Ed",27,25,1,,1,,,27,26,1,,,,,27,26,1,,,,,96,100,100
2009,03,02140000,Northbridge,"All Students",214,211,3,,,,,215,211,3,1,,,,,,,,,,,100,100,
2009,03,02140000,Northbridge,"Low Income",60,58,2,,,,,60,57,2,1,,,,,,,,,,,100,98,
2009,03,02140000,Northbridge,Hispanic/Latino,13,13,,,,,,14,14,,,,,,,,,,,,,100,100,
2009,03,02140000,Northbridge,White,197,194,3,,,,,197,193,3,1,,,,,,,,,,,100,99,
2009,03,02140000,Northbridge,"Special Ed",37,34,3,,,,,37,34,3,,,,,,,,,,,,100,100,
2009,04,02140000,Northbridge,"All Students",166,166,,,,,,167,167,,,,,,,,,,,,,100,100,
2009,04,02140000,Northbridge,"Low Income",50,50,,,,,,51,51,,,,,,,,,,,,,100,100,
2009,04,02140000,Northbridge,White,153,153,,,,,,153,153,,,,,,,,,,,,,100,100,
2009,04,02140000,Northbridge,"Special Ed",24,24,,,,,,25,25,,,,,,,,,,,,,100,100,
2009,05,02140000,Northbridge,"All Students",192,187,5,,,,,193,187,4,,1,1,,193,188,4,,,1,,100,99,100
2009,05,02140000,Northbridge,"Low Income",42,40,2,,,,,42,41,1,,,,,42,41,1,,,,,100,100,100
2009,05,02140000,Northbridge,White,179,175,4,,,,,179,175,3,,1,,,179,176,3,,,,,100,99,100
2009,05,02140000,Northbridge,"Special Ed",27,22,5,,,,,27,23,4,,,,,27,23,4,,,,,100,100,100
2009,06,02140000,Northbridge,"All Students",206,203,2,,,1,,205,199,3,2,1,,,,,,,,,,100,99,
2009,06,02140000,Northbridge,"Low Income",57,56,1,,,,,57,53,2,1,1,,,,,,,,,,100,96,
2009,06,02140000,Northbridge,White,193,192,1,,,,,192,188,2,1,1,,,,,,,,,,100,99,
