adminyear,grade,org_code,district,SchoolName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,eayp_part_rate,mayp_part_rate,sayp_part_rate
2007,10,04140305,"Berkshire Arts and Technology","Berkshire Arts and Technology Charter School","Low Income",13,13,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,10,04140305,"Berkshire Arts and Technology","Berkshire Arts and Technology Charter School",White,17,17,,,,,,16,16,,,,,,,,,,,,,100,100,
2007,06,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","All Students",102,102,,,,,,102,102,,,,,,,,,,,,,100,100,
2007,06,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","Low Income",78,78,,,,,,78,78,,,,,,,,,,,,,100,100,
2007,06,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School",Black,73,73,,,,,,73,73,,,,,,,,,,,,,100,100,
2007,06,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School",Hispanic/Latino,19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2007,06,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School",White,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,06,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","Special Ed",24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2007,07,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","All Students",65,65,,,,,,65,65,,,,,,,,,,,,,100,100,
2007,07,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","Low Income",54,54,,,,,,54,54,,,,,,,,,,,,,100,100,
2007,07,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School",Black,47,47,,,,,,47,47,,,,,,,,,,,,,100,100,
2007,07,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School",Hispanic/Latino,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2007,08,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","All Students",38,38,,,,,,38,38,,,,,,38,38,,,,,,100,100,100
2007,08,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School","Low Income",24,24,,,,,,24,24,,,,,,24,24,,,,,,100,100,100
2007,08,04160305,"Boston Preparatory Charter Pub","Boston Preparatory Charter Public School",Black,35,35,,,,,,35,35,,,,,,35,35,,,,,,100,100,100
2007,06,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","All Students",76,76,,,,,,75,75,,,,,,,,,,,,,100,100,
2007,06,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","Low Income",10,10,,,,,,9,,,,,,,,,,,,,,100,,
2007,06,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School",Hispanic/Latino,14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2007,06,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School",White,59,59,,,,,,59,59,,,,,,,,,,,,,100,100,
2007,06,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","Special Ed",29,29,,,,,,28,28,,,,,,,,,,,,,100,100,
2007,07,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","All Students",94,93,,1,,,,94,93,,1,,,,,,,,,,,99,99,
2007,07,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","Low Income",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,07,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School",Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,07,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School",White,74,73,,1,,,,74,73,,1,,,,,,,,,,,99,99,
2007,07,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","Special Ed",30,29,,1,,,,30,30,,,,,,,,,,,,,97,100,
2007,08,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","All Students",89,88,1,,,,,89,87,1,,1,,,89,87,1,,1,,,100,99,99
2007,08,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","Low Income",17,17,,,,,,17,17,,,,,,17,17,,,,,,100,100,100
2007,08,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School",White,71,70,1,,,,,71,70,1,,,,,71,70,1,,,,,100,100,100
2007,08,04180305,"Christa McAuliffe Regional Cha","Christa McAuliffe Regional Charter Public School","Special Ed",19,18,1,,,,,19,18,1,,,,,19,18,1,,,,,100,100,100
2007,06,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","All Students",69,68,,1,,,,67,67,,,,,,,,,,,,,99,100,
2007,06,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","Low Income",58,57,,1,,,,57,57,,,,,,,,,,,,,98,100,
2007,06,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School",Black,60,60,,,,,,58,58,,,,,,,,,,,,,100,100,
2007,06,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","Special Ed",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,07,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","All Students",69,68,,1,,,,68,68,,,,,,,,,,,,,99,100,
2007,07,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","Low Income",42,41,,1,,,,41,41,,,,,,,,,,,,,98,100,
2007,07,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School",Black,61,60,,1,,,,60,60,,,,,,,,,,,,,98,100,
2007,07,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","Special Ed",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,08,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","All Students",55,54,,,1,,,55,54,,,1,,,55,53,,1,1,,,98,98,96
2007,08,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School","Low Income",39,38,,,1,,,39,38,,,1,,,39,37,,1,1,,,97,97,95
2007,08,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School",Black,45,44,,,1,,,45,44,,,1,,,45,43,,1,1,,,98,98,96
2007,08,04190305,"Smith Leadership Academy Chart","Smith Leadership Academy Charter Public School",Hispanic/Latino,10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,03,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","All Students",43,43,,,,,,44,44,,,,,,,,,,,,,100,100,
2007,03,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","Low Income",33,33,,,,,,34,34,,,,,,,,,,,,,100,100,
2007,03,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School",Black,32,32,,,,,,32,32,,,,,,,,,,,,,100,100,
2007,04,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","All Students",42,42,,,,,,41,41,,,,,,,,,,,,,100,100,
2007,04,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","Low Income",29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2007,04,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School",Black,37,37,,,,,,36,36,,,,,,,,,,,,,100,100,
2007,05,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","All Students",37,37,,,,,,37,37,,,,,,37,37,,,,,,100,100,100
2007,05,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","Low Income",27,27,,,,,,27,27,,,,,,27,27,,,,,,100,100,100
2007,05,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School",Black,30,30,,,,,,30,30,,,,,,30,30,,,,,,100,100,100
2007,06,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","All Students",26,26,,,,,,26,26,,,,,,,,,,,,,100,100,
2007,06,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School","Low Income",19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2007,06,04200205,"Benjamin Banneker Charter Publ","Benjamin Banneker Charter Public School",Black,22,22,,,,,,22,22,,,,,,,,,,,,,100,100,
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","All Students",447,435,6,,2,4,,450,440,6,,,4,,450,440,6,,,4,,100,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","Low Income",101,94,3,,,4,,101,94,3,,,4,,101,94,3,,,4,,100,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",Black,17,16,1,,,,,17,16,1,,,,,17,16,1,,,,,100,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",Hispanic/Latino,21,17,1,,,3,,21,17,1,,,3,,21,17,1,,,3,,100,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",White,377,371,3,,2,1,,379,375,3,,,1,,379,375,3,,,1,,99,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",Multi-race,16,15,1,,,,,16,15,1,,,,,16,15,1,,,,,100,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","LEP/Formerly LEP",38,35,,,,3,,38,35,,,,3,,38,35,,,,3,,100,100,100
2007,05,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","Special Ed",59,51,6,,2,,,59,53,6,,,,,59,53,6,,,,,97,100,100
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","All Students",452,448,1,,,3,,455,450,1,,,4,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","Low Income",104,101,,,,3,,104,101,,,,3,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",Black,22,22,,,,,,22,22,,,,,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",Asian,13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",Hispanic/Latino,26,24,,,,2,,28,25,,,,3,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School",White,378,376,1,,,1,,379,377,1,,,1,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","LEP/Formerly LEP",36,33,,,,3,,36,33,,,,3,,,,,,,,,100,100,
2007,06,04230010,"Barnstable Horace Mann Charter","Barnstable Horace Mann Charter School","Special Ed",74,73,1,,,,,74,73,1,,,,,,,,,,,,100,100,
2007,10,04240505,"Boston Day and Evening Academy","Boston Day and Evening Academy Charter School","All Students",38,38,,,,,,36,36,,,,,,,,,,,,,100,100,
2007,10,04240505,"Boston Day and Evening Academy","Boston Day and Evening Academy Charter School","Low Income",36,36,,,,,,34,34,,,,,,,,,,,,,100,100,
2007,10,04240505,"Boston Day and Evening Academy","Boston Day and Evening Academy Charter School",Black,20,20,,,,,,21,21,,,,,,,,,,,,,100,100,
2007,10,04240505,"Boston Day and Evening Academy","Boston Day and Evening Academy Charter School",Hispanic/Latino,15,15,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,03,04270010,"Marstons Mills East Horace Man","Marstons Mills East Horace Mann Charter School","All Students",93,93,,,,,,93,93,,,,,,,,,,,,,100,100,
2007,03,04270010,"Marstons Mills East Horace Man","Marstons Mills East Horace Mann Charter School",White,85,85,,,,,,85,85,,,,,,,,,,,,,100,100,
2007,03,04270010,"Marstons Mills East Horace Man","Marstons Mills East Horace Mann Charter School","Special Ed",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,04,04270010,"Marstons Mills East Horace Man","Marstons Mills East Horace Mann Charter School","All Students",79,79,,,,,,79,79,,,,,,,,,,,,,100,100,
2007,04,04270010,"Marstons Mills East Horace Man","Marstons Mills East Horace Mann Charter School",White,75,75,,,,,,75,75,,,,,,,,,,,,,100,100,
2007,05,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","All Students",47,47,,,,,,46,46,,,,,,46,46,,,,,,100,100,100
2007,05,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","Low Income",25,25,,,,,,24,24,,,,,,24,24,,,,,,100,100,100
2007,05,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School",Black,36,36,,,,,,35,35,,,,,,35,35,,,,,,100,100,100
2007,06,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","All Students",78,78,,,,,,78,78,,,,,,,,,,,,,100,100,
2007,06,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","Low Income",49,49,,,,,,49,49,,,,,,,,,,,,,100,100,
2007,06,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School",Black,57,57,,,,,,57,57,,,,,,,,,,,,,100,100,
2007,06,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School",Hispanic/Latino,16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2007,06,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","Special Ed",15,15,,,,,,15,15,,,,,,,,,,,,,100,100,
2007,07,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","All Students",50,50,,,,,,50,50,,,,,,,,,,,,,100,100,
2007,07,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","Low Income",30,30,,,,,,30,30,,,,,,,,,,,,,100,100,
2007,07,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School",Black,39,39,,,,,,39,39,,,,,,,,,,,,,100,100,
2007,07,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School",Hispanic/Latino,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,08,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","All Students",44,44,,,,,,44,44,,,,,,44,44,,,,,,100,100,100
2007,08,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School","Low Income",21,21,,,,,,21,21,,,,,,21,21,,,,,,100,100,100
2007,08,04280305,"Edward Brooke Charter (Distric","Edward Brooke Charter School",Black,35,35,,,,,,35,35,,,,,,35,35,,,,,,100,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","All Students",91,89,,,2,,,91,91,,,,,,91,91,,,,,,98,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","Low Income",80,79,,,1,,,80,80,,,,,,80,80,,,,,,99,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",Black,14,14,,,,,,14,14,,,,,,14,14,,,,,,100,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",Hispanic/Latino,57,56,,,1,,,57,57,,,,,,57,57,,,,,,98,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",White,17,16,,,1,,,17,17,,,,,,17,17,,,,,,94,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","LEP/Formerly LEP",11,10,,,1,,,11,11,,,,,,11,11,,,,,,91,100,100
2007,05,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","Special Ed",23,22,,,1,,,23,23,,,,,,23,23,,,,,,96,100,100
2007,06,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","All Students",77,76,,,1,,,77,75,,,2,,,,,,,,,,99,97,
2007,06,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","Low Income",65,64,,,1,,,65,63,,,2,,,,,,,,,,98,97,
2007,06,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",Black,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2007,06,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",Hispanic/Latino,34,34,,,,,,34,33,,,1,,,,,,,,,,100,97,
2007,06,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",White,18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2007,06,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","Special Ed",13,12,,,1,,,13,11,,,2,,,,,,,,,,92,85,
2007,07,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","All Students",57,56,,,1,,,57,57,,,,,,,,,,,,,98,100,
2007,07,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School","Low Income",48,47,,,1,,,48,48,,,,,,,,,,,,,98,100,
2007,07,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",Black,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,07,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",Hispanic/Latino,29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2007,07,04290010,"Kipp Academy Lynn Charter (Dis","Kipp Academy Lynn Charter School",White,11,10,,,1,,,11,11,,,,,,,,,,,,,91,100,
2007,06,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School","All Students",148,147,,,1,,,148,148,,,,,,,,,,,,,99,100,
2007,06,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School",Asian,30,30,,,,,,30,30,,,,,,,,,,,,,100,100,
2007,06,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School",White,109,108,,,1,,,109,109,,,,,,,,,,,,,99,100,
2007,07,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School","All Students",142,141,,,1,,,142,142,,,,,,,,,,,,,99,100,
2007,07,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School","Low Income",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,07,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School",Asian,16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2007,07,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School",White,108,107,,,1,,,108,108,,,,,,,,,,,,,99,100,
2007,08,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School","All Students",118,118,,,,,,116,115,,1,,,,116,115,,1,,,,100,99,99
2007,08,04300305,"Advanced Math and Science Acad","Advanced Math and Science Academy Charter School",White,100,100,,,,,,98,97,,1,,,,98,97,,1,,,,100,99,99
2007,06,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School","All Students",68,68,,,,,,68,68,,,,,,,,,,,,,100,100,
2007,06,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School",White,62,62,,,,,,62,62,,,,,,,,,,,,,100,100,
2007,06,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School","Special Ed",12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,07,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School","All Students",68,68,,,,,,68,68,,,,,,,,,,,,,100,100,
2007,07,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School",White,64,64,,,,,,64,64,,,,,,,,,,,,,100,100,
2007,07,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School","Special Ed",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2007,08,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School","All Students",68,68,,,,,,68,68,,,,,,68,68,,,,,,100,100,100
2007,08,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School",White,67,67,,,,,,67,67,,,,,,67,67,,,,,,100,100,100
2007,08,04320530,"Cape Cod Lighthouse Charter (D","Cape Cod Lighthouse Charter School","Special Ed",12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2007,10,04340505,"Champion Charter (District)","Champion Charter School","All Students",27,27,,,,,,25,25,,,,,,,,,,,,,100,100,
2007,10,04340505,"Champion Charter (District)","Champion Charter School","Low Income",18,18,,,,,,19,19,,,,,,,,,,,,,100,100,
2007,10,04340505,"Champion Charter (District)","Champion Charter School",Black,10,10,,,,,,9,,,,,,,,,,,,,,100,,
2007,10,04340505,"Champion Charter (District)","Champion Charter School",White,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,05,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","All Students",73,72,,,1,,,73,73,,,,,,73,73,,,,,,99,100,100
2007,05,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School",White,64,63,,,1,,,64,64,,,,,,64,64,,,,,,98,100,100
2007,05,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","Special Ed",20,19,,,1,,,20,20,,,,,,20,20,,,,,,95,100,100
2007,06,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","All Students",75,75,,,,,,75,75,,,,,,,,,,,,,100,100,
2007,06,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School",White,69,69,,,,,,69,69,,,,,,,,,,,,,100,100,
2007,06,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","Special Ed",20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2007,07,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","All Students",73,73,,,,,,73,71,2,,,,,,,,,,,,100,100,
2007,07,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School",White,66,66,,,,,,66,64,2,,,,,,,,,,,,100,100,
2007,07,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","Special Ed",13,13,,,,,,13,11,2,,,,,,,,,,,,100,100,
2007,08,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","All Students",73,71,2,,,,,73,72,1,,,,,73,73,,,,,,100,100,100
2007,08,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School",White,70,68,2,,,,,70,69,1,,,,,70,70,,,,,,100,100,100
2007,08,04350305,"Innovation Academy Charter (Di","Innovation Academy Charter School","Special Ed",13,11,2,,,,,13,12,1,,,,,13,13,,,,,,100,100,100
2007,07,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","All Students",36,35,,,1,,,36,36,,,,,,,,,,,,,97,100,
2007,07,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","Low Income",22,21,,,1,,,22,22,,,,,,,,,,,,,95,100,
2007,07,04360305,"Community Charter School of Ca","Community Charter School of Cambridge",Black,29,28,,,1,,,29,29,,,,,,,,,,,,,97,100,
2007,08,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","All Students",58,57,,,1,,,58,57,,,1,,,58,56,,1,1,,,98,98,97
2007,08,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","Low Income",29,29,,,,,,29,29,,,,,,29,28,,1,,,,100,100,97
2007,08,04360305,"Community Charter School of Ca","Community Charter School of Cambridge",Black,45,45,,,,,,45,45,,,,,,45,44,,1,,,,100,100,98
2007,08,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","Special Ed",11,10,,,1,,,11,10,,,1,,,11,9,,1,1,,,91,91,82
2007,10,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","All Students",29,29,,,,,,29,29,,,,,,,,,,,,,100,100,
2007,10,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","Low Income",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2007,10,04360305,"Community Charter School of Ca","Community Charter School of Cambridge",Black,19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2007,10,04360305,"Community Charter School of Ca","Community Charter School of Cambridge","Special Ed",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,10,04370505,"City On A Hill Charter Public","City On A Hill Charter Public School","All Students",70,70,,,,,,70,69,,1,,,,,,,,,,,100,99,
2007,10,04370505,"City On A Hill Charter Public","City On A Hill Charter Public School","Low Income",45,45,,,,,,45,44,,1,,,,,,,,,,,100,98,
2007,10,04370505,"City On A Hill Charter Public","City On A Hill Charter Public School",Black,41,41,,,,,,41,40,,1,,,,,,,,,,,100,98,
2007,10,04370505,"City On A Hill Charter Public","City On A Hill Charter Public School",Hispanic/Latino,22,22,,,,,,22,22,,,,,,,,,,,,,100,100,
2007,10,04380505,"Codman Academy Charter Public","Codman Academy Charter Public School","All Students",33,33,,,,,,33,33,,,,,,,,,,,,,100,100,
2007,10,04380505,"Codman Academy Charter Public","Codman Academy Charter Public School","Low Income",25,25,,,,,,25,25,,,,,,,,,,,,,100,100,
2007,10,04380505,"Codman Academy Charter Public","Codman Academy Charter Public School",Black,30,30,,,,,,30,30,,,,,,,,,,,,,100,100,
2007,03,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School","All Students",22,22,,,,,,22,22,,,,,,,,,,,,,100,100,
2007,03,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School","Low Income",19,19,,,,,,19,19,,,,,,,,,,,,,100,100,
2007,03,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School",Black,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,04,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School","All Students",22,22,,,,,,22,22,,,,,,,,,,,,,100,100,
2007,04,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School","Low Income",14,14,,,,,,14,14,,,,,,,,,,,,,100,100,
2007,04,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School",Black,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,05,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School","All Students",20,19,1,,,,,20,19,1,,,,,20,19,1,,,,,100,100,100
2007,05,04390050,"Conservatory Lab Charter (Dist","Conservatory Lab Charter School","Low Income",13,12,1,,,,,13,12,1,,,,,13,12,1,,,,,100,100,100
2007,03,04400205,"Community Day Charter Public (","Community Day Charter Public School","All Students",24,24,,,,,,24,24,,,,,,,,,,,,,100,100,
2007,03,04400205,"Community Day Charter Public (","Community Day Charter Public School","Low Income",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2007,03,04400205,"Community Day Charter Public (","Community Day Charter Public School",Hispanic/Latino,20,20,,,,,,20,20,,,,,,,,,,,,,100,100,
2007,04,04400205,"Community Day Charter Public (","Community Day Charter Public School","All Students",43,43,,,,,,43,43,,,,,,,,,,,,,100,100,
2007,04,04400205,"Community Day Charter Public (","Community Day Charter Public School","Low Income",23,23,,,,,,23,23,,,,,,,,,,,,,100,100,
2007,04,04400205,"Community Day Charter Public (","Community Day Charter Public School",Hispanic/Latino,39,39,,,,,,39,39,,,,,,,,,,,,,100,100,
2007,04,04400205,"Community Day Charter Public (","Community Day Charter Public School","LEP/Formerly LEP",17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2007,04,04400205,"Community Day Charter Public (","Community Day Charter Public School","Special Ed",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,05,04400205,"Community Day Charter Public (","Community Day Charter Public School","All Students",37,37,,,,,,37,37,,,,,,37,37,,,,,,100,100,100
2007,05,04400205,"Community Day Charter Public (","Community Day Charter Public School","Low Income",18,18,,,,,,18,18,,,,,,18,18,,,,,,100,100,100
