adminyear,grade,org_code,district,SchoolName,group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,eayp_part_rate,mayp_part_rate,sayp_part_rate
2007,05,00350007,Boston,Agassiz,Hispanic/Latino,74,66,,1,,5,2,74,67,,,,5,2,74,67,,,,5,2,99,100,100
2007,05,00350007,Boston,Agassiz,"LEP/Formerly LEP",49,43,,1,,5,,49,44,,,,5,,49,44,,,,5,,98,100,100
2007,05,00350007,Boston,Agassiz,"Special Ed",30,27,,,,,3,29,27,,,,,2,28,27,,,,,1,100,100,100
2007,03,00350011,Boston,"Alexander Hamilton","All Students",31,27,3,,,,1,31,27,3,,,,1,,,,,,,,100,100,
2007,03,00350011,Boston,"Alexander Hamilton","Low Income",25,22,2,,,,1,25,22,2,,,,1,,,,,,,,100,100,
2007,03,00350011,Boston,"Alexander Hamilton",Black,10,8,1,,,,1,10,8,1,,,,1,,,,,,,,100,100,
2007,03,00350011,Boston,"Alexander Hamilton","LEP/Formerly LEP",13,13,,,,,,13,13,,,,,,,,,,,,,100,100,
2007,03,00350011,Boston,"Alexander Hamilton","Special Ed",10,6,3,,,,1,10,6,3,,,,1,,,,,,,,100,100,
2007,04,00350011,Boston,"Alexander Hamilton","All Students",23,21,2,,,,,24,22,2,,,,,,,,,,,,100,100,
2007,04,00350011,Boston,"Alexander Hamilton","Low Income",20,18,2,,,,,20,18,2,,,,,,,,,,,,100,100,
2007,04,00350011,Boston,"Alexander Hamilton","LEP/Formerly LEP",14,12,2,,,,,15,13,2,,,,,,,,,,,,100,100,
2007,05,00350011,Boston,"Alexander Hamilton","All Students",30,21,2,,,5,2,30,21,2,,,5,2,30,21,2,,,5,2,100,100,100
2007,05,00350011,Boston,"Alexander Hamilton","Low Income",26,19,2,,,4,1,26,19,2,,,4,1,26,19,2,,,4,1,100,100,100
2007,05,00350011,Boston,"Alexander Hamilton",Black,15,9,2,,,4,,15,9,2,,,4,,15,9,2,,,4,,100,100,100
2007,05,00350011,Boston,"Alexander Hamilton","LEP/Formerly LEP",21,14,1,,,5,1,21,14,1,,,5,1,21,14,1,,,5,1,100,100,100
2007,03,00350013,Boston,"Jackson Mann","All Students",79,74,,,,,5,79,74,,,,,5,,,,,,,,100,100,
2007,03,00350013,Boston,"Jackson Mann","Low Income",56,52,,,,,4,56,52,,,,,4,,,,,,,,100,100,
2007,03,00350013,Boston,"Jackson Mann",Black,32,31,,,,,1,32,31,,,,,1,,,,,,,,100,100,
2007,03,00350013,Boston,"Jackson Mann",Hispanic/Latino,27,24,,,,,3,26,24,,,,,2,,,,,,,,100,100,
2007,03,00350013,Boston,"Jackson Mann",White,12,11,,,,,1,13,11,,,,,2,,,,,,,,100,100,
2007,03,00350013,Boston,"Jackson Mann","LEP/Formerly LEP",23,22,,,,,1,24,22,,,,,2,,,,,,,,100,100,
2007,03,00350013,Boston,"Jackson Mann","Special Ed",23,20,,,,,3,23,20,,,,,3,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann","All Students",89,83,3,,,,3,90,83,3,,,,4,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann","Low Income",60,56,1,,,,3,60,56,1,,,,3,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann",Black,32,30,,,,,2,32,30,,,,,2,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann",Hispanic/Latino,20,17,3,,,,,20,17,3,,,,,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann",White,24,24,,,,,,25,24,,,,,1,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann","LEP/Formerly LEP",32,30,2,,,,,33,30,2,,,,1,,,,,,,,100,100,
2007,04,00350013,Boston,"Jackson Mann","Special Ed",23,19,3,,,,1,23,19,3,,,,1,,,,,,,,100,100,
2007,05,00350013,Boston,"Jackson Mann","All Students",89,78,5,,,1,5,90,77,5,,,1,7,90,77,5,,,1,7,100,100,100
2007,05,00350013,Boston,"Jackson Mann","Low Income",64,55,5,,,,4,64,54,5,,,,5,64,54,5,,,,5,100,100,100
2007,05,00350013,Boston,"Jackson Mann",Black,32,26,3,,,,3,33,26,3,,,,4,33,26,3,,,,4,100,100,100
2007,05,00350013,Boston,"Jackson Mann",Asian,21,20,,,,,1,21,20,,,,,1,21,20,,,,,1,100,100,100
2007,05,00350013,Boston,"Jackson Mann",Hispanic/Latino,25,24,,,,,1,24,23,,,,,1,24,23,,,,,1,100,100,100
2007,05,00350013,Boston,"Jackson Mann",White,10,7,2,,,1,,10,7,2,,,1,,10,7,2,,,1,,100,100,100
2007,05,00350013,Boston,"Jackson Mann","LEP/Formerly LEP",36,34,1,,,1,,35,33,1,,,1,,35,33,1,,,1,,100,100,100
2007,05,00350013,Boston,"Jackson Mann","Special Ed",25,20,5,,,,,25,20,5,,,,,25,20,5,,,,,100,100,100
2007,06,00350013,Boston,"Jackson Mann","All Students",80,75,,,1,,4,80,75,,1,,,4,,,,,,,,99,99,
2007,06,00350013,Boston,"Jackson Mann","Low Income",50,45,,,1,,4,50,45,,1,,,4,,,,,,,,98,98,
2007,06,00350013,Boston,"Jackson Mann",Black,25,23,,,,,2,25,23,,,,,2,,,,,,,,100,100,
2007,06,00350013,Boston,"Jackson Mann",Hispanic/Latino,29,26,,,1,,2,29,26,,1,,,2,,,,,,,,97,97,
2007,06,00350013,Boston,"Jackson Mann",White,17,17,,,,,,17,17,,,,,,,,,,,,,100,100,
2007,06,00350013,Boston,"Jackson Mann","Special Ed",22,20,,,1,,1,22,21,,,,,1,,,,,,,,95,100,
2007,03,00350021,Boston,Beethoven,"All Students",57,50,,,1,,6,57,51,,,,,6,,,,,,,,98,100,
2007,03,00350021,Boston,Beethoven,"Low Income",50,43,,,1,,6,50,44,,,,,6,,,,,,,,98,100,
2007,03,00350021,Boston,Beethoven,Black,24,20,,,1,,3,24,21,,,,,3,,,,,,,,96,100,
2007,03,00350021,Boston,Beethoven,Hispanic/Latino,16,15,,,,,1,16,15,,,,,1,,,,,,,,100,100,
2007,03,00350021,Boston,Beethoven,White,14,12,,,,,2,14,12,,,,,2,,,,,,,,100,100,
2007,03,00350021,Boston,Beethoven,"LEP/Formerly LEP",10,7,,,,,3,10,7,,,,,3,,,,,,,,100,100,
2007,03,00350021,Boston,Beethoven,"Special Ed",20,17,,,1,,2,20,18,,,,,2,,,,,,,,95,100,
2007,04,00350021,Boston,Beethoven,"All Students",54,49,,,,,5,54,49,,,,,5,,,,,,,,100,100,
2007,04,00350021,Boston,Beethoven,"Low Income",40,37,,,,,3,40,37,,,,,3,,,,,,,,100,100,
2007,04,00350021,Boston,Beethoven,Black,27,27,,,,,,27,27,,,,,,,,,,,,,100,100,
2007,04,00350021,Boston,Beethoven,Hispanic/Latino,10,8,,,,,2,10,8,,,,,2,,,,,,,,100,100,
2007,04,00350021,Boston,Beethoven,White,11,9,,,,,2,11,9,,,,,2,,,,,,,,100,100,
2007,04,00350021,Boston,Beethoven,"LEP/Formerly LEP",11,10,,,,,1,11,10,,,,,1,,,,,,,,100,100,
2007,04,00350021,Boston,Beethoven,"Special Ed",11,9,,,,,2,11,9,,,,,2,,,,,,,,100,100,
2007,05,00350021,Boston,Beethoven,"All Students",57,52,,,,,5,57,52,,,,,5,57,52,,,,,5,100,100,100
2007,05,00350021,Boston,Beethoven,"Low Income",43,38,,,,,5,43,38,,,,,5,43,38,,,,,5,100,100,100
2007,05,00350021,Boston,Beethoven,Black,22,21,,,,,1,22,21,,,,,1,22,21,,,,,1,100,100,100
2007,05,00350021,Boston,Beethoven,Hispanic/Latino,17,13,,,,,4,17,13,,,,,4,17,13,,,,,4,100,100,100
2007,05,00350021,Boston,Beethoven,White,10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,05,00350021,Boston,Beethoven,"LEP/Formerly LEP",11,9,,,,,2,11,9,,,,,2,11,9,,,,,2,100,100,100
2007,05,00350021,Boston,Beethoven,"Special Ed",15,13,,,,,2,15,13,,,,,2,15,13,,,,,2,100,100,100
2007,03,00350052,Boston,"Charles Sumner","All Students",83,69,5,,,4,5,85,69,5,,,4,7,,,,,,,,100,100,
2007,03,00350052,Boston,"Charles Sumner","Low Income",66,56,4,,,3,3,67,56,4,,,3,4,,,,,,,,100,100,
2007,03,00350052,Boston,"Charles Sumner",Black,23,18,1,,,,4,23,18,1,,,,4,,,,,,,,100,100,
2007,03,00350052,Boston,"Charles Sumner",Hispanic/Latino,51,43,3,,,4,1,53,43,3,,,4,3,,,,,,,,100,100,
2007,03,00350052,Boston,"Charles Sumner","LEP/Formerly LEP",40,34,2,,,4,,40,34,2,,,4,,,,,,,,,100,100,
2007,03,00350052,Boston,"Charles Sumner","Special Ed",27,20,5,,,,2,28,20,5,,,,3,,,,,,,,100,100,
2007,04,00350052,Boston,"Charles Sumner","All Students",65,54,7,,,,4,65,54,7,,,,4,,,,,,,,100,100,
2007,04,00350052,Boston,"Charles Sumner","Low Income",56,48,5,,,,3,56,48,5,,,,3,,,,,,,,100,100,
2007,04,00350052,Boston,"Charles Sumner",Black,21,17,4,,,,,21,17,4,,,,,,,,,,,,100,100,
2007,04,00350052,Boston,"Charles Sumner",Hispanic/Latino,38,32,2,,,,4,38,32,2,,,,4,,,,,,,,100,100,
2007,04,00350052,Boston,"Charles Sumner","LEP/Formerly LEP",30,27,2,,,,1,30,27,2,,,,1,,,,,,,,100,100,
2007,04,00350052,Boston,"Charles Sumner","Special Ed",19,12,7,,,,,19,12,7,,,,,,,,,,,,100,100,
2007,05,00350052,Boston,"Charles Sumner","All Students",71,59,6,,,,6,71,59,6,,,,6,71,59,6,,,,6,100,100,100
2007,05,00350052,Boston,"Charles Sumner","Low Income",64,55,4,,,,5,64,55,4,,,,5,64,55,4,,,,5,100,100,100
2007,05,00350052,Boston,"Charles Sumner",Black,21,15,3,,,,3,21,15,3,,,,3,21,15,3,,,,3,100,100,100
2007,05,00350052,Boston,"Charles Sumner",Hispanic/Latino,44,41,1,,,,2,44,41,1,,,,2,44,41,1,,,,2,100,100,100
2007,05,00350052,Boston,"Charles Sumner","LEP/Formerly LEP",29,28,,,,,1,29,28,,,,,1,29,28,,,,,1,100,100,100
2007,05,00350052,Boston,"Charles Sumner","Special Ed",28,19,6,,,,3,28,19,6,,,,3,28,19,6,,,,3,100,100,100
2007,03,00350054,Boston,"Charles H Taylor","All Students",79,73,,,1,,5,79,73,,,1,,5,,,,,,,,99,99,
2007,03,00350054,Boston,"Charles H Taylor","Low Income",56,52,,,1,,3,56,52,,,1,,3,,,,,,,,98,98,
2007,03,00350054,Boston,"Charles H Taylor",Black,64,61,,,1,,2,64,61,,,1,,2,,,,,,,,98,98,
2007,03,00350054,Boston,"Charles H Taylor",Hispanic/Latino,11,8,,,,,3,11,8,,,,,3,,,,,,,,100,100,
2007,03,00350054,Boston,"Charles H Taylor","LEP/Formerly LEP",28,28,,,,,,28,28,,,,,,,,,,,,,100,100,
2007,04,00350054,Boston,"Charles H Taylor","All Students",90,82,,,,5,3,91,82,,,,5,4,,,,,,,,100,100,
2007,04,00350054,Boston,"Charles H Taylor","Low Income",63,60,,,,2,1,63,60,,,,2,1,,,,,,,,100,100,
2007,04,00350054,Boston,"Charles H Taylor",Black,79,74,,,,4,1,80,74,,,,4,2,,,,,,,,100,100,
2007,04,00350054,Boston,"Charles H Taylor","LEP/Formerly LEP",35,30,,,,5,,35,30,,,,5,,,,,,,,,100,100,
2007,04,00350054,Boston,"Charles H Taylor","Special Ed",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,05,00350054,Boston,"Charles H Taylor","All Students",92,85,,,,2,5,92,86,,,,2,4,92,86,,,,2,4,100,100,100
2007,05,00350054,Boston,"Charles H Taylor","Low Income",68,63,,,,1,4,69,64,,,,1,4,69,64,,,,1,4,100,100,100
2007,05,00350054,Boston,"Charles H Taylor",Black,81,78,,,,2,1,82,79,,,,2,1,82,79,,,,2,1,100,100,100
2007,05,00350054,Boston,"Charles H Taylor","LEP/Formerly LEP",44,41,,,,2,1,44,41,,,,2,1,44,41,,,,2,1,100,100,100
2007,03,00350062,Boston,"Curtis Guild","All Students",43,39,,,,3,1,43,39,,,,3,1,,,,,,,,100,100,
2007,03,00350062,Boston,"Curtis Guild","Low Income",35,33,,,,1,1,35,33,,,,1,1,,,,,,,,100,100,
2007,03,00350062,Boston,"Curtis Guild",Hispanic/Latino,28,24,,,,3,1,28,24,,,,3,1,,,,,,,,100,100,
2007,03,00350062,Boston,"Curtis Guild",White,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,03,00350062,Boston,"Curtis Guild","LEP/Formerly LEP",27,23,,,,3,1,27,23,,,,3,1,,,,,,,,100,100,
2007,04,00350062,Boston,"Curtis Guild","All Students",35,30,,,,2,3,38,30,,,,5,3,,,,,,,,100,100,
2007,04,00350062,Boston,"Curtis Guild","Low Income",31,27,,,,2,2,34,27,,,,5,2,,,,,,,,100,100,
2007,04,00350062,Boston,"Curtis Guild",Hispanic/Latino,28,24,,,,2,2,31,24,,,,5,2,,,,,,,,100,100,
2007,04,00350062,Boston,"Curtis Guild","LEP/Formerly LEP",24,21,,,,2,1,27,21,,,,5,1,,,,,,,,100,100,
2007,05,00350062,Boston,"Curtis Guild","All Students",40,38,,,,2,,40,38,,,,2,,40,38,,,,2,,100,100,100
2007,05,00350062,Boston,"Curtis Guild","Low Income",35,34,,,,1,,35,34,,,,1,,35,34,,,,1,,100,100,100
2007,05,00350062,Boston,"Curtis Guild",Hispanic/Latino,35,33,,,,2,,35,33,,,,2,,35,33,,,,2,,100,100,100
2007,05,00350062,Boston,"Curtis Guild","LEP/Formerly LEP",33,31,,,,2,,33,31,,,,2,,33,31,,,,2,,100,100,100
2007,03,00350066,Boston,"Dante Alighieri","All Students",21,20,,,,,1,20,20,,,,,,,,,,,,,100,100,
2007,03,00350066,Boston,"Dante Alighieri","Low Income",18,18,,,,,,18,18,,,,,,,,,,,,,100,100,
2007,03,00350066,Boston,"Dante Alighieri",Hispanic/Latino,14,13,,,,,1,13,13,,,,,,,,,,,,,100,100,
2007,04,00350066,Boston,"Dante Alighieri","All Students",16,16,,,,,,16,16,,,,,,,,,,,,,100,100,
2007,04,00350066,Boston,"Dante Alighieri","Low Income",11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,04,00350066,Boston,"Dante Alighieri",Hispanic/Latino,11,11,,,,,,11,11,,,,,,,,,,,,,100,100,
2007,04,00350066,Boston,"Dante Alighieri","LEP/Formerly LEP",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,05,00350066,Boston,"Dante Alighieri","All Students",20,19,,,,,1,20,19,,,,,1,20,19,,,,,1,100,100,100
2007,05,00350066,Boston,"Dante Alighieri","Low Income",17,16,,,,,1,17,16,,,,,1,17,16,,,,,1,100,100,100
2007,05,00350066,Boston,"Dante Alighieri",Hispanic/Latino,11,11,,,,,,11,11,,,,,,11,11,,,,,,100,100,100
2007,03,00350072,Boston,"David A Ellis","All Students",49,43,,,,1,5,49,43,,,,1,5,,,,,,,,100,100,
2007,03,00350072,Boston,"David A Ellis","Low Income",45,39,,,,1,5,45,39,,,,1,5,,,,,,,,100,100,
2007,03,00350072,Boston,"David A Ellis",Black,24,21,,,,1,2,24,21,,,,1,2,,,,,,,,100,100,
2007,03,00350072,Boston,"David A Ellis",Hispanic/Latino,23,20,,,,,3,23,20,,,,,3,,,,,,,,100,100,
2007,03,00350072,Boston,"David A Ellis","LEP/Formerly LEP",13,12,,,,,1,13,12,,,,,1,,,,,,,,100,100,
2007,04,00350072,Boston,"David A Ellis","All Students",34,30,,,,1,3,34,30,,,,1,3,,,,,,,,100,100,
2007,04,00350072,Boston,"David A Ellis","Low Income",32,30,,,,1,1,32,30,,,,1,1,,,,,,,,100,100,
2007,04,00350072,Boston,"David A Ellis",Black,13,11,,,,,2,13,11,,,,,2,,,,,,,,100,100,
2007,04,00350072,Boston,"David A Ellis",Hispanic/Latino,20,18,,,,1,1,20,18,,,,1,1,,,,,,,,100,100,
2007,04,00350072,Boston,"David A Ellis","LEP/Formerly LEP",17,16,,,,1,,17,16,,,,1,,,,,,,,,100,100,
2007,05,00350072,Boston,"David A Ellis","All Students",55,51,,,,,4,55,51,,,,,4,55,51,,,,,4,100,100,100
2007,05,00350072,Boston,"David A Ellis","Low Income",49,46,,,,,3,49,46,,,,,3,49,46,,,,,3,100,100,100
2007,05,00350072,Boston,"David A Ellis",Black,26,24,,,,,2,26,24,,,,,2,26,24,,,,,2,100,100,100
2007,05,00350072,Boston,"David A Ellis",Hispanic/Latino,28,26,,,,,2,28,26,,,,,2,28,26,,,,,2,100,100,100
2007,05,00350072,Boston,"David A Ellis","LEP/Formerly LEP",17,17,,,,,,17,17,,,,,,17,17,,,,,,100,100,100
2007,06,00350074,Boston,Dearborn,"All Students",120,105,,,1,7,7,120,105,,,,7,8,,,,,,,,99,100,
2007,06,00350074,Boston,Dearborn,"Low Income",109,98,,,1,6,4,109,98,,,,6,5,,,,,,,,99,100,
2007,06,00350074,Boston,Dearborn,Black,77,67,,,1,7,2,77,67,,,,7,3,,,,,,,,99,100,
2007,06,00350074,Boston,Dearborn,Hispanic/Latino,38,34,,,,,4,38,34,,,,,4,,,,,,,,100,100,
2007,06,00350074,Boston,Dearborn,"LEP/Formerly LEP",38,31,,,,7,,38,31,,,,7,,,,,,,,,100,100,
2007,06,00350074,Boston,Dearborn,"Special Ed",35,31,,,,,4,35,31,,,,,4,,,,,,,,100,100,
2007,07,00350074,Boston,Dearborn,"All Students",99,82,,,1,11,5,99,81,,,1,11,6,,,,,,,,99,99,
2007,07,00350074,Boston,Dearborn,"Low Income",93,76,,,1,11,5,93,75,,,1,11,6,,,,,,,,99,99,
2007,07,00350074,Boston,Dearborn,Black,62,52,,,,10,,62,51,,,,10,1,,,,,,,,100,100,
2007,07,00350074,Boston,Dearborn,Hispanic/Latino,31,27,,,,,4,31,27,,,,,4,,,,,,,,100,100,
2007,07,00350074,Boston,Dearborn,"LEP/Formerly LEP",26,15,,,,11,,27,15,,,,11,1,,,,,,,,100,100,
2007,07,00350074,Boston,Dearborn,"Special Ed",28,23,,,1,,4,27,22,,,1,,4,,,,,,,,96,96,
2007,08,00350074,Boston,Dearborn,"All Students",157,136,,,,15,6,154,132,,,2,15,5,154,132,,,2,15,5,100,99,99
2007,08,00350074,Boston,Dearborn,"Low Income",134,116,,,,12,6,131,112,,,2,12,5,131,112,,,2,12,5,100,98,98
2007,08,00350074,Boston,Dearborn,Black,90,80,,,,8,2,88,79,,,,8,1,88,79,,,,8,1,100,100,100
2007,08,00350074,Boston,Dearborn,Hispanic/Latino,52,48,,,,,4,51,45,,,2,,4,51,45,,,2,,4,100,96,96
2007,08,00350074,Boston,Dearborn,"LEP/Formerly LEP",44,29,,,,15,,43,28,,,,15,,43,28,,,,15,,100,100,100
2007,08,00350074,Boston,Dearborn,"Special Ed",35,32,,,,,3,35,30,,,2,,3,35,30,,,2,,3,100,94,94
2007,03,00350077,Boston,"Dennis C Haley","All Students",51,50,,,,,1,53,50,,,,,3,,,,,,,,100,100,
2007,03,00350077,Boston,"Dennis C Haley","Low Income",45,45,,,,,,45,45,,,,,,,,,,,,,100,100,
2007,03,00350077,Boston,"Dennis C Haley",Black,35,35,,,,,,37,35,,,,,2,,,,,,,,100,100,
2007,03,00350077,Boston,"Dennis C Haley",Hispanic/Latino,12,12,,,,,,12,12,,,,,,,,,,,,,100,100,
2007,03,00350077,Boston,"Dennis C Haley","Special Ed",11,10,,,,,1,11,10,,,,,1,,,,,,,,100,100,
2007,04,00350077,Boston,"Dennis C Haley","All Students",41,40,,,,,1,41,40,,,,,1,,,,,,,,100,100,
2007,04,00350077,Boston,"Dennis C Haley","Low Income",37,36,,,,,1,37,36,,,,,1,,,,,,,,100,100,
2007,04,00350077,Boston,"Dennis C Haley",Black,28,28,,,,,,28,28,,,,,,,,,,,,,100,100,
2007,04,00350077,Boston,"Dennis C Haley",Hispanic/Latino,12,11,,,,,1,12,11,,,,,1,,,,,,,,100,100,
2007,04,00350077,Boston,"Dennis C Haley","Special Ed",11,10,,,,,1,11,10,,,,,1,,,,,,,,100,100,
2007,05,00350077,Boston,"Dennis C Haley","All Students",38,38,,,,,,39,38,,,,,1,39,38,,,,,1,100,100,100
2007,05,00350077,Boston,"Dennis C Haley","Low Income",32,32,,,,,,32,32,,,,,,32,32,,,,,,100,100,100
2007,05,00350077,Boston,"Dennis C Haley",Black,23,23,,,,,,24,23,,,,,1,24,23,,,,,1,100,100,100
2007,05,00350077,Boston,"Dennis C Haley",Hispanic/Latino,12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2007,05,00350077,Boston,"Dennis C Haley","Special Ed",9,,,,,,,10,9,,,,,1,10,9,,,,,1,,100,100
2007,03,00350080,Boston,"Donald Mckay","All Students",88,80,,,,5,3,88,80,,,,5,3,,,,,,,,98,100,
2007,03,00350080,Boston,"Donald Mckay","Low Income",78,70,,,,5,3,78,70,,,,5,3,,,,,,,,97,100,
2007,03,00350080,Boston,"Donald Mckay",Hispanic/Latino,78,70,,,,5,3,78,70,,,,5,3,,,,,,,,97,100,
2007,03,00350080,Boston,"Donald Mckay","LEP/Formerly LEP",65,58,,,,5,2,65,58,,,,5,2,,,,,,,,97,100,
2007,03,00350080,Boston,"Donald Mckay","Special Ed",16,15,,,,,1,16,15,,,,,1,,,,,,,,100,100,
2007,04,00350080,Boston,"Donald Mckay","All Students",94,86,1,,,5,2,94,86,1,,,5,2,,,,,,,,100,100,
2007,04,00350080,Boston,"Donald Mckay","Low Income",83,77,1,,,4,1,83,77,1,,,4,1,,,,,,,,100,100,
2007,04,00350080,Boston,"Donald Mckay",Hispanic/Latino,88,81,1,,,5,1,88,81,1,,,5,1,,,,,,,,100,100,
2007,04,00350080,Boston,"Donald Mckay","LEP/Formerly LEP",70,64,1,,,5,,70,64,1,,,5,,,,,,,,,100,100,
2007,05,00350080,Boston,"Donald Mckay","All Students",72,64,,,,7,1,72,64,,,,7,1,72,64,,,,7,1,100,100,100
2007,05,00350080,Boston,"Donald Mckay","Low Income",64,59,,,,4,1,64,59,,,,4,1,64,59,,,,4,1,100,100,100
2007,05,00350080,Boston,"Donald Mckay",Hispanic/Latino,63,55,,,,7,1,63,55,,,,7,1,63,55,,,,7,1,100,100,100
2007,05,00350080,Boston,"Donald Mckay","LEP/Formerly LEP",53,45,,,,7,1,53,45,,,,7,1,53,45,,,,7,1,100,100,100
2007,05,00350080,Boston,"Donald Mckay","Special Ed",12,12,,,,,,12,12,,,,,,12,12,,,,,,100,100,100
2007,06,00350080,Boston,"Donald Mckay","All Students",65,65,,,,,,65,65,,,,,,,,,,,,,100,100,
2007,06,00350080,Boston,"Donald Mckay","Low Income",63,63,,,,,,63,63,,,,,,,,,,,,,100,100,
2007,06,00350080,Boston,"Donald Mckay",Hispanic/Latino,55,55,,,,,,55,55,,,,,,,,,,,,,100,100,
2007,06,00350080,Boston,"Donald Mckay","LEP/Formerly LEP",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,07,00350080,Boston,"Donald Mckay","All Students",43,43,,,,,,43,43,,,,,,,,,,,,,100,100,
2007,07,00350080,Boston,"Donald Mckay","Low Income",39,39,,,,,,39,39,,,,,,,,,,,,,100,100,
2007,07,00350080,Boston,"Donald Mckay",Hispanic/Latino,36,36,,,,,,36,36,,,,,,,,,,,,,100,100,
2007,08,00350080,Boston,"Donald Mckay","All Students",37,37,,,,,,37,37,,,,,,37,37,,,,,,100,100,100
2007,08,00350080,Boston,"Donald Mckay","Low Income",33,33,,,,,,33,33,,,,,,33,33,,,,,,100,100,100
2007,08,00350080,Boston,"Donald Mckay",Hispanic/Latino,36,36,,,,,,36,36,,,,,,36,36,,,,,,100,100,100
2007,03,00350088,Boston,"Edward Everett","All Students",44,43,,,,,1,44,43,,,,,1,,,,,,,,100,100,
2007,03,00350088,Boston,"Edward Everett","Low Income",31,30,,,,,1,31,30,,,,,1,,,,,,,,100,100,
2007,03,00350088,Boston,"Edward Everett",Black,29,28,,,,,1,29,28,,,,,1,,,,,,,,100,100,
2007,03,00350088,Boston,"Edward Everett","LEP/Formerly LEP",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,04,00350088,Boston,"Edward Everett","All Students",43,41,,,,,2,44,42,,,,,2,,,,,,,,100,100,
2007,04,00350088,Boston,"Edward Everett","Low Income",33,32,,,,,1,33,32,,,,,1,,,,,,,,100,100,
2007,04,00350088,Boston,"Edward Everett",Black,27,25,,,,,2,27,25,,,,,2,,,,,,,,100,100,
2007,04,00350088,Boston,"Edward Everett",Hispanic/Latino,10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,04,00350088,Boston,"Edward Everett","LEP/Formerly LEP",19,18,,,,,1,20,19,,,,,1,,,,,,,,100,100,
2007,05,00350088,Boston,"Edward Everett","All Students",50,47,,,,,3,51,48,,,,,3,51,48,,,,,3,100,100,100
2007,05,00350088,Boston,"Edward Everett","Low Income",43,41,,,,,2,43,41,,,,,2,43,41,,,,,2,100,100,100
2007,05,00350088,Boston,"Edward Everett",Black,24,23,,,,,1,24,23,,,,,1,24,23,,,,,1,100,100,100
2007,05,00350088,Boston,"Edward Everett",White,10,10,,,,,,10,10,,,,,,10,10,,,,,,100,100,100
2007,05,00350088,Boston,"Edward Everett","LEP/Formerly LEP",21,20,,,,,1,22,21,,,,,1,22,21,,,,,1,100,100,100
2007,05,00350088,Boston,"Edward Everett","Special Ed",12,11,,,,,1,12,11,,,,,1,12,11,,,,,1,100,100,100
2007,03,00350094,Boston,"Elihu Greenwood","All Students",69,67,,,,,2,69,67,,,,,2,,,,,,,,100,100,
2007,03,00350094,Boston,"Elihu Greenwood","Low Income",55,53,,,,,2,55,53,,,,,2,,,,,,,,100,100,
2007,03,00350094,Boston,"Elihu Greenwood",Black,48,47,,,,,1,48,47,,,,,1,,,,,,,,100,100,
2007,03,00350094,Boston,"Elihu Greenwood",Hispanic/Latino,20,19,,,,,1,20,19,,,,,1,,,,,,,,100,100,
2007,03,00350094,Boston,"Elihu Greenwood","LEP/Formerly LEP",13,12,,,,,1,13,12,,,,,1,,,,,,,,100,100,
2007,04,00350094,Boston,"Elihu Greenwood","All Students",57,51,,,,,6,57,51,,,,,6,,,,,,,,100,100,
2007,04,00350094,Boston,"Elihu Greenwood","Low Income",49,44,,,,,5,49,44,,,,,5,,,,,,,,100,100,
2007,04,00350094,Boston,"Elihu Greenwood",Black,38,33,,,,,5,38,33,,,,,5,,,,,,,,100,100,
2007,04,00350094,Boston,"Elihu Greenwood",Hispanic/Latino,16,15,,,,,1,16,15,,,,,1,,,,,,,,100,100,
2007,04,00350094,Boston,"Elihu Greenwood","LEP/Formerly LEP",10,10,,,,,,10,10,,,,,,,,,,,,,100,100,
2007,04,00350094,Boston,"Elihu Greenwood","Special Ed",17,15,,,,,2,17,15,,,,,2,,,,,,,,100,100,
2007,05,00350094,Boston,"Elihu Greenwood","All Students",65,55,,,,,10,65,55,,,,,10,65,55,,,,,10,100,100,100
2007,05,00350094,Boston,"Elihu Greenwood","Low Income",59,52,,,,,7,59,52,,,,,7,59,52,,,,,7,100,100,100
2007,05,00350094,Boston,"Elihu Greenwood",Black,41,37,,,,,4,41,37,,,,,4,41,37,,,,,4,100,100,100
2007,05,00350094,Boston,"Elihu Greenwood",Hispanic/Latino,20,17,,,,,3,20,17,,,,,3,20,17,,,,,3,100,100,100
2007,05,00350094,Boston,"Elihu Greenwood","LEP/Formerly LEP",17,15,,,,,2,17,15,,,,,2,17,15,,,,,2,100,100,100
