FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_PGRAD_4YRPRV_CNT,WPI_PGRAD_4YRPRV_PCT,WPI_PGRAD_4YRPUB_CNT,WPI_PGRAD_4YRPUB_PCT,WPI_PGRAD_2YRPRV_CNT,WPI_PGRAD_2YRPRV_PCT,WPI_PGRAD_2YRPUB_CNT,WPI_PGRAD_2YRPUB_PCT,WPI_PGRAD_PSTSEC_CNT,WPI_PGRAD_PSTSEC_PCT,WPI_PGRAD_WORK_CNT,WPI_PGRAD_WORK_PCT,WPI_PGRAD_MILIT_CNT,WPI_PGRAD_MILIT_PCT,WPI_PGRAD_OTHER_CNT,WPI_PGRAD_OTHER_PCT,WPI_PGRAD_UNKNOWN_CNT,WPI_PGRAD_UNKNOWN_PCT,WPI_PGRAD_TOTAL_CNT
2010,"Edwin A Jones ECC",02850012,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph R Dawe Jr Elem",02850014,6,,,,,,,,,,,,,,,,,,,
2010,"South Elementary",02850015,6,,,,,,,,,,,,,,,,,,,
2010,"West Elementary",02850020,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph H Gibbons",02850025,6,,,,,,,,,,,,,,,,,,,
2010,"O'Donnell Middle School",02850405,6,,,,,,,,,,,,,,,,,,,
2010,"Stoughton High",02850505,6,87,34.8,64,25.6,0,0,68,27.2,7,2.8,12,4.8,7,2.8,0,0,5,2,250
2010,Sturbridge,02870000,5,,,,,,,,,,,,,,,,,,,
2010,"Burgess Elementary",02870005,6,,,,,,,,,,,,,,,,,,,
2010,Sudbury,02880000,5,,,,,,,,,,,,,,,,,,,
2010,"Josiah Haynes",02880010,6,,,,,,,,,,,,,,,,,,,
2010,"Israel Loring School",02880015,6,,,,,,,,,,,,,,,,,,,
2010,"General John Nixon Elem",02880025,6,,,,,,,,,,,,,,,,,,,
2010,"Peter Noyes",02880030,6,,,,,,,,,,,,,,,,,,,
2010,"Ephraim Curtis Middle",02880305,6,,,,,,,,,,,,,,,,,,,
2010,Sunderland,02890000,5,,,,,,,,,,,,,,,,,,,
2010,"Sunderland Elementary",02890005,6,,,,,,,,,,,,,,,,,,,
2010,Sutton,02900000,5,34,38.2,28,31.5,1,1.1,17,19.1,2,2.2,2,2.2,1,1.1,1,1.1,3,3.4,89
2010,"Sutton Early Learning",02900003,6,,,,,,,,,,,,,,,,,,,
2010,"Sutton Elementary",02900005,6,,,,,,,,,,,,,,,,,,,
2010,"Sutton Middle School",02900305,6,,,,,,,,,,,,,,,,,,,
2010,"Sutton High School",02900510,6,34,38.2,28,31.5,1,1.1,17,19.1,2,2.2,2,2.2,1,1.1,1,1.1,3,3.4,89
2010,Swampscott,02910000,5,83,40.9,73,36,7,3.4,18,8.9,5,2.5,6,3,1,0.5,0,0,10,4.9,203
2010,Clarke,02910005,6,,,,,,,,,,,,,,,,,,,
2010,Hadley,02910010,6,,,,,,,,,,,,,,,,,,,
2010,Stanley,02910020,6,,,,,,,,,,,,,,,,,,,
2010,"Swampscott Middle",02910305,6,,,,,,,,,,,,,,,,,,,
2010,"Swampscott High",02910505,6,83,40.9,73,36,7,3.4,18,8.9,5,2.5,6,3,1,0.5,0,0,10,4.9,203
2010,Swansea,02920000,5,27,20.1,29,21.6,3,2.2,51,38.1,4,3,8,6,3,2.2,0,0,9,6.7,134
2010,"Elizabeth S Brown",02920006,6,,,,,,,,,,,,,,,,,,,
2010,Gardner,02920015,6,,,,,,,,,,,,,,,,,,,
2010,"Mark G Hoyle Elem",02920017,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph G Luther",02920020,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph Case Jr High",02920305,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph Case High",02920505,6,27,20.1,29,21.6,3,2.2,51,38.1,4,3,8,6,3,2.2,0,0,9,6.7,134
2010,Taunton,02930000,5,86,22.1,103,26.4,0,0,104,26.7,17,4.4,43,11,11,2.8,2,0.5,24,6.2,390
2010,"Caleb Barnum",02930005,6,,,,,,,,,,,,,,,,,,,
2010,"Edmund Hatch Bennett",02930007,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph C Chamberlain",02930008,6,,,,,,,,,,,,,,,,,,,
2010,"East Taunton Elem",02930010,6,,,,,,,,,,,,,,,,,,,
2010,"Elizabeth Pole",02930027,6,,,,,,,,,,,,,,,,,,,
2010,Hopewell,02930035,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph H Martin",02930042,6,,,,,,,,,,,,,,,,,,,
2010,"Lowell M Maxham",02930045,6,,,,,,,,,,,,,,,,,,,
2010,"James L Mulcahey",02930050,6,,,,,,,,,,,,,,,,,,,
2010,"Edward F Leddy",02930056,6,,,,,,,,,,,,,,,,,,,
2010,"H H Galligan",02930057,6,,,,,,,,,,,,,,,,,,,
2010,Walker,02930065,6,,,,,,,,,,,,,,,,,,,
2010,"John F Parker Middle",02930305,6,,,,,,,,,,,,,,,,,,,
2010,"Benjamin Friedman Middle",02930315,6,,,,,,,,,,,,,,,,,,,
2010,"Taunton High",02930505,6,86,22.1,103,26.4,0,0,104,26.7,17,4.4,43,11,11,2.8,2,0.5,24,6.2,390
2010,Tewksbury,02950000,5,58,25.4,92,40.4,0,0,34,14.9,0,0,3,1.3,8,3.5,0,0,33,14.5,228
2010,"L F Dewing",02950001,6,,,,,,,,,,,,,,,,,,,
2010,"Center School",02950002,6,,,,,,,,,,,,,,,,,,,
2010,Heath-Brook,02950010,6,,,,,,,,,,,,,,,,,,,
2010,"North Street",02950020,6,,,,,,,,,,,,,,,,,,,
2010,"John F. Ryan",02950023,6,,,,,,,,,,,,,,,,,,,
2010,"Louise Davy Trahan",02950025,6,,,,,,,,,,,,,,,,,,,
2010,"John W. Wynn Middle",02950305,6,,,,,,,,,,,,,,,,,,,
2010,"Tewksbury Memorial High",02950505,6,58,25.4,92,40.4,0,0,34,14.9,0,0,3,1.3,8,3.5,0,0,33,14.5,228
2010,Tisbury,02960000,5,,,,,,,,,,,,,,,,,,,
2010,"Tisbury Elementary",02960005,6,,,,,,,,,,,,,,,,,,,
2010,Topsfield,02980000,5,,,,,,,,,,,,,,,,,,,
2010,"Proctor Elementary",02980005,6,,,,,,,,,,,,,,,,,,,
2010,"Steward Elementary",02980010,6,,,,,,,,,,,,,,,,,,,
2010,Truro,03000000,5,,,,,,,,,,,,,,,,,,,
2010,"Truro Central",03000005,6,,,,,,,,,,,,,,,,,,,
2010,Tyngsborough,03010000,5,33,24.4,76,56.3,1,0.7,17,12.6,3,2.2,4,3,0,0,0,0,1,0.7,135
2010,"Tyngsborough Elementary",03010020,6,,,,,,,,,,,,,,,,,,,
2010,"Tyngsborough Middle",03010305,6,,,,,,,,,,,,,,,,,,,
2010,"Tyngsborough High School",03010505,6,33,24.4,76,56.3,1,0.7,17,12.6,3,2.2,4,3,0,0,0,0,1,0.7,135
2010,Uxbridge,03040000,5,29,29.3,30,30.3,2,2,15,15.2,4,4,14,14.1,5,5.1,0,0,0,0,99
2010,"Earl D Taft",03040005,6,,,,,,,,,,,,,,,,,,,
2010,"Whitin Middle",03040015,6,,,,,,,,,,,,,,,,,,,
2010,"Uxbridge High",03040505,6,29,29.3,30,30.3,2,2,15,15.2,4,4,14,14.1,5,5.1,0,0,0,0,99
2010,Wakefield,03050000,5,94,39.7,90,38,0,0,31,13.1,7,3,10,4.2,2,0.8,0,0,3,1.3,237
2010,Dolbeare,03050005,6,,,,,,,,,,,,,,,,,,,
2010,"Woodville School",03050015,6,,,,,,,,,,,,,,,,,,,
2010,Greenwood,03050020,6,,,,,,,,,,,,,,,,,,,
2010,Walton,03050040,6,,,,,,,,,,,,,,,,,,,
2010,"Galvin Middle School",03050310,6,,,,,,,,,,,,,,,,,,,
2010,"Wakefield Memorial High",03050505,6,94,39.7,90,38,0,0,31,13.1,7,3,10,4.2,2,0.8,0,0,3,1.3,237
2010,Wales,03060000,5,,,,,,,,,,,,,,,,,,,
2010,"Wales Elementary",03060005,6,,,,,,,,,,,,,,,,,,,
2010,Walpole,03070000,5,146,53.3,85,31,0,0,25,9.1,4,1.5,9,3.3,0,0,2,0.7,3,1.1,274
2010,"Daniel Feeney Preschool Center",03070002,6,,,,,,,,,,,,,,,,,,,
2010,"Elm Street School",03070005,6,,,,,,,,,,,,,,,,,,,
2010,Boyden,03070010,6,,,,,,,,,,,,,,,,,,,
2010,Fisher,03070015,6,,,,,,,,,,,,,,,,,,,
2010,"Old Post Road",03070018,6,,,,,,,,,,,,,,,,,,,
2010,"Bird Middle",03070305,6,,,,,,,,,,,,,,,,,,,
2010,"Eleanor N Johnson Middle",03070310,6,,,,,,,,,,,,,,,,,,,
2010,"Walpole High",03070505,6,146,53.3,85,31,0,0,25,9.1,4,1.5,9,3.3,0,0,2,0.7,3,1.1,274
2010,Waltham,03080000,5,100,30.4,94,28.6,7,2.1,59,17.9,14,4.3,45,13.7,6,1.8,0,0,4,1.2,329
2010,"William F. Stanley Elementary School",03080005,6,,,,,,,,,,,,,,,,,,,
2010,"Douglas MacArthur Elementary School",03080032,6,,,,,,,,,,,,,,,,,,,
2010,"Northeast Elementary School",03080040,6,,,,,,,,,,,,,,,,,,,
2010,"Thomas R Plympton Elementary School",03080050,6,,,,,,,,,,,,,,,,,,,
2010,"James Fitzgerald Elementary School",03080060,6,,,,,,,,,,,,,,,,,,,
2010,"Henry Whittemore Elementary School",03080065,6,,,,,,,,,,,,,,,,,,,
2010,"John F Kennedy Middle",03080404,6,,,,,,,,,,,,,,,,,,,
2010,"John W. McDevitt Middle School",03080415,6,,,,,,,,,,,,,,,,,,,
2010,"Waltham Sr High",03080505,6,100,30.4,94,28.6,7,2.1,59,17.9,14,4.3,45,13.7,6,1.8,0,0,4,1.2,329
2010,Ware,03090000,5,9,12,19,25.3,0,0,28,37.3,0,0,15,20,3,4,1,1.3,0,0,75
2010,"Stanley M Koziol Elem Sch",03090020,6,,,,,,,,,,,,,,,,,,,
2010,"Ware Middle School",03090305,6,,,,,,,,,,,,,,,,,,,
2010,"Ware Junior/Senior High School",03090505,6,9,12,19,25.3,0,0,28,37.3,0,0,15,20,3,4,1,1.3,0,0,75
2010,Wareham,03100000,5,37,16.5,58,25.9,3,1.3,52,23.2,0,0,37,16.5,9,4,5,2.2,21,9.4,224
2010,"John William Decas",03100003,6,,,,,,,,,,,,,,,,,,,
2010,"Minot Forest",03100017,6,,,,,,,,,,,,,,,,,,,
2010,"Ethel E Hammond",03100020,6,,,,,,,,,,,,,,,,,,,
2010,"East Wareham School",03100025,6,,,,,,,,,,,,,,,,,,,
2010,"Wareham Middle",03100305,6,,,,,,,,,,,,,,,,,,,
2010,"West Wareham Academy",03100310,6,,,,,,,,,,,,,,,,,,,2
2010,"Wareham Cooperative Junior/Senior High School",03100315,6,0,0,1,2.9,0,0,9,26.5,0,0,1,2.9,1,2.9,1,2.9,21,61.8,34
2010,"Wareham Senior High",03100505,6,37,19.7,57,30.3,3,1.6,43,22.9,0,0,36,19.1,8,4.3,4,2.1,0,0,188
2010,Watertown,03140000,5,60,35.7,64,38.1,3,1.8,21,12.5,4,2.4,7,4.2,2,1.2,2,1.2,5,3,168
2010,Cunniff,03140015,6,,,,,,,,,,,,,,,,,,,
2010,Hosmer,03140020,6,,,,,,,,,,,,,,,,,,,
2010,"James Russell Lowell",03140025,6,,,,,,,,,,,,,,,,,,,
2010,"Watertown Middle",03140305,6,,,,,,,,,,,,,,,,,,,
2010,"Watertown High",03140505,6,60,35.7,64,38.1,3,1.8,21,12.5,4,2.4,7,4.2,2,1.2,2,1.2,5,3,168
2010,Wayland,03150000,5,132,60.8,71,32.7,0,0,6,2.8,0,0,2,0.9,1,0.5,2,0.9,3,1.4,217
2010,"Claypit Hill School",03150005,6,,,,,,,,,,,,,,,,,,,
2010,"Happy Hollow School",03150015,6,,,,,,,,,,,,,,,,,,,
2010,"Loker School",03150020,6,,,,,,,,,,,,,,,,,,,
2010,"Wayland Middle School",03150305,6,,,,,,,,,,,,,,,,,,,
2010,"Wayland High School",03150505,6,132,60.8,71,32.7,0,0,6,2.8,0,0,2,0.9,1,0.5,2,0.9,3,1.4,217
2010,Webster,03160000,5,22,17.2,40,31.3,0,0,43,33.6,6,4.7,9,7,4,3.1,0,0,4,3.1,128
2010,"Park Avenue Elementary",03160015,6,,,,,,,,,,,,,,,,,,,
2010,"Webster Middle School",03160305,6,,,,,,,,,,,,,,,,,,,
2010,"Bartlett Jr Sr High Sch",03160505,6,22,17.2,40,31.3,0,0,43,33.6,6,4.7,9,7,4,3.1,0,0,4,3.1,128
2010,Wellesley,03170000,5,230,78,45,15.3,3,1,2,0.7,5,1.7,4,1.4,1,0.3,1,0.3,4,1.4,295
2010,"Katharine Lee Bates",03170005,6,,,,,,,,,,,,,,,,,,,
2010,"Joseph E Fiske",03170015,6,,,,,,,,,,,,,,,,,,,
2010,"John D Hardy",03170020,6,,,,,,,,,,,,,,,,,,,
2010,Hunnewell,03170025,6,,,,,,,,,,,,,,,,,,,
2010,Schofield,03170045,6,,,,,,,,,,,,,,,,,,,
2010,"Sprague Elementary School",03170048,6,,,,,,,,,,,,,,,,,,,
2010,"Ernest F Upham",03170050,6,,,,,,,,,,,,,,,,,,,
2010,"Wellesley Middle",03170305,6,,,,,,,,,,,,,,,,,,,
2010,"Wellesley Sr High",03170505,6,230,78,45,15.3,3,1,2,0.7,5,1.7,4,1.4,1,0.3,1,0.3,4,1.4,295
2010,Wellfleet,03180000,5,,,,,,,,,,,,,,,,,,,
2010,"Wellfleet Elementary",03180005,6,,,,,,,,,,,,,,,,,,,
2010,Westborough,03210000,5,162,57.4,101,35.8,1,0.4,17,6,0,0,0,0,1,0.4,0,0,0,0,282
2010,"J Harding Armstrong",03210005,6,,,,,,,,,,,,,,,,,,,
2010,"Annie E Fales",03210010,6,,,,,,,,,,,,,,,,,,,
2010,"Elsie A Hastings Elem",03210025,6,,,,,,,,,,,,,,,,,,,
2010,"Mill Pond School",03210045,6,,,,,,,,,,,,,,,,,,,
2010,"Sarah W Gibbons Middle",03210305,6,,,,,,,,,,,,,,,,,,,
2010,"Westborough High",03210505,6,162,57.4,101,35.8,1,0.4,17,6,0,0,0,0,1,0.4,0,0,0,0,282
2010,"West Boylston",03220000,5,26,32.1,29,35.8,1,1.2,15,18.5,1,1.2,2,2.5,2,2.5,1,1.2,4,4.9,81
2010,"Major Edwards Elementary",03220005,6,,,,,,,,,,,,,,,,,,,
2010,"West Boylston Jr-Sr High",03220505,6,26,32.1,29,35.8,1,1.2,15,18.5,1,1.2,2,2.5,2,2.5,1,1.2,4,4.9,81
2010,"West Bridgewater",03230000,5,39,43.8,27,30.3,0,0,12,13.5,3,3.4,3,3.4,1,1.1,0,0,4,4.5,89
2010,"Rose L Macdonald",03230003,6,,,,,,,,,,,,,,,,,,,
2010,"Spring Street School",03230005,6,,,,,,,,,,,,,,,,,,,
2010,"Howard School",03230305,6,,,,,,,,,,,,,,,,,,,
2010,"West Bridgewater Jr-Sr",03230505,6,39,43.8,27,30.3,0,0,12,13.5,3,3.4,3,3.4,1,1.1,0,0,4,4.5,89
2010,Westfield,03250000,5,86,19,112,24.8,1,0.2,166,36.7,16,3.5,49,10.8,15,3.3,1,0.2,6,1.3,452
2010,"Fort Meadow ECC",03250003,6,,,,,,,,,,,,,,,,,,,
2010,"Franklin Ave",03250015,6,,,,,,,,,,,,,,,,,,,
2010,"Abner Gibbs",03250020,6,,,,,,,,,,,,,,,,,,,
2010,Highland,03250025,6,,,,,,,,,,,,,,,,,,,
2010,"Munger Hill",03250033,6,,,,,,,,,,,,,,,,,,,
2010,"Paper Mill",03250036,6,,,,,,,,,,,,,,,,,,,
2010,"Southampton Road",03250040,6,,,,,,,,,,,,,,,,,,,
2010,"Juniper Park",03250055,6,,,,,,,,,,,,,,,,,,,
2010,"North Middle School",03250305,6,,,,,,,,,,,,,,,,,,,
2010,"South Middle School",03250310,6,,,,,,,,,,,,,,,,,,,
2010,"Westfield High",03250505,6,86,23.8,100,27.7,1,0.3,134,37.1,9,2.5,15,4.2,9,2.5,1,0.3,6,1.7,361
2010,"Academy High School",03250515,6,,,,,,,,,,,,,,,,,,,
2010,"Westfield Voc Tech High",03250605,6,0,0,12,13.2,0,0,32,35.2,7,7.7,34,37.4,6,6.6,0,0,0,0,91
2010,Westford,03260000,5,158,40.5,183,46.9,1,0.3,38,9.7,2,0.5,6,1.5,2,0.5,0,0,0,0,390
2010,"Abbot Elem",03260004,6,,,,,,,,,,,,,,,,,,,
2010,"Day Elementary",03260007,6,,,,,,,,,,,,,,,,,,,
2010,"Millennium Elementary",03260013,6,,,,,,,,,,,,,,,,,,,
2010,Nabnasset,03260015,6,,,,,,,,,,,,,,,,,,,
2010,"Col John Robinson",03260025,6,,,,,,,,,,,,,,,,,,,
2010,"John A. Crisafulli Elementary School",03260045,6,,,,,,,,,,,,,,,,,,,
2010,"Rita E. Miller Elementary School",03260055,6,,,,,,,,,,,,,,,,,,,
2010,"Blanchard Middle",03260310,6,,,,,,,,,,,,,,,,,,,
2010,"Stony Brook School",03260330,6,,,,,,,,,,,,,,,,,,,
2010,"Westford Academy",03260505,6,158,40.5,183,46.9,1,0.3,38,9.7,2,0.5,6,1.5,2,0.5,0,0,0,0,390
2010,Westhampton,03270000,5,,,,,,,,,,,,,,,,,,,
2010,"Westhampton Elem School",03270005,6,,,,,,,,,,,,,,,,,,,
2010,Weston,03300000,5,144,84.2,19,11.1,0,0,1,0.6,3,1.8,0,0,0,0,2,1.2,2,1.2,171
2010,Country,03300010,6,,,,,,,,,,,,,,,,,,,
2010,"Field Elem School",03300012,6,,,,,,,,,,,,,,,,,,,
2010,Woodland,03300015,6,,,,,,,,,,,,,,,,,,,
2010,"Weston Middle",03300305,6,,,,,,,,,,,,,,,,,,,
2010,"Weston High",03300505,6,144,84.2,19,11.1,0,0,1,0.6,3,1.8,0,0,0,0,2,1.2,2,1.2,171
2010,Westport,03310000,5,22,19.5,33,29.2,1,0.9,45,39.8,0,0,8,7.1,1,0.9,0,0,3,2.7,113
2010,"Alice A Macomber",03310015,6,,,,,,,,,,,,,,,,,,,
2010,"Westport Elementary",03310030,6,,,,,,,,,,,,,,,,,,,
2010,"Westport Middle",03310305,6,,,,,,,,,,,,,,,,,,,
2010,"Westport High",03310505,6,22,19.5,33,29.2,1,0.9,45,39.8,0,0,8,7.1,1,0.9,0,0,3,2.7,113
2010,"West Springfield",03320000,5,53,19.1,47,17,0,0,132,47.7,6,2.2,23,8.3,5,1.8,3,1.1,8,2.9,277
2010,"John Ashley",03320005,6,,,,,,,,,,,,,,,,,,,
2010,"Philip G Coburn",03320007,6,,,,,,,,,,,,,,,,,,,
2010,"John R Fausey",03320010,6,,,,,,,,,,,,,,,,,,,
2010,Memorial,03320025,6,,,,,,,,,,,,,,,,,,,
2010,Mittineague,03320030,6,,,,,,,,,,,,,,,,,,,
2010,Tatham,03320040,6,,,,,,,,,,,,,,,,,,,
2010,"West Springfield Middle",03320305,6,,,,,,,,,,,,,,,,,,,
2010,"West Springfield High",03320505,6,53,19.1,47,17,0,0,132,47.7,6,2.2,23,8.3,5,1.8,3,1.1,8,2.9,277
2010,Westwood,03350000,5,141,75,36,19.1,0,0,4,2.1,0,0,5,2.7,1,0.5,0,0,1,0.5,188
2010,"Deerfield School",03350010,6,,,,,,,,,,,,,,,,,,,
2010,Downey,03350012,6,,,,,,,,,,,,,,,,,,,
2010,"Paul Hanlon",03350015,6,,,,,,,,,,,,,,,,,,,
2010,"Martha Jones",03350017,6,,,,,,,,,,,,,,,,,,,
2010,"William E Sheehan",03350025,6,,,,,,,,,,,,,,,,,,,
2010,"Westwood Integrated Preschool",03350050,6,,,,,,,,,,,,,,,,,,,
2010,"E W Thurston Middle",03350305,6,,,,,,,,,,,,,,,,,,,
2010,"Westwood High",03350505,6,141,75,36,19.1,0,0,4,2.1,0,0,5,2.7,1,0.5,0,0,1,0.5,188
2010,Weymouth,03360000,5,133,26.6,99,19.8,5,1,97,19.4,25,5,30,6,22,4.4,2,0.4,87,17.4,500
2010,"Johnson ECC",03360003,6,,,,,,,,,,,,,,,,,,,
2010,"Academy Avenue",03360005,6,,,,,,,,,,,,,,,,,,,
2010,"Maria Weston Chapman Middle School",03360020,6,,,,,,,,,,,,,,,,,,,
2010,"Frederick C Murphy",03360050,6,,,,,,,,,,,,,,,,,,,
2010,"Thomas V Nash",03360060,6,,,,,,,,,,,,,,,,,,,
2010,"Lawrence W Pingree",03360065,6,,,,,,,,,,,,,,,,,,,
2010,"William Seach",03360080,6,,,,,,,,,,,,,,,,,,,
2010,"Ralph Talbot",03360085,6,,,,,,,,,,,,,,,,,,,
2010,"Thomas W. Hamilton Primary School",03360105,6,,,,,,,,,,,,,,,,,,,
2010,Wessagusset,03360110,6,,,,,,,,,,,,,,,,,,,
2010,"Abigail Adams Middle School",03360310,6,,,,,,,,,,,,,,,,,,,
2010,"Weymouth High School",03360505,6,133,26.6,99,19.8,5,1,97,19.4,25,5,30,6,22,4.4,2,0.4,87,17.4,500
2010,Whately,03370000,5,,,,,,,,,,,,,,,,,,,
2010,"Whately Elementary",03370005,6,,,,,,,,,,,,,,,,,,,
2010,Williamsburg,03400000,5,,,,,,,,,,,,,,,,,,,
2010,"Anne T Dunphy",03400005,6,,,,,,,,,,,,,,,,,,,
2010,"Helen James",03400015,6,,,,,,,,,,,,,,,,,,,
2010,Williamstown,03410000,5,,,,,,,,,,,,,,,,,,,
2010,"Williamstown Elementary",03410010,6,,,,,,,,,,,,,,,,,,,
2010,Wilmington,03420000,5,91,40.6,77,34.4,2,0.9,35,15.6,7,3.1,1,0.4,3,1.3,1,0.4,7,3.1,224
2010,Boutwell,03420005,6,,,,,,,,,,,,,,,,,,,
2010,Wildwood,03420015,6,,,,,,,,,,,,,,,,,,,
2010,"Woburn Street",03420020,6,,,,,,,,,,,,,,,,,,,
2010,"Shawsheen Elem",03420025,6,,,,,,,,,,,,,,,,,,,
2010,"North Intermediate",03420060,6,,,,,,,,,,,,,,,,,,,
2010,"West Intermediate",03420080,6,,,,,,,,,,,,,,,,,,,
2010,"Wilmington Middle School",03420330,6,,,,,,,,,,,,,,,,,,,
2010,"Wilmington High",03420505,6,91,40.6,77,34.4,2,0.9,35,15.6,7,3.1,1,0.4,3,1.3,1,0.4,7,3.1,224
2010,Winchendon,03430000,5,15,16.1,16,17.2,2,2.2,36,38.7,2,2.2,20,21.5,2,2.2,0,0,0,0,93
2010,"Marvin School",03430010,6,,,,,,,,,,,,,,,,,,,
2010,Memorial,03430040,6,,,,,,,,,,,,,,,,,,,
2010,"Toy Town Elem",03430050,6,,,,,,,,,,,,,,,,,,,
2010,"Murdock Middle/High",03430505,6,15,16.1,16,17.2,2,2.2,36,38.7,2,2.2,20,21.5,2,2.2,0,0,0,0,93
2010,Winchester,03440000,5,161,62.4,68,26.4,1,0.4,11,4.3,8,3.1,1,0.4,2,0.8,4,1.6,2,0.8,258
2010,"Lincoln Elementary",03440005,6,,,,,,,,,,,,,,,,,,,
2010,"Lynch Elementary",03440020,6,,,,,,,,,,,,,,,,,,,
2010,"Vinson-Owen Elementary",03440025,6,,,,,,,,,,,,,,,,,,,
2010,"Muraco Elementary",03440040,6,,,,,,,,,,,,,,,,,,,
2010,"Ambrose Elementary",03440045,6,,,,,,,,,,,,,,,,,,,
2010,"McCall Middle",03440305,6,,,,,,,,,,,,,,,,,,,
2010,"Winchester High School",03440505,6,161,62.4,68,26.4,1,0.4,11,4.3,8,3.1,1,0.4,2,0.8,4,1.6,2,0.8,258
2010,Winthrop,03460000,5,29,24.8,47,40.2,5,4.3,13,11.1,4,3.4,10,8.5,4,3.4,0,0,5,4.3,117
2010,"William P. Gorman/Fort Banks Elementary",03460015,6,,,,,,,,,,,,,,,,,,,
2010,"Arthur T. Cummings Elementary School",03460020,6,,,,,,,,,,,,,,,,,,,
2010,"Winthrop Middle School",03460305,6,,,,,,,,,,,,,,,,,,,
2010,"Winthrop Sr High",03460505,6,29,24.8,47,40.2,5,4.3,13,11.1,4,3.4,10,8.5,4,3.4,0,0,5,4.3,117
2010,Woburn,03470000,5,94,29.7,110,34.7,2,0.6,54,17,12,3.8,22,6.9,10,3.2,6,1.9,7,2.2,317
2010,"Clapp - Goodyear Elementary School",03470005,6,,,,,,,,,,,,,,,,,,,
2010,"Daniel P Hurld",03470020,6,,,,,,,,,,,,,,,,,,,
2010,Linscott-Rumford,03470025,6,,,,,,,,,,,,,,,,,,,
2010,"Clyde Reeves",03470040,6,,,,,,,,,,,,,,,,,,,
2010,Shamrock,03470043,6,,,,,,,,,,,,,,,,,,,
2010,"Malcolm White",03470055,6,,,,,,,,,,,,,,,,,,,
2010,Wyman,03470060,6,,,,,,,,,,,,,,,,,,,
2010,"Mary D Altavesta",03470065,6,,,,,,,,,,,,,,,,,,,
2010,"John F Kennedy Middle School",03470405,6,,,,,,,,,,,,,,,,,,,
2010,"Daniel L Joyce Middle School",03470410,6,,,,,,,,,,,,,,,,,,,
2010,"Woburn High",03470505,6,94,29.7,110,34.7,2,0.6,54,17,12,3.8,22,6.9,10,3.2,6,1.9,7,2.2,317
2010,Worcester,03480000,5,266,18.6,296,20.7,18,1.3,567,39.7,74,5.2,111,7.8,37,2.6,10,0.7,51,3.6,1430
2010,"Head Start",03480002,6,,,,,,,,,,,,,,,,,,,
2010,"Belmont Street Community",03480020,6,,,,,,,,,,,,,,,,,,,
2010,"Wawecus Road School",03480026,6,,,,,,,,,,,,,,,,,,,
2010,"Woodland Academy",03480030,6,,,,,,,,,,,,,,,,,,,
2010,"Burncoat Street",03480035,6,,,,,,,,,,,,,,,,,,,
2010,Canterbury,03480045,6,,,,,,,,,,,,,,,,,,,
2010,"Chandler Elem Community",03480050,6,,,,,,,,,,,,,,,,,,,
2010,"Chandler Magnet",03480052,6,,,,,,,,,,,,,,,,,,,
2010,"City View",03480053,6,,,,,,,,,,,,,,,,,,,
2010,"Clark St Community",03480055,6,,,,,,,,,,,,,,,,,,,
2010,"Columbus Park",03480060,6,,,,,,,,,,,,,,,,,,,
2010,"Flagg Street",03480090,6,,,,,,,,,,,,,,,,,,,
2010,"Elm Park Community",03480095,6,,,,,,,,,,,,,,,,,,,
2010,"Goddard Sch/Science Tech",03480100,6,,,,,,,,,,,,,,,,,,,
2010,"Gates Lane",03480110,6,,,,,,,,,,,,,,,,,,,
2010,"Grafton Street",03480115,6,,,,,,,,,,,,,,,,,,,
2010,"Heard Street",03480136,6,,,,,,,,,,,,,,,,,,,
2010,"Jacob Hiatt Magnet",03480140,6,,,,,,,,,,,,,,,,,,,
2010,"Lake View",03480145,6,,,,,,,,,,,,,,,,,,,
2010,"Lincoln Street",03480160,6,,,,,,,,,,,,,,,,,,,
2010,"May Street",03480175,6,,,,,,,,,,,,,,,,,,,
2010,"Francis J McGrath Elem",03480177,6,,,,,,,,,,,,,,,,,,,
2010,"Midland Street",03480185,6,,,,,,,,,,,,,,,,,,,
2010,"Nelson Place",03480200,6,,,,,,,,,,,,,,,,,,,
2010,"Norrback Avenue",03480202,6,,,,,,,,,,,,,,,,,,,
2010,Quinsigamond,03480210,6,,,,,,,,,,,,,,,,,,,
2010,"Rice Square",03480215,6,,,,,,,,,,,,,,,,,,,
2010,Roosevelt,03480220,6,,,,,,,,,,,,,,,,,,,
2010,"Worcester Arts Magnet Sch",03480225,6,,,,,,,,,,,,,,,,,,,
2010,Tatnuck,03480230,6,,,,,,,,,,,,,,,,,,,
2010,"Thorndyke Road",03480235,6,,,,,,,,,,,,,,,,,,,
2010,"Union Hill School",03480240,6,,,,,,,,,,,,,,,,,,,
2010,"West Tatnuck",03480260,6,,,,,,,,,,,,,,,,,,,
