FY	org_code	district_short_name	total	avg	fte
2006	00560000	CHELMSFORD                   	21296476	57156	373
2006	00570000	CHELSEA                      	24034625	53613	448
2006	00610000	CHICOPEE                     	31990987	41385	773
2006	00630000	CLARKSBURG                   	903008	51897	17
2006	00640000	CLINTON                      	8265130	45892	180
2006	00650000	COHASSET                     	6310080	55940	113
2006	00670000	CONCORD                      	10216763	61901	165
2006	00680000	CONWAY                       	709119	46962	15
2006	00710000	DANVERS                      	15981990	59428	269
2006	00720000	DARTMOUTH                    	15701995	54766	287
2006	00730000	DEDHAM                       	14297882	59131	242
2006	00740000	DEERFIELD                    	1908847	45341	42
2006	00770000	DOUGLAS                      	5412009	50485	107
2006	00780000	DOVER                        	2809372	66415	42
2006	00790000	DRACUT                       	13809721	50272	275
2006	00820000	DUXBURY                      	13401259	59854	224
2006	00830000	EAST BRIDGEWATER             	8042851	56048	144
2006	00850000	EASTHAM                      	1272478	58371	22
2006	00860000	EASTHAMPTON                  	7055065	45555	155
2006	00870000	EAST LONGMEADOW              	11253247	57620	195
2006	00880000	EASTON                       	13479930	57123	236
2006	00890000	EDGARTOWN                    	2254019	62716	36
2006	00910000	ERVING                       	735795	48249	15
2006	00930000	EVERETT                      	23372505	53545	437
2006	00940000	FAIRHAVEN                    	7232957	47429	153
2006	00950000	FALL RIVER                   	49345005	51833	952
2006	00960000	FALMOUTH                     	20490491	57899	354
2006	00970000	FITCHBURG                    	23738634	54385	436
2006	00980000	FLORIDA                      	423055	34117	12
2006	00990000	FOXBOROUGH                   	11704123	55130	212
2006	01000000	FRAMINGHAM                   	41558639	57992	717
2006	01010000	FRANKLIN                     	28626571	55361	517
2006	01020000	FREETOWN                     	1687574	42189	40
2006	01030000	GARDNER                      	10768919	53577	201
2006	01050000	GEORGETOWN                   	5820462	51509	113
2006	01070000	GLOUCESTER                   	16210800	53625	302
2006	01100000	GRAFTON                      	10407843	52327	199
2006	01110000	GRANBY                       	3874606	46908	83
2006	01120000	GRANVILLE                    	1008248	44221	23
2006	01140000	GREENFIELD                   	8455690	47002	180
2006	01170000	HADLEY                       	2497573	43361	58
2006	01180000	HALIFAX                      	2475594	60380	41
2006	01210000	HANCOCK                      	301077	59035	5
2006	01220000	HANOVER                      	11279834	53330	212
2006	01250000	HARVARD                      	5225326	55061	95
2006	01260000	HARWICH                      	6181550	53799	115
2006	01270000	HATFIELD                     	1874094	51205	37
2006	01280000	HAVERHILL                    	31432671	57817	544
2006	01310000	HINGHAM                      	15275094	59018	259
2006	01330000	HOLBROOK                     	4652255	47375	98
2006	01350000	HOLLAND                      	1036873	54861	19
2006	01360000	HOLLISTON                    	13073884	56621	231
2006	01370000	HOLYOKE                      	34129424	51595	661
2006	01380000	HOPEDALE                     	4705984	53844	87
2006	01390000	HOPKINTON                    	14502107	58406	248
2006	01410000	HUDSON                       	12595257	54075	233
2006	01420000	HULL                         	5749711	51846	111
2006	01440000	IPSWICH                      	7814310	51376	152
2006	01450000	KINGSTON                     	3960243	50130	79
2006	01460000	LAKEVILLE                    	2414550	49785	49
2006	01480000	LANESBOROUGH                 	1486253	59213	25
2006	01490000	LAWRENCE                     	55119382	56282	979
2006	01500000	LEE                          	4035136	51666	78
2006	01510000	LEICESTER                    	7429544	55903	133
2006	01520000	LENOX                        	4398473	57293	77
2006	01530000	LEOMINSTER                   	22065458	53583	412
2006	01540000	LEVERETT                     	797019	50476	16
2006	01550000	LEXINGTON                    	32824438	61093	537
2006	01570000	LINCOLN                      	8490742	77541	110
2006	01580000	LITTLETON                    	6350512	58075	109
2006	01590000	LONGMEADOW                   	13466652	51233	263
2006	01600000	LOWELL                       	70461912	60430	1166
2006	01610000	LUDLOW                       	11352735	49210	231
2006	01620000	LUNENBURG                    	6831115	55961	122
2006	01630000	LYNN                         	65457944	59730	1096
2006	01640000	LYNNFIELD                    	9308751	59291	157
2006	01650000	MALDEN                       	26183001	55709	470
2006	01670000	MANSFIELD                    	17931306	54059	332
2006	01680000	MARBLEHEAD                   	13896795	57118	243
2006	01690000	MARION                       	2219060	54792	41
2006	01700000	MARLBOROUGH                  	19745924	54850	360
2006	01710000	MARSHFIELD                   	19723104	57636	342
2006	01720000	MASHPEE                      	9368474	56848	165
2006	01730000	MATTAPOISETT                 	2264406	56895	40
2006	01740000	MAYNARD                      	5706071	50856	112
2006	01750000	MEDFIELD                     	11753786	57140	206
2006	01760000	MEDFORD                      	21771280	49424	441
2006	01770000	MEDWAY                       	10651611	58269	183
2006	01780000	MELROSE                      	12425162	52660	236
2006	01810000	METHUEN                      	28219435	59686	473
2006	01820000	MIDDLEBOROUGH                	13142351	52993	248
2006	01840000	MIDDLETON                    	3244418	56035	58
2006	01850000	MILFORD                      	18648610	57951	322
2006	01860000	MILLBURY                     	8347414	59214	141
2006	01870000	MILLIS                       	4579130	60490	76
2006	01890000	MILTON                       	16517292	57773	286
2006	01910000	MONSON                       	5344872	50140	107
2006	01960000	NAHANT                       	962638	51204	19
2006	01970000	NANTUCKET                    	8137169	64632	126
2006	01980000	NATICK                       	19100133	55897	342
2006	01990000	NEEDHAM                      	21432262	58914	364
2006	02010000	NEW BEDFORD                  	57436054	54185	1060
2006	02040000	NEWBURYPORT                  	11567658	52549	220
2006	02070000	NEWTON                       	62347879	66911	932
2006	02080000	NORFOLK                      	4640913	57888	80
2006	02090000	NORTH ADAMS                  	10235420	48280	212
2006	02100000	NORTHAMPTON                  	10899804	50483	216
2006	02110000	NORTH ANDOVER                	15199816	55180	275
2006	02120000	NORTH ATTLEBOROUGH           	18454807	59806	309
2006	02130000	NORTHBOROUGH                 	8702022	60473	144
2006	02140000	NORTHBRIDGE                  	10898628	44303	246
2006	02150000	NORTH BROOKFIELD             	3267888	53136	62
2006	02170000	NORTH READING                	9616576	54362	177
2006	02180000	NORTON                       	11349840	56806	200
2006	02190000	NORWELL                      	8128832	55544	146
2006	02200000	NORWOOD                      	14362044	50785	283
2006	02210000	OAK BLUFFS                   	2672031	61061	44
2006	02230000	ORANGE                       	3210701	44717	72
2006	02240000	ORLEANS                      	1371451	57383	24
2006	02260000	OXFORD                       	7520813	51583	146
2006	02270000	PALMER                       	8206215	44599	184
2006	02290000	PEABODY                      	26050188	49667	525
2006	02300000	PELHAM                       	611800	57717	11
2006	02310000	PEMBROKE                     	10673916	53638	199
2006	02340000	PETERSHAM                    	384842	40510	10
2006	02360000	PITTSFIELD                   	25945655	48146	539
2006	02380000	PLAINVILLE                   	2773390	52328	53
2006	02390000	PLYMOUTH                     	34696672	58021	598
2006	02400000	PLYMPTON                     	888497	59233	15
2006	02420000	PROVINCETOWN                 	2003957	55205	36
2006	02430000	QUINCY                       	40846868	58815	695
2006	02440000	RANDOLPH                     	14337866	56382	254
2006	02460000	READING                      	16180112	55678	291
2006	02480000	REVERE                       	23842897	58196	410
2006	02490000	RICHMOND                     	1069873	54865	20
2006	02500000	ROCHESTER                    	2606910	60626	43
2006	02510000	ROCKLAND                     	8993116	52530	171
2006	02520000	ROCKPORT                     	5032354	54819	92
2006	02530000	ROWE                         	435115	45739	10
2006	02580000	SALEM                        	21695189	57410	378
2006	02610000	SANDWICH                     	13958568	55812	250
2006	02620000	SAUGUS                       	12808816	59410	216
2006	02630000	SAVOY                        	228677	43147	5
2006	02640000	SCITUATE                     	13316282	56834	234
2006	02650000	SEEKONK                      	8412094	55270	152
2006	02660000	SHARON                       	14422194	57084	253
2006	02690000	SHERBORN                     	2189397	64967	34
2006	02700000	SHIRLEY                      	2546165	52781	48
2006	02710000	SHREWSBURY                   	21037926	57449	366
2006	02720000	SHUTESBURY                   	741958	49464	15
2006	02730000	SOMERSET                     	12477220	54773	228
2006	02740000	SOMERVILLE                   	25783227	62059	415
2006	02750000	SOUTHAMPTON                  	1994131	47798	42
2006	02760000	SOUTHBOROUGH                 	6664625	54105	123
2006	02770000	SOUTHBRIDGE                  	10742387	57879	186
2006	02780000	SOUTH HADLEY                 	9041653	51844	174
2006	02810000	SPRINGFIELD                  	109400038	46646	2345
2006	02840000	STONEHAM                     	9413040	46692	202
2006	02850000	STOUGHTON                    	17212706	60364	285
2006	02870000	STURBRIDGE                   	4647664	64596	72
2006	02880000	SUDBURY                      	11123752	52600	211
2006	02890000	SUNDERLAND                   	926182	44528	21
2006	02900000	SUTTON                       	6542828	45129	145
2006	02910000	SWAMPSCOTT                   	10581500	55692	190
2006	02920000	SWANSEA                      	8147606	46960	174
2006	02930000	TAUNTON                      	31514146	58252	541
2006	02950000	TEWKSBURY                    	16174442	59883	270
2006	02960000	TISBURY                      	2114064	62900	34
2006	02980000	TOPSFIELD                    	3074896	51163	60
2006	03000000	TRURO                        	746385	38473	19
2006	03010000	TYNGSBOROUGH                 	8468559	50680	167
2006	03040000	UXBRIDGE                     	9132067	55819	164
2006	03050000	WAKEFIELD                    	14914449	56494	264
2006	03060000	WALES                        	598677	59570	10
2006	03070000	WALPOLE                      	14225016	52125	273
2006	03080000	WALTHAM                      	25543958	58028	440
2006	03090000	WARE                         	4223486	51194	83
2006	03100000	WAREHAM                      	13116281	53536	245
2006	03140000	WATERTOWN                    	13602772	63550	214
2006	03150000	WAYLAND                      	14829780	65817	225
2006	03160000	WEBSTER                      	7699241	50955	151
2006	03170000	WELLESLEY                    	21182426	67310	315
2006	03180000	WELLFLEET                    	872203	58147	15
2006	03210000	WESTBOROUGH                  	16742149	59729	280
2006	03220000	WEST BOYLSTON                	5113133	54563	94
2006	03230000	WEST BRIDGEWATER             	4631716	53857	86
2006	03250000	WESTFIELD                    	27558964	44582	618
2006	03260000	WESTFORD                     	20334234	55558	366
2006	03270000	WESTHAMPTON                  	580999	47623	12
2006	03300000	WESTON                       	12684620	69360	183
2006	03310000	WESTPORT                     	6615703	52841	125
2006	03320000	WEST SPRINGFIELD             	15494317	50381	308
2006	03350000	WESTWOOD                     	13037634	60012	217
2006	03360000	WEYMOUTH                     	28551869	57081	500
2006	03370000	WHATELY                      	553203	52636	11
2006	03400000	WILLIAMSBURG                 	1106251	53702	21
2006	03410000	WILLIAMSTOWN                 	2032757	50819	40
2006	03420000	WILMINGTON                   	15145863	54936	276
2006	03430000	WINCHENDON                   	7407224	51871	143
2006	03440000	WINCHESTER                   	17741955	60827	292
2006	03460000	WINTHROP                     	8857304	48935	181
2006	03470000	WOBURN	20756889	54252	383
2006	03480000	WORCESTER                    	125556896	53602	2342
2006	03500000	WRENTHAM                     	4544545	57308	79
2006	04060000	NORTHAMPTON SMITH            	2607260	50824	51
2006	06000000	ACTON BOXBOROUGH             	9729055	61654	158
2006	06030000	ADAMS CHESHIRE               	6203149	47534	131
2006	06050000	AMHERST PELHAM               	9599355	55681	172
2006	06100000	ASHBURNHAM WESTMINSTER       	9864497	59908	165
2006	06150000	ATHOL ROYALSTON              	7796381	53037	147
2006	06180000	BERKSHIRE HILLS              	8555771	65506	131
2006	06200000	BERLIN BOYLSTON              	1987937	54167	37
2006	06220000	BLACKSTONE MILLVILLE         	8522852	54564	156
2006	06250000	BRIDGEWATER RAYNHAM          	20898062	62494	334
2006	06320000	CHESTERFIELD GOSHEN	555400	43391	13
2006	06350000	CENTRAL BERKSHIRE            	8879136	56634	157
2006	06400000	CONCORD CARLISLE             	6181689	65798	94
2006	06450000	DENNIS YARMOUTH              	18078965	56461	320
2006	06500000	DIGHTON REHOBOTH             	12201402	55699	219
2006	06550000	DOVER SHERBORN               	6622157	65307	101
2006	06580000	DUDLEY CHARLTON              	15211442	54210	281
2006	06600000	NAUSET                       	8572492	58455	147
2006	06620000	FARMINGTON RIVER	801280	51695	16
2006	06650000	FREETOWN LAKEVILLE           	8149740	55252	148
2006	06700000	FRONTIER                     	3268286	46891	70
2006	06720000	GATEWAY                      	5179056	50316	103
2006	06730000	GROTON DUNSTABLE             	10230199	50833	201
2006	06740000	GILL MONTAGUE                	5378742	51669	104
2006	06750000	HAMILTON WENHAM              	10216382	57883	177
2006	06800000	HAMPDEN WILBRAHAM            	13540296	50669	267
2006	06830000	HAMPSHIRE                    	3317508	54475	61
2006	06850000	HAWLEMONT                    	531182	48510	11
2006	06900000	KING PHILIP                  	6932703	55506	125
2006	06950000	LINCOLN SUDBURY              	8176734	65179	125
2006	06980000	MANCHESTER ESSEX	6460776	62303	104
2006	07000000	MARTHAS VINEYARD             	5318327	65740	81
2006	07050000	MASCONOMET                   	8230966	61701	133
2006	07100000	MENDON UPTON                 	9843759	46215	213
2006	07150000	MOUNT GREYLOCK               	3106164	55766	56
2006	07170000	MOHAWK TRAIL                 	5864428	48599	121
2006	07200000	NARRAGANSETT                 	5700557	45314	126
2006	07250000	NASHOBA                      	15126881	58113	260
2006	07280000	NEW SALEM WENDELL            	604418	45928	13
2006	07300000	NORTHBORO SOUTHBORO          	6159041	59513	103
2006	07350000	NORTH MIDDLESEX              	16411868	50759	323
2006	07400000	OLD ROCHESTER                	5166695	58348	89
2006	07450000	PENTUCKET                    	13389610	54768	244
2006	07500000	PIONEER                      	4447299	42762	104
2006	07530000	QUABBIN                      	11821226	58061	204
2006	07550000	RALPH C MAHAR                	2806146	47083	60
2006	07600000	SILVER LAKE                  	9328663	64159	145
2006	07650000	SOUTHERN BERKSHIRE           	4465503	47729	94
2006	07660000	SOUTHWICK TOLLAND	7065952	51136	138
2006	07670000	SPENCER EAST BROOKFIELD      	8518659	58267	146
2006	07700000	TANTASQUA                    	9007099	63925	141
2006	07730000	TRITON                       	12841796	54345	236
2006	07740000	UPISLAND	2622592	62907	42
2006	07750000	WACHUSETT                    	25060395	56114	447
2006	07780000	QUABOAG	6240532	59377	105
2006	07800000	WHITMAN HANSON               	16723647	58189	287
2006	08010000	ASSABET VALLEY               	6990503	60840	115
2006	08050000	BLACKSTONE VALLEY            	5333616	50317	106
2006	08060000	BLUE HILLS                   	6538354	65123	100
2006	08100000	BRISTOL PLYMOUTH             	5333717	61237	87
2006	08150000	CAPE COD                     	4289458	58360	74
2006	08180000	FRANKLIN COUNTY              	3180913	55224	58
2006	08210000	GREATER FALL RIVER           	6419790	51689	124
2006	08230000	GREATER LAWRENCE             	8363219	53100	158
2006	08250000	GREATER NEW BEDFORD          	11960503	54865	218
2006	08280000	GREATER LOWELL               	11879378	66365	179
2006	08290000	SOUTH MIDDLESEX              	6108289	63246	97
2006	08300000	MINUTEMAN                    	6992442	65842	106
2006	08320000	MONTACHUSETT                 	6487547	59628	109
2006	08510000	NORTHERN BERKSHIRE           	2798197	57106	49
2006	08520000	NASHOBA VALLEY               	2811164	57371	49
2006	08530000	NORTHEAST METROPOLITAN       	7942506	59272	134
2006	08540000	NORTH SHORE                  	3634207	61618	59
2006	08550000	OLD COLONY                   	3309768	61865	54
2006	08600000	PATHFINDER                   	4257729	54727	78
2006	08710000	SHAWSHEEN VALLEY             	8184018	66537	123
2006	08720000	SOUTHEASTERN                 	6282016	55593	113
2006	08730000	SOUTH SHORE                  	3697217	61826	60
2006	08760000	SOUTHERN WORCESTER           	6344823	56650	112
2006	08780000	TRI COUNTY                   	5499044	61787	89
2006	08790000	UPPER CAPE COD               	3802183	56504	67
2006	08850000	WHITTIER                     	7887709	60909	130
2006	09100000	BRISTOL COUNTY               	1938841	55395	35
2006	09130000	ESSEX COUNTY                 	2220449	56072	40
2006	09150000	NORFOLK COUNTY               	2727739	63732	43
2006	09990000	STATE TOTALS	4171116385	56366	74001
2007	00010000	ABINGTON                     	8413633	57314	147
2007	00020000	ACTON                        	9185270	62698	147
2007	00030000	ACUSHNET                     	3663583	49087	75
2007	00050000	AGAWAM                       	17891573	52147	343
2007	00070000	AMESBURY                     	10916809	54914	199
2007	00080000	AMHERST                      	8231869	57930	142
2007	00090000	ANDOVER                      	29730175	64431	461
2007	00100000	ARLINGTON                    	18741839	53655	349
2007	00140000	ASHLAND                      	10280035	52772	195
2007	00160000	ATTLEBORO                    	25166606	60862	414
2007	00170000	AUBURN                       	9708198	51231	190
2007	00180000	AVON                         	3042210	50704	60
2007	00190000	AYER                         	5565556	54035	103
2007	00200000	BARNSTABLE                   	22060645	43562	506
2007	00230000	BEDFORD                      	12260883	64429	190
2007	00240000	BELCHERTOWN                  	9203955	52504	175
2007	00250000	BELLINGHAM                   	10457411	55684	188
2007	00260000	BELMONT                      	14844988	58445	254
2007	00270000	BERKLEY                      	3662050	51790	71
2007	00280000	BERLIN                       	1179176	58087	20
2007	00300000	BEVERLY                      	18572880	44337	419
2007	00310000	BILLERICA                    	25174678	58140	433
2007	00350000	BOSTON                       	320029614	71161	4497
2007	00360000	BOURNE                       	9812015	49807	197
2007	00370000	BOXBOROUGH                   	2479458	61986	40
2007	00380000	BOXFORD                      	4416385	57281	77
2007	00390000	BOYLSTON                     	1575966	56084	28
2007	00400000	BRAINTREE                    	21736243	54862	396
2007	00410000	BREWSTER                     	2565955	63989	40
2007	00430000	BRIMFIELD                    	1632212	50222	33
2007	00440000	BROCKTON                     	69130055	62960	1098
2007	00450000	BROOKFIELD                   	1502222	57778	26
2007	00460000	BROOKLINE                    	36718881	67399	545
2007	00480000	BURLINGTON                   	19292930	60046	321
2007	00490000	CAMBRIDGE                    	43207571	68486	631
2007	00500000	CANTON                       	14343622	64495	222
2007	00510000	CARLISLE                     	4348119	67517	64
2007	00520000	CARVER                       	8757285	57557	152
2007	00550000	CHATHAM                      	4092980	55573	74
2007	00560000	CHELMSFORD                   	21632468	58277	371
2007	00570000	CHELSEA                      	24005437	54164	443
2007	00610000	CHICOPEE                     	32387357	44005	736
2007	00630000	CLARKSBURG                   	765853	43269	18
2007	00640000	CLINTON                      	10079671	55283	182
2007	00650000	COHASSET                     	6662279	64632	103
2007	00670000	CONCORD                      	10628566	66931	159
2007	00680000	CONWAY                       	723266	48026	15
2007	00710000	DANVERS                      	16601082	59755	278
2007	00720000	DARTMOUTH                    	16609523	57462	289
2007	00730000	DEDHAM                       	14558476	60991	239
2007	00740000	DEERFIELD                    	1984538	47072	42
2007	00770000	DOUGLAS                      	5825531	50220	116
2007	00780000	DOVER                        	3031301	70007	43
2007	00790000	DRACUT                       	14420785	52306	276
2007	00820000	DUXBURY                      	14162906	60976	232
2007	00830000	EAST BRIDGEWATER             	8828228	57663	153
2007	00850000	EASTHAM                      	1305412	61001	21
2007	00860000	EASTHAMPTON                  	7646312	53878	142
2007	00870000	EAST LONGMEADOW              	11593002	57896	200
2007	00880000	EASTON                       	14403692	58867	245
2007	00890000	EDGARTOWN                    	2383623	65846	36
2007	00910000	ERVING                       	779805	50310	16
2007	00930000	EVERETT                      	23775202	57770	412
2007	00940000	FAIRHAVEN                    	8025751	52115	154
2007	00950000	FALL RIVER                   	47246182	50786	930
2007	00960000	FALMOUTH                     	20338370	58410	348
2007	00970000	FITCHBURG                    	25310121	57653	439
2007	00980000	FLORIDA                      	430873	34748	12
2007	00990000	FOXBOROUGH                   	11940043	56109	213
2007	01000000	FRAMINGHAM                   	42823607	61666	694
2007	01010000	FRANKLIN                     	29212946	58894	496
2007	01020000	FREETOWN                     	1805317	53098	34
2007	01030000	GARDNER                      	11103985	54646	203
2007	01050000	GEORGETOWN                   	5955965	50134	119
2007	01070000	GLOUCESTER                   	16742970	57065	293
2007	01100000	GRAFTON                      	11134732	54289	205
2007	01110000	GRANBY                       	4411530	53023	83
2007	01120000	GRANVILLE                    	1026149	49813	21
2007	01140000	GREENFIELD                   	7860412	49343	159
2007	01170000	HADLEY                       	2418354	40306	60
2007	01180000	HALIFAX                      	2551910	55476	46
2007	01210000	HANCOCK                      	262506	47728	6
2007	01220000	HANOVER                      	11738192	55605	211
2007	01250000	HARVARD                      	5383208	59352	91
2007	01260000	HARWICH                      	6476638	53788	120
2007	01270000	HATFIELD                     	1885791	48354	39
2007	01280000	HAVERHILL                    	32217136	66533	484
2007	01310000	HINGHAM                      	16352168	61613	265
2007	01330000	HOLBROOK                     	5076179	51692	98
2007	01350000	HOLLAND                      	1042435	56654	18
2007	01360000	HOLLISTON                    	13338388	57856	231
2007	01370000	HOLYOKE                      	36721778	58698	626
2007	01380000	HOPEDALE                     	4888715	58900	83
2007	01390000	HOPKINTON                    	15716692	61707	255
2007	01410000	HUDSON                       	13163021	51499	256
2007	01420000	HULL                         	6021894	53291	113
2007	01440000	IPSWICH                      	8465968	55646	152
2007	01450000	KINGSTON                     	4149457	60137	69
2007	01460000	LAKEVILLE                    	2532382	51681	49
2007	01480000	LANESBOROUGH                 	1269024	56653	22
2007	01490000	LAWRENCE                     	56930361	54426	1046
2007	01500000	LEE                          	4023470	53291	76
2007	01510000	LEICESTER                    	7795083	57065	137
2007	01520000	LENOX                        	4428329	58545	76
2007	01530000	LEOMINSTER                   	21955666	50612	434
2007	01540000	LEVERETT                     	842918	43539	19
2007	01550000	LEXINGTON                    	32087114	61763	520
2007	01570000	LINCOLN                      	8305356	63892	130
2007	01580000	LITTLETON                    	6724390	62845	107
2007	01590000	LONGMEADOW                   	13832199	54340	255
2007	01600000	LOWELL                       	70227035	62658	1121
2007	01610000	LUDLOW                       	11545663	50319	229
2007	01620000	LUNENBURG                    	7025479	57492	122
2007	01630000	LYNN                         	62569568	56532	1107
2007	01640000	LYNNFIELD                    	9501122	57934	164
2007	01650000	MALDEN                       	31440712	65638	479
2007	01670000	MANSFIELD                    	18856578	57420	328
2007	01680000	MARBLEHEAD                   	13427642	56277	239
2007	01690000	MARION                       	2264218	62461	36
2007	01700000	MARLBOROUGH                  	19941315	56926	350
2007	01710000	MARSHFIELD                   	19694434	59178	333
2007	01720000	MASHPEE                      	9861877	55463	178
2007	01730000	MATTAPOISETT                 	2441718	58136	42
2007	01740000	MAYNARD                      	5944721	59686	100
2007	01750000	MEDFIELD                     	12982521	60604	214
2007	01760000	MEDFORD                      	23156738	63115	367
2007	01770000	MEDWAY                       	10696855	59394	180
2007	01780000	MELROSE                      	12592908	51211	246
2007	01810000	METHUEN                      	28999739	60720	478
2007	01820000	MIDDLEBOROUGH                	13897336	54056	257
2007	01840000	MIDDLETON                    	3381904	57467	59
2007	01850000	MILFORD                      	18044246	53220	339
2007	01860000	MILLBURY                     	8667937	62902	138
2007	01870000	MILLIS                       	5060402	58979	86
2007	01890000	MILTON                       	17924043	59412	302
2007	01910000	MONSON                       	5217549	49315	106
2007	01960000	NAHANT                       	828528	53111	16
2007	01970000	NANTUCKET                    	8769757	70781	124
2007	01980000	NATICK                       	18862405	53816	351
2007	01990000	NEEDHAM                      	22889937	63324	361
2007	02010000	NEW BEDFORD                  	57557154	58493	984
2007	02040000	NEWBURYPORT                  	11392150	53499	213
2007	02070000	NEWTON                       	62820787	67080	937
2007	02080000	NORFOLK                      	4836845	60182	80
2007	02090000	NORTH ADAMS                  	9250081	46250	200
2007	02100000	NORTHAMPTON                  	11124550	50785	219
2007	02110000	NORTH ANDOVER                	14914567	54773	272
2007	02120000	NORTH ATTLEBOROUGH           	18986659	58460	325
2007	02130000	NORTHBOROUGH                 	9169902	63724	144
2007	02140000	NORTHBRIDGE                  	11079193	55396	200
2007	02150000	NORTH BROOKFIELD             	2886590	52675	55
2007	02170000	NORTH READING                	10257422	56344	182
2007	02180000	NORTON                       	10864223	59013	184
2007	02190000	NORWELL                      	8843600	65508	135
2007	02200000	NORWOOD                      	14324621	51178	280
2007	02210000	OAK BLUFFS                   	2819512	63906	44
2007	02230000	ORANGE                       	3315001	48678	68
2007	02240000	ORLEANS                      	1361584	58312	23
2007	02260000	OXFORD                       	7962539	57284	139
2007	02270000	PALMER                       	7848683	43363	181
2007	02290000	PEABODY                      	26671391	56736	470
2007	02300000	PELHAM                       	651882	58728	11
2007	02310000	PEMBROKE                     	11251870	57466	196
2007	02340000	PETERSHAM                    	416904	43337	10
2007	02360000	PITTSFIELD                   	26193780	54937	477
2007	02380000	PLAINVILLE                   	3013774	54796	55
2007	02390000	PLYMOUTH                     	35816982	60512	592
2007	02400000	PLYMPTON                     	986130	55401	18
2007	02420000	PROVINCETOWN                 	2095136	57877	36
2007	02430000	QUINCY                       	42935420	58655	732
2007	02440000	RANDOLPH                     	13439814	53673	250
2007	02460000	READING                      	16694791	55008	304
2007	02480000	REVERE                       	25082271	60658	414
2007	02490000	RICHMOND                     	1117746	61079	18
2007	02500000	ROCHESTER                    	2784684	64911	43
2007	02510000	ROCKLAND                     	8699655	52725	165
2007	02520000	ROCKPORT                     	5355168	55841	96
2007	02530000	ROWE                         	394321	46391	9
2007	02580000	SALEM                        	23109417	49602	466
2007	02610000	SANDWICH                     	14082159	55354	254
2007	02620000	SAUGUS                       	12127913	52434	231
2007	02630000	SAVOY                        	244653	46161	5
2007	02640000	SCITUATE                     	13904855	59935	232
2007	02650000	SEEKONK                      	8011529	61779	130
2007	02660000	SHARON                       	14563115	58910	247
2007	02690000	SHERBORN                     	2286063	64396	36
2007	02700000	SHIRLEY                      	2558793	49782	51
2007	02710000	SHREWSBURY                   	20487515	56027	366
2007	02720000	SHUTESBURY                   	704376	42976	16
2007	02730000	SOMERSET                     	12331738	54182	228
2007	02740000	SOMERVILLE                   	26252966	62978	417
2007	02750000	SOUTHAMPTON                  	2174045	48636	45
2007	02760000	SOUTHBOROUGH                 	7117558	57585	124
2007	02770000	SOUTHBRIDGE                  	10282410	59115	174
2007	02780000	SOUTH HADLEY                 	9135259	53236	172
2007	02810000	SPRINGFIELD                  	123004732	53558	2297
2007	02840000	STONEHAM                     	10919472	55038	198
2007	02850000	STOUGHTON                    	18003421	61143	294
2007	02870000	STURBRIDGE                   	4644254	66968	69
2007	02880000	SUDBURY                      	11937487	55835	214
2007	02890000	SUNDERLAND                   	1011577	48634	21
2007	02900000	SUTTON                       	7047568	51782	136
2007	02910000	SWAMPSCOTT                   	10843758	57680	188
2007	02920000	SWANSEA                      	8307966	48870	170
2007	02930000	TAUNTON                      	33236739	61664	539
2007	02950000	TEWKSBURY                    	16300685	59146	276
2007	02960000	TISBURY                      	2237848	65281	34
2007	02980000	TOPSFIELD                    	3321401	56776	59
2007	03000000	TRURO                        	786015	40516	19
2007	03010000	TYNGSBOROUGH                 	8358510	55281	151
2007	03040000	UXBRIDGE                     	9290706	56069	166
2007	03050000	WAKEFIELD                    	15670179	57274	274
2007	03060000	WALES                        	650774	57591	11
2007	03070000	WALPOLE                      	14633088	55380	264
2007	03080000	WALTHAM                      	26753739	60680	441
2007	03090000	WARE                         	4816969	53226	91
2007	03100000	WAREHAM                      	14469919	59660	243
2007	03140000	WATERTOWN                    	13946914	61589	226
2007	03150000	WAYLAND                      	15493817	64037	242
2007	03160000	WEBSTER                      	8297182	59606	139
2007	03170000	WELLESLEY                    	22958973	69784	329
2007	03180000	WELLFLEET                    	912671	58882	16
2007	03210000	WESTBOROUGH                  	17580096	62275	282
2007	03220000	WEST BOYLSTON                	5232638	56144	93
2007	03230000	WEST BRIDGEWATER             	4747023	49294	96
2007	03250000	WESTFIELD                    	28096703	44153	636
2007	03260000	WESTFORD                     	21200098	57672	368
2007	03270000	WESTHAMPTON                  	535523	46976	11
2007	03300000	WESTON                       	13267606	70617	188
2007	03310000	WESTPORT                     	6858569	53208	129
2007	03320000	WEST SPRINGFIELD             	16252332	50693	321
2007	03350000	WESTWOOD                     	12952303	60159	215
2007	03360000	WEYMOUTH                     	29470612	58882	501
2007	03370000	WHATELY                      	576152	54872	11
2007	03400000	WILLIAMSBURG                 	1034725	55630	19
2007	03410000	WILLIAMSTOWN                 	2165144	57431	38
2007	03420000	WILMINGTON                   	15584089	55224	282
2007	03430000	WINCHENDON                   	7108078	51359	138
2007	03440000	WINCHESTER                   	19568572	65744	298
2007	03460000	WINTHROP                     	9161687	49177	186
2007	03470000	WOBURN	21098063	54715	386
2007	03480000	WORCESTER                    	130807075	61539	2126
2007	03500000	WRENTHAM                     	4513136	60015	75
2007	04060000	NORTHAMPTON SMITH            	2792941	51530	54
2007	06000000	ACTON BOXBOROUGH             	10624970	63282	168
