FY	org_code	district_short_name	total	avg	fte
1998	02910000	SWAMPSCOTT                   	7183309	43827	164
1998	02920000	SWANSEA                      	6199574	38991	159
1998	02930000	TAUNTON                      	19842838	45303	438
1998	02950000	TEWKSBURY                    	11573898	45140	256
1998	02960000	TISBURY                      	1530935	45700	34
1998	02980000	TOPSFIELD                    	1933793	43456	45
1998	03000000	TRURO                        	526690	28624	18
1998	03010000	TYNGSBOROUGH                 	4878077	39435	124
1998	03040000	UXBRIDGE                     	4764072	39050	122
1998	03050000	WAKEFIELD                    	10916771	45148	242
1998	03060000	WALES                        	415803	33000	13
1998	03070000	WALPOLE                      	9476398	37545	252
1998	03080000	WALTHAM                      	20773928	44666	465
1998	03090000	WARE                         	3465450	40722	85
1998	03100000	WAREHAM                      	9437157	42994	220
1998	03140000	WATERTOWN                    	10251333	50524	203
1998	03150000	WAYLAND                      	9760304	56664	172
1998	03160000	WEBSTER                      	5899393	42780	138
1998	03170000	WELLESLEY                    	12993100	49935	260
1998	03180000	WELLFLEET                    	734986	41761	18
1998	03210000	WESTBOROUGH                  	10331430	47111	219
1998	03220000	WEST BOYLSTON                	3079521	34028	91
1998	03230000	WEST BRIDGEWATER             	3263445	42055	78
1998	03250000	WESTFIELD                    	18666266	40074	466
1998	03260000	WESTFORD                     	11026628	45754	241
1998	03270000	WESTHAMPTON                  	406875	47868	9
1998	03300000	WESTON                       	7742051	47879	162
1998	03310000	WESTPORT                     	4777663	42734	112
1998	03320000	WEST SPRINGFIELD             	10571688	38248	276
1998	03350000	WESTWOOD                     	8644302	48292	179
1998	03360000	WEYMOUTH                     	20837320	46720	446
1998	03370000	WHATELY                      	361702	39061	9
1998	03400000	WILLIAMSBURG                 	696871	35737	20
1998	03410000	WILLIAMSTOWN                 	1598446	42739	37
1998	03420000	WILMINGTON                   	10080134	47683	211
1998	03430000	WINCHENDON                   	5098643	34922	146
1998	03440000	WINCHESTER                   	11038329	49169	225
1998	03460000	WINTHROP                     	6698155	38495	174
1998	03470000	WOBURN	16745211	48664	344
1998	03480000	WORCESTER                    	76130390	41488	1835
1998	03500000	WRENTHAM                     	2994060	43267	69
1998	04060000	NORTHAMPTON SMITH            	2416967	44759	54
1998	04080000	WORCESTER TRADE	5648456	44129	128
1998	06000000	ACTON BOXBOROUGH             	5665601	42856	132
1998	06030000	ADAMS CHESHIRE               	5039542	35997	140
1998	06050000	AMHERST PELHAM               	6435907	43281	149
1998	06100000	ASHBURNHAM WESTMINSTER       	6348572	37126	171
1998	06150000	ATHOL ROYALSTON              	6262582	38539	163
1998	06180000	BERKSHIRE HILLS              	5673879	39457	144
1998	06200000	BERLIN BOYLSTON              	1270176	37803	34
1998	06220000	BLACKSTONE MILLVILLE         	6492231	45544	143
1998	06250000	BRIDGEWATER RAYNHAM          	15027592	53747	280
1998	06320000	CHESTERFIELD GOSHEN	460811	37771	12
1998	06350000	CENTRAL BERKSHIRE            	7477704	46417	161
1998	06400000	CONCORD CARLISLE             	4116987	60544	68
1998	06450000	DENNIS YARMOUTH              	13239296	43708	303
1998	06500000	DIGHTON REHOBOTH             	8268182	41737	198
1998	06550000	DOVER SHERBORN               	4284197	54785	78
1998	06580000	DUDLEY CHARLTON              	9700197	41721	233
1998	06600000	NAUSET                       	5901944	42768	138
1998	06620000	FARMINGTON RIVER	682332	40137	17
1998	06650000	FREETOWN LAKEVILLE           	5199367	34050	153
1998	06700000	FRONTIER                     	1989972	39096	51
1998	06720000	GATEWAY                      	4650440	36762	127
1998	06730000	GROTON DUNSTABLE             	5720830	38746	148
1998	06740000	GILL MONTAGUE                	4686116	34130	137
1998	06750000	HAMILTON WENHAM              	6835923	35756	191
1998	06800000	HAMPDEN WILBRAHAM            	9715869	42363	229
1998	06830000	HAMPSHIRE                    	2401969	42816	56
1998	06850000	HAWLEMONT                    	446403	28253	16
1998	06900000	KING PHILIP                  	5118826	46705	110
1998	06950000	LINCOLN SUDBURY              	4858857	50247	97
1998	07000000	MARTHAS VINEYARD             	2725489	46195	59
1998	07050000	MASCONOMET                   	5004531	42037	119
1998	07100000	MENDON UPTON                 	4584020	39861	115
1998	07150000	MOUNT GREYLOCK               	2712243	47835	57
1998	07170000	MOHAWK TRAIL                 	5056638	38080	133
1998	07200000	NARRAGANSETT                 	3730961	36940	101
1998	07250000	NASHOBA                      	9037660	40401	224
1998	07280000	NEW SALEM WENDELL            	496385	31881	16
1998	07300000	NORTHBORO SOUTHBORO          	3359000	50413	67
1998	07350000	NORTH MIDDLESEX              	12683893	39612	320
1998	07400000	OLD ROCHESTER                	3452693	45430	76
1998	07450000	PENTUCKET                    	9017079	39775	227
1998	07500000	PIONEER                      	2914722	30080	97
1998	07530000	QUABBIN                      	7934751	41630	191
1998	07550000	RALPH C MAHAR                	2474305	41376	60
1998	07600000	SILVER LAKE                  	9261370	48236	192
1998	07650000	SOUTHERN BERKSHIRE           	3508721	46046	76
1998	07660000	SOUTHWICK TOLLAND	5405766	41905	129
1998	07670000	SPENCER EAST BROOKFIELD      	6613363	47070	141
1998	07700000	TANTASQUA                    	5600217	45780	122
1998	07730000	TRITON                       	9328829	45110	207
1998	07740000	UPISLAND	1845651	42429	44
1998	07750000	WACHUSETT                    	19585631	47630	411
1998	07780000	QUABOAG	4192574	38570	109
1998	07800000	WHITMAN HANSON               	12796190	45996	278
1998	08010000	ASSABET VALLEY               	4543915	48443	94
1998	08050000	BLACKSTONE VALLEY            	3241336	42095	77
1998	08060000	BLUE HILLS                   	4323332	53374	81
1998	08100000	BRISTOL PLYMOUTH             	3105892	42142	74
1998	08150000	CAPE COD                     	2582622	41655	62
1998	08180000	FRANKLIN COUNTY              	2315868	41061	56
1998	08210000	GREATER FALL RIVER           	4311428	40867	106
1998	08230000	GREATER LAWRENCE             	6318460	46803	135
1998	08250000	GREATER NEW BEDFORD          	7925627	44778	177
1998	08280000	GREATER LOWELL               	7732491	49252	157
1998	08290000	SOUTH MIDDLESEX              	4585681	55249	83
1998	08300000	MINUTEMAN                    	5502577	43671	126
1998	08320000	MONTACHUSETT                 	4288796	46516	92
1998	08510000	NORTHERN BERKSHIRE           	1999509	43279	46
1998	08520000	NASHOBA VALLEY               	2091743	38808	54
1998	08530000	NORTHEAST METROPOLITAN       	5422415	49747	109
1998	08540000	NORTH SHORE                  	1838320	34043	54
1998	08550000	OLD COLONY                   	2014604	38373	53
1998	08600000	PATHFINDER                   	3268703	44172	74
1998	08710000	SHAWSHEEN VALLEY             	6034715	53405	113
1998	08720000	SOUTHEASTERN                 	4050955	42642	95
1998	08730000	SOUTH SHORE                  	2730371	48670	56
1998	08760000	SOUTHERN WORCESTER           	4293049	43807	98
1998	08780000	TRI COUNTY                   	3792491	47644	80
1998	08790000	UPPER CAPE COD               	2034770	37335	55
1998	08850000	WHITTIER                     	4608747	43479	106
1998	09100000	BRISTOL COUNTY               	1300598	41955	31
1998	09130000	ESSEX COUNTY                 	2868253	42180	68
1998	09150000	NORFOLK COUNTY               	1803551	43199	42
1998	09990000	STATE TOTALS	2916605301	44051	66210
1999	00010000	ABINGTON                     	6217048	43690	142
1999	00020000	ACTON                        	6689135	50370	133
1999	00030000	ACUSHNET                     	2475816	37512	66
1999	00050000	AGAWAM                       	12231283	43251	283
1999	00070000	AMESBURY                     	8369175	40470	207
1999	00080000	AMHERST                      	6379963	45965	139
1999	00090000	ANDOVER                      	19103645	47380	403
1999	00100000	ARLINGTON                    	13650495	44770	305
1999	00140000	ASHLAND                      	6751711	43644	155
1999	00160000	ATTLEBORO                    	18736868	39281	477
1999	00170000	AUBURN                       	7462063	45836	163
1999	00180000	AVON                         	1837091	30618	60
1999	00190000	AYER                         	4434298	42231	105
1999	00200000	BARNSTABLE                   	20339038	40516	502
1999	00230000	BEDFORD                      	8300277	49377	168
1999	00240000	BELCHERTOWN                  	5588562	38595	145
1999	00250000	BELLINGHAM                   	7160087	46135	155
1999	00260000	BELMONT                      	11556566	50598	228
1999	00270000	BERKLEY                      	2490108	43917	57
1999	00280000	BERLIN                       	761444	37326	20
1999	00300000	BEVERLY                      	14570963	44074	331
1999	00310000	BILLERICA                    	20446693	38499	531
1999	00350000	BOSTON                       	242129859	52200	4639
1999	00360000	BOURNE                       	6751633	43419	156
1999	00370000	BOXBOROUGH                   	1387953	43374	32
1999	00380000	BOXFORD                      	2816334	43328	65
1999	00390000	BOYLSTON                     	1051976	43114	24
1999	00400000	BRAINTREE                    	16676194	48295	345
1999	00410000	BREWSTER                     	2309411	44242	52
1999	00430000	BRIMFIELD                    	1006596	40426	25
1999	00440000	BROCKTON                     	47095363	46833	1006
1999	00450000	BROOKFIELD                   	1096650	39878	28
1999	00460000	BROOKLINE                    	22810722	49096	465
1999	00480000	BURLINGTON                   	14280101	51758	276
1999	00490000	CAMBRIDGE                    	36069786	53177	678
1999	00500000	CANTON                       	9132253	46427	197
1999	00510000	CARLISLE                     	2913681	50323	58
1999	00520000	CARVER                       	6411092	41712	154
1999	00550000	CHATHAM                      	2928810	46786	63
1999	00560000	CHELMSFORD                   	17644459	49535	356
1999	00570000	CHELSEA                      	14804595	32272	459
1999	00610000	CHICOPEE                     	25140535	38618	651
1999	00630000	CLARKSBURG                   	647936	42349	15
1999	00640000	CLINTON                      	6332971	38312	165
1999	00650000	COHASSET                     	4368046	48534	90
1999	00670000	CONCORD                      	7297995	56442	129
1999	00680000	CONWAY                       	554756	39484	14
1999	00710000	DANVERS                      	11812123	46855	252
1999	00720000	DARTMOUTH                    	11757612	37009	318
1999	00730000	DEDHAM                       	10068276	45765	220
1999	00740000	DEERFIELD                    	1361114	40874	33
1999	00770000	DOUGLAS                      	3341749	40753	82
1999	00780000	DOVER                        	1689567	48136	35
1999	00790000	DRACUT                       	10634331	43583	244
1999	00820000	DUXBURY                      	9712930	51249	190
1999	00830000	EAST BRIDGEWATER             	6950783	48269	144
1999	00850000	EASTHAM                      	1079094	45724	24
1999	00860000	EASTHAMPTON                  	5278318	40015	132
